model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v16,5.578721046447754,0.5925409197807312,0.6519938111305237,5699,10,2.1978223329642788,0.007201000000350177
tiny_transformer_baseline_v16,2.272322416305542,0.4575892984867096,0.469704806804657,70531,64,5.3235089590307325,0.03762237506452948
