model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v32,6.906696319580078,0.547607421875,0.5795405507087708,6537,20,2.0051738750189543,0.003902000025846064
tiny_transformer_baseline_v32,2.868544340133667,0.384521484375,0.44429996609687805,70915,64,5.086594416061416,0.04128820798359811
