model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v14,5.52469539642334,0.6061198115348816,0.6604166626930237,5699,10,2.1191347499843687,0.004073165939189494
tiny_transformer_baseline_v14,2.4414689540863037,0.4442894458770752,0.4515624940395355,70531,64,5.297069041989744,0.04100120905786753
