model,test_loss,test_accuracy,query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v3_reference,0.0076665510423481464,0.9977864623069763,0.9878048896789551,5699,10,1.698757000034675,0.0024741659872233868
geometry_native_sequence_model_r1,0.4952648878097534,0.7360677123069763,0.700860857963562,7427,16,1.8116262910189107,0.003747834009118378
geometry_native_sequence_model_r2,0.5984818935394287,0.7425781488418579,0.7467718720436096,219,16,1.9903990840539336,0.0023929999442771077
geometry_native_sequence_model_r3,0.5962802767753601,0.7424479126930237,0.7503587007522583,219,16,2.193714499939233,0.0035759590100497007
geometry_native_sequence_model_r4,0.5144183039665222,0.75,0.7862266898155212,423,16,1.8562406250275671,0.002760583069175482
geometry_native_sequence_model_r5,0.475992888212204,0.7502604126930237,0.792682945728302,583,16,1.8593856670195237,0.003367417026311159
tiny_transformer_baseline_r5,0.7198936343193054,0.6958333253860474,0.6707317233085632,69763,64,5.040035083075054,0.021891250042244792
