checkpoint,position,attention_logit_mean,attention_weight_mean,attention_grad_norm,tau_state_norm,tau_state_variance,tau_x0_between_var,router_grad_norm,W_attn_grad_norm,v_attn_grad_norm,W_tok_inject_grad_norm,W1_grad_norm,W_pred_grad_norm,accuracy_normal,accuracy_uniform_attn,attn_logit_pos_var,attn_max_pos,loss,note
1000,23,0.001144,0.041671,9e-07,1.438408,0.030531,0.00010109,0.001771,4.4e-05,4.2e-05,0.003744,0.001565,0.048976,0.2451,0.2461,9e-06,22,1.3865,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,0,-0.001292,0.041572,1.61e-06,1.495597,0.042046,0.00322679,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,1,0.00033,0.04164,1.08e-06,1.43864,0.035336,9.235e-05,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,2,0.000626,0.041652,9.9e-07,1.444897,0.035647,0.00018988,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,3,0.000678,0.041654,1.02e-06,1.439344,0.034289,0.00014676,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,4,0.001112,0.041672,9.9e-07,1.433007,0.031125,7.8e-05,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,5,0.000857,0.041662,9.9e-07,1.438297,0.032633,0.00013084,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,6,0.001018,0.041668,1.04e-06,1.440901,0.033011,0.00012066,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,7,0.001226,0.041677,1.04e-06,1.433076,0.030365,0.00010388,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,8,0.001158,0.041674,9.8e-07,1.434937,0.031684,5.929e-05,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,9,0.001051,0.04167,1e-06,1.440533,0.032122,0.00010754,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,10,0.001268,0.041679,1e-06,1.436432,0.030227,6.793e-05,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,11,0.001148,0.041674,9.7e-07,1.437495,0.031484,0.00011296,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,12,0.001109,0.041672,1e-06,1.432862,0.030945,0.00011031,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,13,0.001191,0.041676,9.7e-07,1.435226,0.029965,0.0001104,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,14,0.00126,0.041679,9.7e-07,1.439583,0.031355,9.448e-05,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,15,0.001179,0.041675,1e-06,1.436942,0.031175,0.00013732,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,16,0.001164,0.041674,9.5e-07,1.433877,0.029787,0.00012814,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,17,0.00117,0.041675,9.4e-07,1.436167,0.03062,0.0001332,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,18,0.001095,0.041672,9.7e-07,1.439384,0.030981,0.00015212,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,19,0.001262,0.041679,1.02e-06,1.434936,0.029646,9.981e-05,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,20,0.001109,0.041672,9.7e-07,1.437112,0.030706,0.00014597,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
2000,21,0.001256,0.041678,9.6e-07,1.435083,0.029883,0.0001302,0.001428,6.8e-05,0.000108,0.004196,0.001326,0.024967,0.249,0.249,9e-06,22,1.3856,"D=24,D_H=32,B=256,budget=10000,B_diag=1024,canonical_v6_torch"
