tuplet_name,offsets,parent_W,child_W,new_prime,parent_admissible_density,first_internal_split_H,first_visible_split_H,lag_visible_minus_internal,forbidden_residues,gap_multiset,gap_min,gap_max,gap_span,num_parent_classes_pre_threshold,num_first_splitting_classes,fraction_first_splitting_classes,fraction_parent_mass_in_first_splitting_classes,max_child_classes_from_first_split,total_extra_child_classes_from_first_split
quadruplet,"[0,2,6,8]",2310,30030,13,0.05454545454545454,1,21,20,0 1 9 10,1 1 3 8,1,8,5,120,88,0.7333333333333333,0.8233766233766234,8,144
double_twins_p17,"[0,2,34,36]",2310,30030,13,0.05454545454545454,1,21,20,0 1 4 10,1 3 3 6,1,6,7,120,87,0.725,0.8207792207792208,6,125
quad_alt_0618,"[0,2,6,18]",2310,30030,13,0.05454545454545454,1,6,5,1 7 9 10,1 2 4 6,1,6,7,50,18,0.36,0.3220779220779221,4,22
quad_alt_0826,"[0,2,8,26]",2310,30030,13,0.05454545454545454,1,16,15,0 1 10,1 3 9,1,9,4,95,62,0.6526315789473685,0.7012987012987013,8,91
quad_alt_1836,"[0,2,18,36]",2310,30030,13,0.05454545454545454,1,16,15,1 4 7 10,3 3 3 4,3,4,9,95,63,0.6631578947368421,0.7038961038961039,6,92
quad_alt_3854,"[0,2,38,54]",2310,30030,13,0.05454545454545454,1,26,25,1 8 10,2 4 7,2,7,6,180,148,0.8222222222222222,0.8311688311688312,6,244
