tuplet_name,offsets,parent_W,child_W,visible_H_first,layer_depth,layer_primes,parent_class_b,parent_class_spin_code,parent_class_frequency,child_future_classes_produced,dominant_phi_tuple,dominant_phi_tuple_share,phi_tuple_support_size,boundary_any_fraction
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,2,33824,2,6,"(9,9)",0.5,2,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,2,1099511627776,6,2,"(5,10)",0.16666666666666666,6,0.6666666666666666
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,2,1099511627808,6,4,"(5,4)",0.16666666666666666,6,0.6666666666666666
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,2,1099511628800,15,3,"(9,2)",0.06666666666666667,15,0.6
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,2,1099511628832,6,6,"(9,6)",0.16666666666666666,6,0.5
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,2,1099511660544,11,3,"(9,10)",0.09090909090909091,11,0.45454545454545453
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,2,1099511660576,10,5,"(9,4)",0.1,10,0.7
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,2,1099511661568,7,5,"(9,8)",0.14285714285714285,7,0.14285714285714285
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,2,1099511661600,2,8,"(9,7)",0.5,2,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,3,64,13,2,"(9,12)",0.07692307692307693,13,0.8461538461538461
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,3,2048,16,2,"(7,9)",0.0625,16,0.5625
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,3,2112,8,4,"(5,9)",0.125,8,0.75
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,3,65536,8,2,"(8,8)",0.125,8,0.5
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,3,65600,16,3,"(8,9)",0.0625,16,0.25
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,3,67584,7,4,"(9,11)",0.14285714285714285,7,0.42857142857142855
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,3,67648,2,6,"(9,9)",0.5,2,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,3,2199023255552,6,2,"(5,10)",0.16666666666666666,6,0.6666666666666666
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,3,2199023255616,6,4,"(5,4)",0.16666666666666666,6,0.6666666666666666
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,3,2199023257600,15,3,"(9,2)",0.06666666666666667,15,0.6
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,3,2199023257664,6,6,"(9,6)",0.16666666666666666,6,0.5
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,3,2199023321088,11,3,"(9,10)",0.09090909090909091,11,0.45454545454545453
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,3,2199023321152,10,5,"(9,4)",0.1,10,0.7
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,3,2199023323136,7,5,"(9,8)",0.14285714285714285,7,0.14285714285714285
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,3,2199023323200,2,8,"(9,7)",0.5,2,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,4,128,13,2,"(9,12)",0.07692307692307693,13,0.8461538461538461
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,4,4096,16,2,"(7,9)",0.0625,16,0.5625
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,4,4224,8,4,"(5,9)",0.125,8,0.75
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,4,131072,8,2,"(8,8)",0.125,8,0.5
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,4,131200,16,3,"(8,9)",0.0625,16,0.25
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,4,135168,7,4,"(9,11)",0.14285714285714285,7,0.42857142857142855
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,4,135296,2,6,"(9,9)",0.5,2,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,4,4398046511104,6,2,"(5,10)",0.16666666666666666,6,0.6666666666666666
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,4,4398046511232,6,4,"(5,4)",0.16666666666666666,6,0.6666666666666666
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,4,4398046515200,15,3,"(9,2)",0.06666666666666667,15,0.6
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,4,4398046515328,6,6,"(9,6)",0.16666666666666666,6,0.5
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,4,4398046642176,11,3,"(9,10)",0.09090909090909091,11,0.45454545454545453
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,4,4398046642304,10,5,"(9,4)",0.1,10,0.7
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,4,4398046646272,7,5,"(9,8)",0.14285714285714285,7,0.14285714285714285
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,4,4398046646400,2,8,"(9,7)",0.5,2,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,5,256,13,2,"(9,12)",0.07692307692307693,13,0.8461538461538461
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,5,8192,16,2,"(7,9)",0.0625,16,0.5625
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,5,8448,8,4,"(5,9)",0.125,8,0.75
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,5,262144,8,2,"(8,8)",0.125,8,0.5
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,5,262400,16,3,"(8,9)",0.0625,16,0.25
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,5,270336,7,4,"(9,11)",0.14285714285714285,7,0.42857142857142855
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,5,270592,2,6,"(9,9)",0.5,2,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,5,8796093022208,6,2,"(5,10)",0.16666666666666666,6,0.6666666666666666
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,5,8796093022464,6,4,"(5,4)",0.16666666666666666,6,0.6666666666666666
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,5,8796093030400,15,3,"(9,2)",0.06666666666666667,15,0.6
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,5,8796093030656,6,6,"(9,6)",0.16666666666666666,6,0.5
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,5,8796093284352,11,3,"(9,10)",0.09090909090909091,11,0.45454545454545453
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,5,8796093284608,10,5,"(9,4)",0.1,10,0.7
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,5,8796093292544,7,5,"(9,8)",0.14285714285714285,7,0.14285714285714285
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,5,8796093292800,2,8,"(9,7)",0.5,2,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,6,512,13,2,"(9,12)",0.07692307692307693,13,0.8461538461538461
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,6,16384,16,2,"(7,9)",0.0625,16,0.5625
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,6,16896,8,4,"(5,9)",0.125,8,0.75
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,6,524288,8,2,"(8,8)",0.125,8,0.5
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,6,524800,16,3,"(8,9)",0.0625,16,0.25
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,6,540672,7,4,"(9,11)",0.14285714285714285,7,0.42857142857142855
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,6,541184,2,6,"(9,9)",0.5,2,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,6,17592186044416,6,2,"(5,10)",0.16666666666666666,6,0.6666666666666666
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,6,17592186044928,6,4,"(5,4)",0.16666666666666666,6,0.6666666666666666
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,6,17592186060800,15,3,"(9,2)",0.06666666666666667,15,0.6
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,6,17592186061312,6,6,"(9,6)",0.16666666666666666,6,0.5
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,6,17592186568704,11,3,"(9,10)",0.09090909090909091,11,0.45454545454545453
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,6,17592186569216,10,5,"(9,4)",0.1,10,0.7
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,6,17592186585088,7,5,"(9,8)",0.14285714285714285,7,0.14285714285714285
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,6,17592186585600,2,8,"(9,7)",0.5,2,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,7,1024,19,2,"(9,12)",0.05263157894736842,19,0.7894736842105263
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,7,32768,31,2,"(9,2)",0.03225806451612903,31,0.5806451612903226
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,7,33792,14,4,"(9,6)",0.07142857142857142,14,0.6428571428571429
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,7,1048576,19,2,"(9,10)",0.05263157894736842,19,0.47368421052631576
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,7,1049600,26,3,"(9,4)",0.038461538461538464,26,0.4230769230769231
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,7,1081344,14,4,"(9,8)",0.07142857142857142,14,0.2857142857142857
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,7,1082368,4,6,"(9,9)",0.25,4,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,8,2048,19,2,"(9,12)",0.05263157894736842,19,0.7894736842105263
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,8,65536,31,2,"(9,2)",0.03225806451612903,31,0.5806451612903226
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,8,67584,14,4,"(9,6)",0.07142857142857142,14,0.6428571428571429
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,8,2097152,19,2,"(9,10)",0.05263157894736842,19,0.47368421052631576
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,8,2099200,26,3,"(9,4)",0.038461538461538464,26,0.4230769230769231
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,8,2162688,14,4,"(9,8)",0.07142857142857142,14,0.2857142857142857
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,8,2164736,4,6,"(9,9)",0.25,4,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,9,4096,19,2,"(9,12)",0.05263157894736842,19,0.7894736842105263
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,9,131072,31,2,"(9,2)",0.03225806451612903,31,0.5806451612903226
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,9,135168,14,4,"(9,6)",0.07142857142857142,14,0.6428571428571429
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,9,4194304,19,2,"(9,10)",0.05263157894736842,19,0.47368421052631576
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,9,4198400,26,3,"(9,4)",0.038461538461538464,26,0.4230769230769231
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,9,4325376,14,4,"(9,8)",0.07142857142857142,14,0.2857142857142857
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,9,4329472,4,6,"(9,9)",0.25,4,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,10,8192,19,2,"(9,12)",0.05263157894736842,19,0.7894736842105263
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,10,262144,31,2,"(9,2)",0.03225806451612903,31,0.5806451612903226
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,10,270336,14,4,"(9,6)",0.07142857142857142,14,0.6428571428571429
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,10,8388608,19,2,"(9,10)",0.05263157894736842,19,0.47368421052631576
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,10,8396800,26,3,"(9,4)",0.038461538461538464,26,0.4230769230769231
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,10,8650752,14,4,"(9,8)",0.07142857142857142,14,0.2857142857142857
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,10,8658944,4,6,"(9,9)",0.25,4,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,11,16384,19,2,"(9,12)",0.05263157894736842,19,0.7894736842105263
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,11,524288,31,2,"(9,2)",0.03225806451612903,31,0.5806451612903226
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,11,540672,14,4,"(9,6)",0.07142857142857142,14,0.6428571428571429
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,11,16777216,19,2,"(9,10)",0.05263157894736842,19,0.47368421052631576
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,11,16793600,26,3,"(9,4)",0.038461538461538464,26,0.4230769230769231
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,11,17301504,14,4,"(9,8)",0.07142857142857142,14,0.2857142857142857
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,11,17317888,4,6,"(9,9)",0.25,4,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,12,32768,19,2,"(9,12)",0.05263157894736842,19,0.7894736842105263
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,12,1048576,31,2,"(9,2)",0.03225806451612903,31,0.5806451612903226
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,12,1081344,14,4,"(9,6)",0.07142857142857142,14,0.6428571428571429
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,12,33554432,19,2,"(9,10)",0.05263157894736842,19,0.47368421052631576
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,12,33587200,26,3,"(9,4)",0.038461538461538464,26,0.4230769230769231
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,12,34603008,14,4,"(9,8)",0.07142857142857142,14,0.2857142857142857
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,12,34635776,4,6,"(9,9)",0.25,4,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,13,65536,19,2,"(9,12)",0.05263157894736842,19,0.7894736842105263
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,13,2097152,31,2,"(9,2)",0.03225806451612903,31,0.5806451612903226
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,13,2162688,14,4,"(9,6)",0.07142857142857142,14,0.6428571428571429
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,13,67108864,19,2,"(9,10)",0.05263157894736842,19,0.47368421052631576
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,13,67174400,26,3,"(9,4)",0.038461538461538464,26,0.4230769230769231
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,13,69206016,14,4,"(9,8)",0.07142857142857142,14,0.2857142857142857
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,13,69271552,4,6,"(9,9)",0.25,4,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,14,131072,19,2,"(9,12)",0.05263157894736842,19,0.7894736842105263
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,14,4194304,31,2,"(9,2)",0.03225806451612903,31,0.5806451612903226
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,14,4325376,14,4,"(9,6)",0.07142857142857142,14,0.6428571428571429
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,14,134217728,19,2,"(9,10)",0.05263157894736842,19,0.47368421052631576
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,14,134348800,26,3,"(9,4)",0.038461538461538464,26,0.4230769230769231
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,14,138412032,14,4,"(9,8)",0.07142857142857142,14,0.2857142857142857
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,14,138543104,4,6,"(9,9)",0.25,4,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,15,262144,19,2,"(9,12)",0.05263157894736842,19,0.7894736842105263
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,15,8388608,31,2,"(9,2)",0.03225806451612903,31,0.5806451612903226
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,15,8650752,14,4,"(9,6)",0.07142857142857142,14,0.6428571428571429
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,15,268435456,19,2,"(9,10)",0.05263157894736842,19,0.47368421052631576
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,15,268697600,26,3,"(9,4)",0.038461538461538464,26,0.4230769230769231
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,15,276824064,14,4,"(9,8)",0.07142857142857142,14,0.2857142857142857
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,15,277086208,4,6,"(9,9)",0.25,4,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,16,524288,19,2,"(9,12)",0.05263157894736842,19,0.7894736842105263
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,16,16777216,31,2,"(9,2)",0.03225806451612903,31,0.5806451612903226
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,16,17301504,14,4,"(9,6)",0.07142857142857142,14,0.6428571428571429
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,16,536870912,19,2,"(9,10)",0.05263157894736842,19,0.47368421052631576
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,16,537395200,26,3,"(9,4)",0.038461538461538464,26,0.4230769230769231
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,16,553648128,14,4,"(9,8)",0.07142857142857142,14,0.2857142857142857
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,16,554172416,4,6,"(9,9)",0.25,4,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,17,1048576,19,2,"(9,12)",0.05263157894736842,19,0.7894736842105263
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,17,33554432,31,2,"(9,2)",0.03225806451612903,31,0.5806451612903226
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,17,34603008,14,4,"(9,6)",0.07142857142857142,14,0.6428571428571429
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,17,1073741824,19,2,"(9,10)",0.05263157894736842,19,0.47368421052631576
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,17,1074790400,26,3,"(9,4)",0.038461538461538464,26,0.4230769230769231
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,17,1107296256,14,4,"(9,8)",0.07142857142857142,14,0.2857142857142857
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,17,1108344832,4,6,"(9,9)",0.25,4,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,18,2097152,19,2,"(9,12)",0.05263157894736842,19,0.7894736842105263
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,18,67108864,31,2,"(9,2)",0.03225806451612903,31,0.5806451612903226
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,18,69206016,14,4,"(9,6)",0.07142857142857142,14,0.6428571428571429
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,18,2147483648,19,2,"(9,10)",0.05263157894736842,19,0.47368421052631576
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,18,2149580800,26,3,"(9,4)",0.038461538461538464,26,0.4230769230769231
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,18,2214592512,14,4,"(9,8)",0.07142857142857142,14,0.2857142857142857
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,18,2216689664,4,6,"(9,9)",0.25,4,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,19,4194304,19,2,"(9,12)",0.05263157894736842,19,0.7894736842105263
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,19,134217728,31,2,"(9,2)",0.03225806451612903,31,0.5806451612903226
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,19,138412032,14,4,"(9,6)",0.07142857142857142,14,0.6428571428571429
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,19,4294967296,19,2,"(9,10)",0.05263157894736842,19,0.47368421052631576
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,19,4299161600,26,3,"(9,4)",0.038461538461538464,26,0.4230769230769231
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,19,4429185024,14,4,"(9,8)",0.07142857142857142,14,0.2857142857142857
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,19,4433379328,4,6,"(9,9)",0.25,4,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,20,8388608,19,2,"(9,12)",0.05263157894736842,19,0.7894736842105263
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,20,268435456,31,2,"(9,2)",0.03225806451612903,31,0.5806451612903226
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,20,276824064,14,4,"(9,6)",0.07142857142857142,14,0.6428571428571429
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,20,8589934592,19,2,"(9,10)",0.05263157894736842,19,0.47368421052631576
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,20,8598323200,26,3,"(9,4)",0.038461538461538464,26,0.4230769230769231
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,20,8858370048,14,4,"(9,8)",0.07142857142857142,14,0.2857142857142857
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,20,8866758656,4,6,"(9,9)",0.25,4,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,21,0,16,2,"(8,2)",0.0625,16,0.625
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,21,16777216,19,4,"(9,12)",0.05263157894736842,19,0.7894736842105263
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,21,536870912,31,4,"(9,2)",0.03225806451612903,31,0.5806451612903226
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,21,553648128,14,8,"(9,6)",0.07142857142857142,14,0.6428571428571429
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,21,17179869184,19,4,"(9,10)",0.05263157894736842,19,0.47368421052631576
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,21,17196646400,26,6,"(9,4)",0.038461538461538464,26,0.4230769230769231
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,21,17716740096,14,8,"(9,8)",0.07142857142857142,14,0.2857142857142857
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,21,17733517312,4,12,"(9,9)",0.25,4,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,22,1,8,2,"(8,2)",0.125,8,0.375
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,22,33554432,10,2,"(8,1)",0.1,10,0.9
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,22,33554433,9,3,"(9,12)",0.1111111111111111,9,0.6666666666666666
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,22,1073741824,18,2,"(7,5)",0.05555555555555555,18,0.8333333333333334
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,22,1073741825,13,3,"(9,2)",0.07692307692307693,13,0.23076923076923078
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,22,1107296256,5,4,"(9,1)",0.2,5,0.8
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,22,1107296257,9,5,"(9,6)",0.1111111111111111,9,0.5555555555555556
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,22,34359738368,12,2,"(8,11)",0.08333333333333333,12,0.6666666666666666
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,22,34359738369,7,4,"(9,10)",0.14285714285714285,7,0.14285714285714285
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,22,34393292800,17,3,"(9,0)",0.058823529411764705,17,0.5882352941176471
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,22,34393292801,9,5,"(9,4)",0.1111111111111111,9,0.1111111111111111
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,22,35433480192,9,4,"(9,11)",0.1111111111111111,9,0.3333333333333333
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,22,35433480193,5,6,"(9,8)",0.2,5,0.2
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,22,35467034624,1,6,"(9,5)",1.0,1,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,22,35467034625,3,8,"(9,9)",0.3333333333333333,3,1.0
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,23,2,8,2,"(8,2)",0.125,8,0.375
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,23,67108864,10,2,"(8,1)",0.1,10,0.9
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,23,67108866,9,3,"(9,12)",0.1111111111111111,9,0.6666666666666666
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,23,2147483648,18,2,"(7,5)",0.05555555555555555,18,0.8333333333333334
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,23,2147483650,13,3,"(9,2)",0.07692307692307693,13,0.23076923076923078
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,23,2214592512,5,4,"(9,1)",0.2,5,0.8
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,23,2214592514,9,5,"(9,6)",0.1111111111111111,9,0.5555555555555556
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,23,68719476736,12,2,"(8,11)",0.08333333333333333,12,0.6666666666666666
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,23,68719476738,7,4,"(9,10)",0.14285714285714285,7,0.14285714285714285
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,23,68786585600,17,3,"(9,0)",0.058823529411764705,17,0.5882352941176471
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,23,68786585602,9,5,"(9,4)",0.1111111111111111,9,0.1111111111111111
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,23,70866960384,9,4,"(9,11)",0.1111111111111111,9,0.3333333333333333
quad_alt_0618,"[0,2,6,18]",30030,510510,46,2,11 13,23,70866960386,5,6,"(9,8)",0.2,5,0.2
