tuplet_name,offsets,parent_W,child_W,visible_H_first,layer_depth,layer_primes,parent_class_b,parent_class_spin_code,parent_class_frequency,child_future_classes_produced,dominant_phi_tuple,dominant_phi_tuple_share,phi_tuple_support_size,boundary_any_fraction
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,27,16,20,4,"(9,9)",0.05,20,0.6
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,27,512,30,4,"(8,12)",0.03333333333333333,30,0.6
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,27,528,3,4,"(8,11)",0.3333333333333333,3,1.0
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,27,17179869184,11,4,"(8,2)",0.09090909090909091,11,0.6363636363636364
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,27,17179869200,22,6,"(8,4)",0.045454545454545456,22,0.36363636363636365
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,27,17179869696,12,6,"(10,9)",0.08333333333333333,12,1.0
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,27,17179869712,18,5,"(8,9)",0.05555555555555555,18,0.0
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,28,1,22,2,"(9,2)",0.045454545454545456,22,0.6818181818181818
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,28,32,21,2,"(9,11)",0.047619047619047616,21,0.2857142857142857
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,28,33,21,4,"(9,9)",0.047619047619047616,21,0.6666666666666666
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,28,1024,22,2,"(8,12)",0.045454545454545456,22,0.9090909090909091
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,28,1025,20,3,"(5,9)",0.05,20,0.5
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,28,1056,21,4,"(8,9)",0.047619047619047616,21,0.14285714285714285
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,29,2,22,2,"(9,2)",0.045454545454545456,22,0.6818181818181818
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,29,64,21,2,"(9,11)",0.047619047619047616,21,0.2857142857142857
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,29,66,21,4,"(9,9)",0.047619047619047616,21,0.6666666666666666
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,29,2048,22,2,"(8,12)",0.045454545454545456,22,0.9090909090909091
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,29,2050,20,3,"(5,9)",0.05,20,0.5
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,29,2112,21,4,"(8,9)",0.047619047619047616,21,0.14285714285714285
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,30,4,22,2,"(9,2)",0.045454545454545456,22,0.6818181818181818
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,30,128,21,2,"(9,11)",0.047619047619047616,21,0.2857142857142857
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,30,132,21,4,"(9,9)",0.047619047619047616,21,0.6666666666666666
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,30,4096,22,2,"(8,12)",0.045454545454545456,22,0.9090909090909091
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,30,4100,20,3,"(5,9)",0.05,20,0.5
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,30,4224,21,4,"(8,9)",0.047619047619047616,21,0.14285714285714285
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,31,8,22,2,"(9,2)",0.045454545454545456,22,0.6818181818181818
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,31,256,21,2,"(9,11)",0.047619047619047616,21,0.2857142857142857
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,31,264,21,4,"(9,9)",0.047619047619047616,21,0.6666666666666666
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,31,8192,22,2,"(8,12)",0.045454545454545456,22,0.9090909090909091
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,31,8200,20,3,"(5,9)",0.05,20,0.5
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,31,8448,21,4,"(8,9)",0.047619047619047616,21,0.14285714285714285
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,32,16,22,2,"(9,2)",0.045454545454545456,22,0.6818181818181818
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,32,512,21,2,"(9,11)",0.047619047619047616,21,0.2857142857142857
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,32,528,21,4,"(9,9)",0.047619047619047616,21,0.6666666666666666
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,32,16384,22,2,"(8,12)",0.045454545454545456,22,0.9090909090909091
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,32,16400,20,3,"(5,9)",0.05,20,0.5
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,32,16896,21,4,"(8,9)",0.047619047619047616,21,0.14285714285714285
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,33,32,22,2,"(9,2)",0.045454545454545456,22,0.6818181818181818
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,33,1024,21,2,"(9,11)",0.047619047619047616,21,0.2857142857142857
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,33,1056,21,4,"(9,9)",0.047619047619047616,21,0.6666666666666666
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,33,32768,22,2,"(8,12)",0.045454545454545456,22,0.9090909090909091
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,33,32800,20,3,"(5,9)",0.05,20,0.5
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,33,33792,21,4,"(8,9)",0.047619047619047616,21,0.14285714285714285
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,34,64,22,2,"(9,2)",0.045454545454545456,22,0.6818181818181818
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,34,2048,21,2,"(9,11)",0.047619047619047616,21,0.2857142857142857
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,34,2112,21,4,"(9,9)",0.047619047619047616,21,0.6666666666666666
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,34,65536,22,2,"(8,12)",0.045454545454545456,22,0.9090909090909091
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,34,65600,20,3,"(5,9)",0.05,20,0.5
quad_alt_0406,"[0,2,4,6]",30030,510510,36,2,11 13,34,67584,21,4,"(8,9)",0.047619047619047616,21,0.14285714285714285
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,0,4,4,2,"(5,4)",0.25,4,0.75
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,0,131072,14,2,"(2,9)",0.07142857142857142,14,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,0,131076,1,3,"(0,7)",1.0,1,1.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,0,4194304,14,2,"(6,6)",0.07142857142857142,14,0.14285714285714285
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,0,4194308,12,3,"(9,11)",0.08333333333333333,12,0.5833333333333334
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,0,4325376,8,3,"(9,6)",0.125,8,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,0,4325380,4,4,"(9,7)",0.25,4,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,0,137438953472,4,2,"(6,5)",0.25,4,0.75
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,0,137438953476,6,3,"(6,4)",0.16666666666666666,6,0.8333333333333334
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,0,137439084544,12,3,"(9,5)",0.08333333333333333,12,0.8333333333333334
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,0,137439084548,16,4,"(9,4)",0.0625,16,0.875
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,0,137443147776,1,3,"(6,9)",1.0,1,0.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,0,137443147780,16,4,"(9,3)",0.0625,16,0.5625
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,0,137443278848,4,4,"(9,9)",0.25,4,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,0,137443278852,4,5,"(9,8)",0.25,4,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,1,8,4,2,"(5,4)",0.25,4,0.75
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,1,262144,14,2,"(2,9)",0.07142857142857142,14,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,1,262152,1,3,"(0,7)",1.0,1,1.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,1,8388608,14,2,"(6,6)",0.07142857142857142,14,0.14285714285714285
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,1,8388616,12,3,"(9,11)",0.08333333333333333,12,0.5833333333333334
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,1,8650752,8,3,"(9,6)",0.125,8,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,1,8650760,4,4,"(9,7)",0.25,4,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,1,274877906944,4,2,"(6,5)",0.25,4,0.75
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,1,274877906952,6,3,"(6,4)",0.16666666666666666,6,0.8333333333333334
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,1,274878169088,12,3,"(9,5)",0.08333333333333333,12,0.8333333333333334
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,1,274878169096,16,4,"(9,4)",0.0625,16,0.875
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,1,274886295552,1,3,"(6,9)",1.0,1,0.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,1,274886295560,16,4,"(9,3)",0.0625,16,0.5625
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,1,274886557696,4,4,"(9,9)",0.25,4,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,1,274886557704,4,5,"(9,8)",0.25,4,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,2,16,4,2,"(5,4)",0.25,4,0.75
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,2,524288,14,2,"(2,9)",0.07142857142857142,14,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,2,524304,1,3,"(0,7)",1.0,1,1.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,2,16777216,14,2,"(6,6)",0.07142857142857142,14,0.14285714285714285
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,2,16777232,12,3,"(9,11)",0.08333333333333333,12,0.5833333333333334
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,2,17301504,8,3,"(9,6)",0.125,8,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,2,17301520,4,4,"(9,7)",0.25,4,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,2,549755813888,4,2,"(6,5)",0.25,4,0.75
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,2,549755813904,6,3,"(6,4)",0.16666666666666666,6,0.8333333333333334
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,2,549756338176,12,3,"(9,5)",0.08333333333333333,12,0.8333333333333334
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,2,549756338192,16,4,"(9,4)",0.0625,16,0.875
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,2,549772591104,1,3,"(6,9)",1.0,1,0.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,2,549772591120,16,4,"(9,3)",0.0625,16,0.5625
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,2,549773115392,4,4,"(9,9)",0.25,4,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,2,549773115408,4,5,"(9,8)",0.25,4,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,3,32,10,2,"(6,4)",0.1,10,0.8
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,3,1048576,26,2,"(9,5)",0.038461538461538464,26,0.6538461538461539
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,3,1048608,17,3,"(9,4)",0.058823529411764705,17,0.8823529411764706
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,3,33554432,15,2,"(6,9)",0.06666666666666667,15,0.13333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,3,33554464,28,3,"(9,3)",0.03571428571428571,28,0.5714285714285714
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,3,34603008,12,3,"(9,9)",0.08333333333333333,12,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,3,34603040,8,4,"(9,8)",0.125,8,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,4,64,10,2,"(6,4)",0.1,10,0.8
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,4,2097152,26,2,"(9,5)",0.038461538461538464,26,0.6538461538461539
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,4,2097216,17,3,"(9,4)",0.058823529411764705,17,0.8823529411764706
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,4,67108864,15,2,"(6,9)",0.06666666666666667,15,0.13333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,4,67108928,28,3,"(9,3)",0.03571428571428571,28,0.5714285714285714
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,4,69206016,12,3,"(9,9)",0.08333333333333333,12,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,4,69206080,8,4,"(9,8)",0.125,8,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,5,128,10,2,"(6,4)",0.1,10,0.8
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,5,4194304,26,2,"(9,5)",0.038461538461538464,26,0.6538461538461539
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,5,4194432,17,3,"(9,4)",0.058823529411764705,17,0.8823529411764706
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,5,134217728,15,2,"(6,9)",0.06666666666666667,15,0.13333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,5,134217856,28,3,"(9,3)",0.03571428571428571,28,0.5714285714285714
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,5,138412032,12,3,"(9,9)",0.08333333333333333,12,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,5,138412160,8,4,"(9,8)",0.125,8,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,6,256,10,2,"(6,4)",0.1,10,0.8
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,6,8388608,26,2,"(9,5)",0.038461538461538464,26,0.6538461538461539
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,6,8388864,17,3,"(9,4)",0.058823529411764705,17,0.8823529411764706
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,6,268435456,15,2,"(6,9)",0.06666666666666667,15,0.13333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,6,268435712,28,3,"(9,3)",0.03571428571428571,28,0.5714285714285714
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,6,276824064,12,3,"(9,9)",0.08333333333333333,12,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,6,276824320,8,4,"(9,8)",0.125,8,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,7,512,10,2,"(6,4)",0.1,10,0.8
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,7,16777216,26,2,"(9,5)",0.038461538461538464,26,0.6538461538461539
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,7,16777728,17,3,"(9,4)",0.058823529411764705,17,0.8823529411764706
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,7,536870912,15,2,"(6,9)",0.06666666666666667,15,0.13333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,7,536871424,28,3,"(9,3)",0.03571428571428571,28,0.5714285714285714
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,7,553648128,12,3,"(9,9)",0.08333333333333333,12,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,7,553648640,8,4,"(9,8)",0.125,8,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,8,1024,10,2,"(6,4)",0.1,10,0.8
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,8,33554432,26,2,"(9,5)",0.038461538461538464,26,0.6538461538461539
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,8,33555456,17,3,"(9,4)",0.058823529411764705,17,0.8823529411764706
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,8,1073741824,15,2,"(6,9)",0.06666666666666667,15,0.13333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,8,1073742848,28,3,"(9,3)",0.03571428571428571,28,0.5714285714285714
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,8,1107296256,12,3,"(9,9)",0.08333333333333333,12,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,8,1107297280,8,4,"(9,8)",0.125,8,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,9,2048,10,2,"(6,4)",0.1,10,0.8
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,9,67108864,26,2,"(9,5)",0.038461538461538464,26,0.6538461538461539
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,9,67110912,17,3,"(9,4)",0.058823529411764705,17,0.8823529411764706
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,9,2147483648,15,2,"(6,9)",0.06666666666666667,15,0.13333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,9,2147485696,28,3,"(9,3)",0.03571428571428571,28,0.5714285714285714
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,9,2214592512,12,3,"(9,9)",0.08333333333333333,12,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,9,2214594560,8,4,"(9,8)",0.125,8,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,10,4096,10,2,"(6,4)",0.1,10,0.8
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,10,134217728,26,2,"(9,5)",0.038461538461538464,26,0.6538461538461539
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,10,134221824,17,3,"(9,4)",0.058823529411764705,17,0.8823529411764706
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,10,4294967296,15,2,"(6,9)",0.06666666666666667,15,0.13333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,10,4294971392,28,3,"(9,3)",0.03571428571428571,28,0.5714285714285714
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,10,4429185024,12,3,"(9,9)",0.08333333333333333,12,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,10,4429189120,8,4,"(9,8)",0.125,8,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,11,8192,10,2,"(6,4)",0.1,10,0.8
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,11,268435456,26,2,"(9,5)",0.038461538461538464,26,0.6538461538461539
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,11,268443648,17,3,"(9,4)",0.058823529411764705,17,0.8823529411764706
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,11,8589934592,15,2,"(6,9)",0.06666666666666667,15,0.13333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,11,8589942784,28,3,"(9,3)",0.03571428571428571,28,0.5714285714285714
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,11,8858370048,12,3,"(9,9)",0.08333333333333333,12,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,11,8858378240,8,4,"(9,8)",0.125,8,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,12,0,27,2,"(6,5)",0.037037037037037035,27,0.4444444444444444
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,12,16384,10,4,"(6,4)",0.1,10,0.8
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,12,536870912,26,4,"(9,5)",0.038461538461538464,26,0.6538461538461539
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,12,536887296,17,6,"(9,4)",0.058823529411764705,17,0.8823529411764706
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,12,17179869184,15,4,"(6,9)",0.06666666666666667,15,0.13333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,12,17179885568,28,6,"(9,3)",0.03571428571428571,28,0.5714285714285714
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,12,17716740096,12,6,"(9,9)",0.08333333333333333,12,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,12,17716756480,8,8,"(9,8)",0.125,8,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,13,1,13,2,"(6,5)",0.07692307692307693,13,0.23076923076923078
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,13,32768,8,2,"(6,4)",0.125,8,0.75
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,13,32769,2,3,"(6,1)",0.5,2,1.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,13,1073741824,23,2,"(2,9)",0.043478260869565216,23,0.6956521739130435
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,13,1073741825,3,3,"(9,5)",0.3333333333333333,3,0.3333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,13,1073774592,14,3,"(9,4)",0.07142857142857142,14,0.8571428571428571
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,13,1073774593,3,4,"(9,1)",0.3333333333333333,3,1.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,13,34359738368,2,2,"(4,3)",0.5,2,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,13,34359738369,13,3,"(6,9)",0.07692307692307693,13,0.07692307692307693
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,13,34359771136,14,3,"(9,3)",0.07142857142857142,14,0.7142857142857143
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,13,34359771137,14,4,"(9,2)",0.07142857142857142,14,0.42857142857142855
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,13,35433480192,3,3,"(10,9)",0.3333333333333333,3,1.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,13,35433480193,9,4,"(9,9)",0.1111111111111111,9,0.3333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,13,35433512960,2,4,"(10,8)",0.5,2,1.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,13,35433512961,6,5,"(9,8)",0.16666666666666666,6,0.3333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,14,2,13,2,"(6,5)",0.07692307692307693,13,0.23076923076923078
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,14,65536,8,2,"(6,4)",0.125,8,0.75
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,14,65538,2,3,"(6,1)",0.5,2,1.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,14,2147483648,23,2,"(2,9)",0.043478260869565216,23,0.6956521739130435
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,14,2147483650,3,3,"(9,5)",0.3333333333333333,3,0.3333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,14,2147549184,14,3,"(9,4)",0.07142857142857142,14,0.8571428571428571
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,14,2147549186,3,4,"(9,1)",0.3333333333333333,3,1.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,14,68719476736,2,2,"(4,3)",0.5,2,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,14,68719476738,13,3,"(6,9)",0.07692307692307693,13,0.07692307692307693
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,14,68719542272,14,3,"(9,3)",0.07142857142857142,14,0.7142857142857143
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,14,68719542274,14,4,"(9,2)",0.07142857142857142,14,0.42857142857142855
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,14,70866960384,3,3,"(10,9)",0.3333333333333333,3,1.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,14,70866960386,9,4,"(9,9)",0.1111111111111111,9,0.3333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,14,70867025920,2,4,"(10,8)",0.5,2,1.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,14,70867025922,6,5,"(9,8)",0.16666666666666666,6,0.3333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,15,4,13,2,"(6,5)",0.07692307692307693,13,0.23076923076923078
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,15,131072,8,2,"(6,4)",0.125,8,0.75
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,15,131076,2,3,"(6,1)",0.5,2,1.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,15,4294967296,23,2,"(2,9)",0.043478260869565216,23,0.6956521739130435
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,15,4294967300,3,3,"(9,5)",0.3333333333333333,3,0.3333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,15,4295098368,14,3,"(9,4)",0.07142857142857142,14,0.8571428571428571
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,15,4295098372,3,4,"(9,1)",0.3333333333333333,3,1.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,15,137438953472,2,2,"(4,3)",0.5,2,0.5
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,15,137438953476,13,3,"(6,9)",0.07692307692307693,13,0.07692307692307693
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,15,137439084544,14,3,"(9,3)",0.07142857142857142,14,0.7142857142857143
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,15,137439084548,14,4,"(9,2)",0.07142857142857142,14,0.42857142857142855
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,15,141733920768,3,3,"(10,9)",0.3333333333333333,3,1.0
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,15,141733920772,9,4,"(9,9)",0.1111111111111111,9,0.3333333333333333
double_twins_p17,"[0,2,34,36]",30030,510510,41,2,11 13,15,141734051840,2,4,"(10,8)",0.5,2,1.0
