model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v33,6.073722839355469,0.5390625,0.5780220031738281,10289,18,1.8089323749300092,0.00411900004837662
tiny_transformer_baseline_v33,2.301008701324463,0.386962890625,0.4430769085884094,70915,64,4.394526834017597,0.03618708299472928
