predictor,pearson_visible_H_residual,spearman_visible_H_residual
parent_admissible_density,-0.777620504452827,-0.9411764705882353
gap_entropy,-0.8075770195157611,-0.7826908981308054
gap_max,0.8160022650257565,0.6160411036336975
gap_num_distinct,0.39479475474786657,0.3985266984930429
gap_span,-0.5101567223743252,-0.37317589626658254
gap_second_max,0.011559728086026157,0.0298540717013266
