model,test_loss,test_accuracy,query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v3_reference,0.0076665510423481464,0.9977864623069763,0.9878048896789551,5699,10,2.214475499931723,0.0028950420673936605
geometry_native_sequence_model_r1,0.4952648878097534,0.7360677123069763,0.700860857963562,7427,16,2.052305958000943,0.0031597920460626483
tiny_transformer_baseline_r1,0.7198936343193054,0.6958333253860474,0.6707317233085632,69763,64,5.299856167053804,0.023008332937024534
