model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v17,5.901109218597412,0.5970982313156128,0.6431853175163269,5699,10,2.161282915971242,0.006258417037315667
tiny_transformer_baseline_v17,2.239812135696411,0.4599144458770752,0.48953548073768616,70531,64,5.346761584049091,0.03632983297575265
