model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v29,6.501174449920654,0.5496419072151184,0.5894916653633118,8676,15,2.60545729205478,0.005037666065618396
tiny_transformer_baseline_v29,2.942277193069458,0.3863932192325592,0.4579239785671234,70915,64,5.020205041044392,0.04816887492779642
