model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v28,6.508901119232178,0.5480143427848816,0.5847234129905701,7316,15,2.1395366250071675,0.004395833006128669
tiny_transformer_baseline_v28,2.8059399127960205,0.3697102963924408,0.43854257464408875,70915,64,5.333767666947097,0.03948808298446238
