model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v24,4.9796061515808105,0.6499255895614624,0.7190082669258118,5699,10,2.0388267090311274,0.0034432080574333668
tiny_transformer_baseline_v24,2.306171178817749,0.4460565447807312,0.4622933864593506,70531,64,5.194587541976944,0.043013624963350594
