case,relation,D,timestep,cos_metric,sin_metric,full_radial,subspace_radial,radial_ratio,success_flag,match_flag,eps_high,n_samples,notes
SEP_SF,success_vs_failure,5,3,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=5;t=3
SEP_SF,success_vs_failure,5,4,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=5;t=4
SEP_SF,success_vs_failure,5,5,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=5;t=5
SEP_SF,success_vs_failure,20,1,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=1
SEP_SF,success_vs_failure,20,2,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=2
SEP_SF,success_vs_failure,20,3,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=3
SEP_SF,success_vs_failure,20,4,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=4
SEP_SF,success_vs_failure,20,5,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=5
SEP_SF,success_vs_failure,20,6,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=6
SEP_SF,success_vs_failure,20,7,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=7
SEP_SF,success_vs_failure,20,8,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=8
SEP_SF,success_vs_failure,20,9,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=9
SEP_SF,success_vs_failure,20,10,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=10
SEP_SF,success_vs_failure,20,11,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=11
SEP_SF,success_vs_failure,20,12,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=12
SEP_SF,success_vs_failure,20,13,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=13
SEP_SF,success_vs_failure,20,14,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=14
SEP_SF,success_vs_failure,20,15,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=15
SEP_SF,success_vs_failure,20,16,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=16
SEP_SF,success_vs_failure,20,17,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=17
SEP_SF,success_vs_failure,20,18,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=18
SEP_SF,success_vs_failure,20,19,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=19
SEP_SF,success_vs_failure,20,20,1.0000000284114137,-0.4500000153631376,0.0,0.0,-5.960464477539063e-08,SEP,NA,0.0,904,sep_sf;eps=0.0;D=20;t=20
