tuplet_name,offsets,parent_W,child_W,new_prime,H,parent_predictive_state_count,child_predictive_state_count,predictive_state_delta,internal_split_active,visible_split_active,internal_split_parent_positions
quadruplet,0 2 6 8,510510,9699690,19,14,86,86,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,15,90,90,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,16,96,96,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,17,102,102,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,18,108,108,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,19,114,114,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,20,120,120,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,21,130,130,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,22,140,140,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,23,150,150,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,24,160,160,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,25,170,170,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,26,180,180,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,27,190,190,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,28,200,200,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,29,210,210,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,30,220,220,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,31,232,232,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,32,244,244,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,33,256,256,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,34,268,268,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,35,280,280,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,36,303,303,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,37,326,326,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,38,349,349,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,39,372,372,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,40,395,395,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,41,422,422,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,42,449,449,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,43,476,476,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,44,503,503,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,45,530,530,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,46,557,557,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,47,584,584,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,48,611,611,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,49,638,638,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,50,665,665,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,51,702,702,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,52,739,739,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,53,776,776,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,54,813,813,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,55,850,850,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,56,911,911,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,57,972,972,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,58,1033,1033,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,59,1094,1094,0,1,0,2457
quadruplet,0 2 6 8,510510,9699690,19,60,1155,1155,0,1,0,2457
triplet,0 2 6,510510,9699690,19,1,43,43,0,1,0,8960
triplet,0 2 6,510510,9699690,19,2,53,53,0,1,0,8960
triplet,0 2 6,510510,9699690,19,3,63,63,0,1,0,8960
triplet,0 2 6,510510,9699690,19,4,73,73,0,1,0,8960
triplet,0 2 6,510510,9699690,19,5,85,85,0,1,0,8960
triplet,0 2 6,510510,9699690,19,6,102,102,0,1,0,8960
triplet,0 2 6,510510,9699690,19,7,123,123,0,1,0,8960
triplet,0 2 6,510510,9699690,19,8,144,144,0,1,0,8960
triplet,0 2 6,510510,9699690,19,9,165,165,0,1,0,8960
triplet,0 2 6,510510,9699690,19,10,190,190,0,1,0,8960
triplet,0 2 6,510510,9699690,19,11,226,226,0,1,0,8960
triplet,0 2 6,510510,9699690,19,12,268,268,0,1,0,8960
triplet,0 2 6,510510,9699690,19,13,310,310,0,1,0,8960
triplet,0 2 6,510510,9699690,19,14,352,352,0,1,0,8960
triplet,0 2 6,510510,9699690,19,15,412,412,0,1,0,8960
triplet,0 2 6,510510,9699690,19,16,495,495,0,1,0,8960
triplet,0 2 6,510510,9699690,19,17,590,590,0,1,0,8960
triplet,0 2 6,510510,9699690,19,18,685,685,0,1,0,8960
triplet,0 2 6,510510,9699690,19,19,780,780,0,1,0,8036
triplet,0 2 6,510510,9699690,19,20,897,897,0,1,0,8036
triplet,0 2 6,510510,9699690,19,21,1060,1060,0,1,0,8036
triplet,0 2 6,510510,9699690,19,22,1291,1291,0,1,0,8036
triplet,0 2 6,510510,9699690,19,23,1522,1522,0,1,0,8036
triplet,0 2 6,510510,9699690,19,24,1753,1753,0,1,0,8036
triplet,0 2 6,510510,9699690,19,25,2027,2027,0,1,0,8036
triplet,0 2 6,510510,9699690,19,26,2412,2417,5,1,1,8036
twins,0 2,510510,9699690,19,1,50,50,0,1,0,22275
twins,0 2,510510,9699690,19,2,68,68,0,1,0,22275
twins,0 2,510510,9699690,19,3,94,94,0,1,0,22275
twins,0 2,510510,9699690,19,4,130,130,0,1,0,22275
twins,0 2,510510,9699690,19,5,172,172,0,1,0,22275
twins,0 2,510510,9699690,19,6,246,248,2,1,1,22275
