model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v31,6.738704204559326,0.5276692509651184,0.5818420052528381,6914,22,1.7823808329412714,0.0038336659781634808
tiny_transformer_baseline_v31,2.734487295150757,0.3817545473575592,0.4321257174015045,70915,64,4.3998574579600245,0.03761599992867559
