model,test_loss,test_accuracy,query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v3_reference,0.0076665510423481464,0.9977864623069763,0.9878048896789551,5699,10,2.194812500034459,0.006045375019311905
geometry_native_sequence_model_r1,0.4952648878097534,0.7360677123069763,0.700860857963562,7427,16,2.0202147089876235,0.00284008402377367
geometry_native_sequence_model_r2,0.5984818935394287,0.7425781488418579,0.7467718720436096,219,16,2.0239591660210863,0.0029831250431016088
geometry_native_sequence_model_r3,0.5962802767753601,0.7424479126930237,0.7503587007522583,219,16,2.1005194580648094,0.002281916909851134
geometry_native_sequence_model_r4,0.5144183039665222,0.75,0.7862266898155212,423,16,1.9794897920219228,0.002914167009294033
geometry_native_sequence_model_r5,0.475992888212204,0.7502604126930237,0.792682945728302,583,16,2.134599791956134,0.0022790839429944754
geometry_native_sequence_model_r6,0.6617227792739868,0.7381510138511658,0.730989933013916,735,16,1.9579622920136899,0.002857708022929728
tiny_transformer_baseline_r6,0.7198936343193054,0.6958333253860474,0.6707317233085632,69763,64,5.369011334027164,0.0214060420403257
