case,variant,timestep,full_radius_mean,full_radius_std,subspace,subspace_radius_mean,subspace_radius_std,ratio_mean,ratio_std,direction_metric_mean,direction_metric_std,match_condition,success_condition,notes
Brc_conditioned,original_s42,17,1.34255195,0.16847716,full,1.34255195,0.16847716,1.0,0.0,0.01326494,0.71354526,matched,all,subspace=full;t=17;n_samples=2048;full_cos_mean=0.002234;h3_cos_mean=0.013265
Brc_conditioned,original_s42,17,1.34255195,0.16847716,h3,0.37193006,0.17892547,0.27521431,0.1233362,0.01326494,0.71354526,matched,all,subspace=h3;t=17;n_samples=2048;full_cos_mean=0.002234;h3_cos_mean=0.013265
Brc_conditioned,original_s42,17,1.34255195,0.16847716,h2,0.38328838,0.1821133,0.28300384,0.12629312,0.01326494,0.71354526,matched,all,subspace=h2;t=17;n_samples=2048;full_cos_mean=0.002234;h3_cos_mean=0.013265
Brc_conditioned,original_s42,17,1.34255195,0.16847716,block3_ang,0.75493538,0.20609865,0.55910546,0.12099461,0.01326494,0.71354526,matched,all,subspace=block3_ang;t=17;n_samples=2048;full_cos_mean=0.002234;h3_cos_mean=0.013265
Brc_conditioned,original_s42,18,1.3425684,0.16692673,full,1.3425684,0.16692673,1.0,0.0,-0.02762423,0.71414095,matched,all,subspace=full;t=18;n_samples=2048;full_cos_mean=-0.001462;h3_cos_mean=-0.027624
Brc_conditioned,original_s42,18,1.3425684,0.16692673,h3,0.36994553,0.18780442,0.27321041,0.12937728,-0.02762423,0.71414095,matched,all,subspace=h3;t=18;n_samples=2048;full_cos_mean=-0.001462;h3_cos_mean=-0.027624
Brc_conditioned,original_s42,18,1.3425684,0.16692673,h2,0.38011503,0.17343861,0.28168884,0.12190833,-0.02762423,0.71414095,matched,all,subspace=h2;t=18;n_samples=2048;full_cos_mean=-0.001462;h3_cos_mean=-0.027624
Brc_conditioned,original_s42,18,1.3425684,0.16692673,block3_ang,0.75319958,0.19979219,0.55873346,0.12138119,-0.02762423,0.71414095,matched,all,subspace=block3_ang;t=18;n_samples=2048;full_cos_mean=-0.001462;h3_cos_mean=-0.027624
Brc_conditioned,original_s42,19,1.33797419,0.17303099,full,1.33797419,0.17303099,1.0,0.0,-0.01147264,0.7078234,matched,all,subspace=full;t=19;n_samples=2048;full_cos_mean=-0.005182;h3_cos_mean=-0.011473
Brc_conditioned,original_s42,19,1.33797419,0.17303099,h3,0.37611312,0.1805393,0.27953213,0.12501006,-0.01147264,0.7078234,matched,all,subspace=h3;t=19;n_samples=2048;full_cos_mean=-0.005182;h3_cos_mean=-0.011473
Brc_conditioned,original_s42,19,1.33797419,0.17303099,h2,0.37425309,0.17872596,0.27826381,0.12543635,-0.01147264,0.7078234,matched,all,subspace=h2;t=19;n_samples=2048;full_cos_mean=-0.005182;h3_cos_mean=-0.011473
Brc_conditioned,original_s42,19,1.33797419,0.17303099,block3_ang,0.75322312,0.20291375,0.56092823,0.12146063,-0.01147264,0.7078234,matched,all,subspace=block3_ang;t=19;n_samples=2048;full_cos_mean=-0.005182;h3_cos_mean=-0.011473
Brc_conditioned,original_s42,20,1.33963156,0.16335802,full,1.33963156,0.16335802,1.0,0.0,0.01073849,0.69864851,matched,all,subspace=full;t=20;n_samples=2048;full_cos_mean=0.000794;h3_cos_mean=0.010738
Brc_conditioned,original_s42,20,1.33963156,0.16335802,h3,0.36998871,0.1775232,0.27456674,0.12418946,0.01073849,0.69864851,matched,all,subspace=h3;t=20;n_samples=2048;full_cos_mean=0.000794;h3_cos_mean=0.010738
Brc_conditioned,original_s42,20,1.33963156,0.16335802,h2,0.37640971,0.17448866,0.27927461,0.12245698,0.01073849,0.69864851,matched,all,subspace=h2;t=20;n_samples=2048;full_cos_mean=0.000794;h3_cos_mean=0.010738
Brc_conditioned,original_s42,20,1.33963156,0.16335802,block3_ang,0.74840641,0.2042928,0.55651903,0.12665512,0.01073849,0.69864851,matched,all,subspace=block3_ang;t=20;n_samples=2048;full_cos_mean=0.000794;h3_cos_mean=0.010738
Brc_conditioned,original_s42,0,2.44948983,0.0,full,2.44948983,0.0,1.0,0.0,1.0,0.0,mismatched,all,subspace=full;t=0;n_samples=2048;full_cos_mean=1.000000;h3_cos_mean=1.000000
Brc_conditioned,original_s42,0,2.44948983,0.0,h3,1.0,0.0,0.40824836,9e-08,1.0,0.0,mismatched,all,subspace=h3;t=0;n_samples=2048;full_cos_mean=1.000000;h3_cos_mean=1.000000
Brc_conditioned,original_s42,0,2.44948983,0.0,h2,1.0,2e-08,0.40824836,9e-08,1.0,0.0,mismatched,all,subspace=h2;t=0;n_samples=2048;full_cos_mean=1.000000;h3_cos_mean=1.000000
Brc_conditioned,original_s42,0,2.44948983,0.0,block3_ang,1.73205018,6e-07,0.70710665,1.2e-07,1.0,0.0,mismatched,all,subspace=block3_ang;t=0;n_samples=2048;full_cos_mean=1.000000;h3_cos_mean=1.000000
Brc_conditioned,original_s42,1,1.4140662,0.20434843,full,1.4140662,0.20434843,1.0,0.0,-0.07920903,0.70976484,mismatched,all,subspace=full;t=1;n_samples=2048;full_cos_mean=0.020091;h3_cos_mean=-0.079209
Brc_conditioned,original_s42,1,1.4140662,0.20434843,h3,0.42988712,0.1989212,0.30210084,0.13033393,-0.07920903,0.70976484,mismatched,all,subspace=h3;t=1;n_samples=2048;full_cos_mean=0.020091;h3_cos_mean=-0.079209
Brc_conditioned,original_s42,1,1.4140662,0.20434843,h2,0.43406859,0.18942513,0.30522114,0.12454271,-0.07920903,0.70976484,mismatched,all,subspace=h2;t=1;n_samples=2048;full_cos_mean=0.020091;h3_cos_mean=-0.079209
Brc_conditioned,original_s42,1,1.4140662,0.20434843,block3_ang,0.86500514,0.21478565,0.61191821,0.12471987,-0.07920903,0.70976484,mismatched,all,subspace=block3_ang;t=1;n_samples=2048;full_cos_mean=0.020091;h3_cos_mean=-0.079209
Brc_conditioned,original_s42,2,1.32869554,0.19593795,full,1.32869554,0.19593795,1.0,0.0,0.0144572,0.70523083,mismatched,all,subspace=full;t=2;n_samples=2048;full_cos_mean=-0.021492;h3_cos_mean=0.014457
Brc_conditioned,original_s42,2,1.32869554,0.19593795,h3,0.37516761,0.18413818,0.28193465,0.13084774,0.0144572,0.70523083,mismatched,all,subspace=h3;t=2;n_samples=2048;full_cos_mean=-0.021492;h3_cos_mean=0.014457
Brc_conditioned,original_s42,2,1.32869554,0.19593795,h2,0.39363787,0.17570707,0.29597506,0.12504254,0.0144572,0.70523083,mismatched,all,subspace=h2;t=2;n_samples=2048;full_cos_mean=-0.021492;h3_cos_mean=0.014457
Brc_conditioned,original_s42,2,1.32869554,0.19593795,block3_ang,0.79591662,0.19838111,0.60142708,0.13254237,0.0144572,0.70523083,mismatched,all,subspace=block3_ang;t=2;n_samples=2048;full_cos_mean=-0.021492;h3_cos_mean=0.014457
Brc_conditioned,original_s42,3,1.31592703,0.18348703,full,1.31592703,0.18348703,1.0,0.0,-0.03270826,0.70163411,mismatched,all,subspace=full;t=3;n_samples=2048;full_cos_mean=-0.034867;h3_cos_mean=-0.032708
Brc_conditioned,original_s42,3,1.31592703,0.18348703,h3,0.3691107,0.18762316,0.27922574,0.13337474,-0.03270826,0.70163411,mismatched,all,subspace=h3;t=3;n_samples=2048;full_cos_mean=-0.034867;h3_cos_mean=-0.032708
Brc_conditioned,original_s42,3,1.31592703,0.18348703,h2,0.38128087,0.17308465,0.2892257,0.12527764,-0.03270826,0.70163411,mismatched,all,subspace=h2;t=3;n_samples=2048;full_cos_mean=-0.034867;h3_cos_mean=-0.032708
Brc_conditioned,original_s42,3,1.31592703,0.18348703,block3_ang,0.78367764,0.19983862,0.59732544,0.13501284,-0.03270826,0.70163411,mismatched,all,subspace=block3_ang;t=3;n_samples=2048;full_cos_mean=-0.034867;h3_cos_mean=-0.032708
Brc_conditioned,original_s42,4,1.32756257,0.17815581,full,1.32756257,0.17815581,1.0,0.0,0.0116022,0.70445406,mismatched,all,subspace=full;t=4;n_samples=2048;full_cos_mean=0.008605;h3_cos_mean=0.011602
Brc_conditioned,original_s42,4,1.32756257,0.17815581,h3,0.37354645,0.18601952,0.27996016,0.13157366,0.0116022,0.70445406,mismatched,all,subspace=h3;t=4;n_samples=2048;full_cos_mean=0.008605;h3_cos_mean=0.011602
Brc_conditioned,original_s42,4,1.32756257,0.17815581,h2,0.37693784,0.16970176,0.28320003,0.12008778,0.0116022,0.70445406,mismatched,all,subspace=h2;t=4;n_samples=2048;full_cos_mean=0.008605;h3_cos_mean=0.011602
Brc_conditioned,original_s42,4,1.32756257,0.17815581,block3_ang,0.78480017,0.19710897,0.5922395,0.13096932,0.0116022,0.70445406,mismatched,all,subspace=block3_ang;t=4;n_samples=2048;full_cos_mean=0.008605;h3_cos_mean=0.011602
Brc_conditioned,original_s42,5,1.32858396,0.17161436,full,1.32858396,0.17161436,1.0,0.0,-0.03004741,0.70825362,mismatched,all,subspace=full;t=5;n_samples=2048;full_cos_mean=-0.009290;h3_cos_mean=-0.030047
Brc_conditioned,original_s42,5,1.32858396,0.17161436,h3,0.36293781,0.17912355,0.2730476,0.1300858,-0.03004741,0.70825362,mismatched,all,subspace=h3;t=5;n_samples=2048;full_cos_mean=-0.009290;h3_cos_mean=-0.030047
Brc_conditioned,original_s42,5,1.32858396,0.17161436,h2,0.3845166,0.17630266,0.2888481,0.12733446,-0.03004741,0.70825362,mismatched,all,subspace=h2;t=5;n_samples=2048;full_cos_mean=-0.009290;h3_cos_mean=-0.030047
Brc_conditioned,original_s42,5,1.32858396,0.17161436,block3_ang,0.78203857,0.1973166,0.58936942,0.1323259,-0.03004741,0.70825362,mismatched,all,subspace=block3_ang;t=5;n_samples=2048;full_cos_mean=-0.009290;h3_cos_mean=-0.030047
Brc_conditioned,original_s42,6,1.33219457,0.1712319,full,1.33219457,0.1712319,1.0,0.0,0.01678054,0.69713956,mismatched,all,subspace=full;t=6;n_samples=2048;full_cos_mean=-0.004923;h3_cos_mean=0.016781
Brc_conditioned,original_s42,6,1.33219457,0.1712319,h3,0.37177491,0.18516828,0.27819464,0.13167816,0.01678054,0.69713956,mismatched,all,subspace=h3;t=6;n_samples=2048;full_cos_mean=-0.004923;h3_cos_mean=0.016781
Brc_conditioned,original_s42,6,1.33219457,0.1712319,h2,0.38660288,0.17337401,0.28834417,0.12164512,0.01678054,0.69713956,mismatched,all,subspace=h2;t=6;n_samples=2048;full_cos_mean=-0.004923;h3_cos_mean=0.016781
Brc_conditioned,original_s42,6,1.33219457,0.1712319,block3_ang,0.79200411,0.20400736,0.59418452,0.13206983,0.01678054,0.69713956,mismatched,all,subspace=block3_ang;t=6;n_samples=2048;full_cos_mean=-0.004923;h3_cos_mean=0.016781
Brc_conditioned,original_s42,7,1.33962858,0.16692017,full,1.33962858,0.16692017,1.0,0.0,-0.01821803,0.69564474,mismatched,all,subspace=full;t=7;n_samples=2048;full_cos_mean=-0.002910;h3_cos_mean=-0.018218
Brc_conditioned,original_s42,7,1.33962858,0.16692017,h3,0.37701535,0.17752731,0.28007317,0.12333561,-0.01821803,0.69564474,mismatched,all,subspace=h3;t=7;n_samples=2048;full_cos_mean=-0.002910;h3_cos_mean=-0.018218
Brc_conditioned,original_s42,7,1.33962858,0.16692017,h2,0.37781173,0.17642541,0.28003961,0.12392219,-0.01821803,0.69564474,mismatched,all,subspace=h2;t=7;n_samples=2048;full_cos_mean=-0.002910;h3_cos_mean=-0.018218
Brc_conditioned,original_s42,7,1.33962858,0.16692017,block3_ang,0.78295064,0.20893626,0.58276057,0.13146944,-0.01821803,0.69564474,mismatched,all,subspace=block3_ang;t=7;n_samples=2048;full_cos_mean=-0.002910;h3_cos_mean=-0.018218
Brc_conditioned,original_s42,8,1.34593272,0.1687243,full,1.34593272,0.1687243,1.0,0.0,0.02136979,0.70336103,mismatched,all,subspace=full;t=8;n_samples=2048;full_cos_mean=0.006703;h3_cos_mean=0.021370
Brc_conditioned,original_s42,8,1.34593272,0.1687243,h3,0.37084541,0.18858334,0.27338853,0.12969211,0.02136979,0.70336103,mismatched,all,subspace=h3;t=8;n_samples=2048;full_cos_mean=0.006703;h3_cos_mean=0.021370
Brc_conditioned,original_s42,8,1.34593272,0.1687243,h2,0.37764895,0.17142709,0.27895963,0.11924141,0.02136979,0.70336103,mismatched,all,subspace=h2;t=8;n_samples=2048;full_cos_mean=0.006703;h3_cos_mean=0.021370
Brc_conditioned,original_s42,8,1.34593272,0.1687243,block3_ang,0.77421004,0.21244992,0.57336521,0.13214232,0.02136979,0.70336103,mismatched,all,subspace=block3_ang;t=8;n_samples=2048;full_cos_mean=0.006703;h3_cos_mean=0.021370
Brc_conditioned,original_s42,9,1.33733654,0.17492741,full,1.33733654,0.17492741,1.0,0.0,0.01749251,0.70148379,mismatched,all,subspace=full;t=9;n_samples=2048;full_cos_mean=-0.000585;h3_cos_mean=0.017493
Brc_conditioned,original_s42,9,1.33733654,0.17492741,h3,0.37560275,0.17847314,0.27923629,0.12404347,0.01749251,0.70148379,mismatched,all,subspace=h3;t=9;n_samples=2048;full_cos_mean=-0.000585;h3_cos_mean=0.017493
Brc_conditioned,original_s42,9,1.33733654,0.17492741,h2,0.37940726,0.17840704,0.2821576,0.12617449,0.01749251,0.70148379,mismatched,all,subspace=h2;t=9;n_samples=2048;full_cos_mean=-0.000585;h3_cos_mean=0.017493
Brc_conditioned,original_s42,9,1.33733654,0.17492741,block3_ang,0.77212816,0.20565912,0.57610881,0.1284938,0.01749251,0.70148379,mismatched,all,subspace=block3_ang;t=9;n_samples=2048;full_cos_mean=-0.000585;h3_cos_mean=0.017493
Brc_conditioned,original_s42,10,1.34012866,0.16902871,full,1.34012866,0.16902871,1.0,0.0,-0.00589891,0.6970399,mismatched,all,subspace=full;t=10;n_samples=2048;full_cos_mean=-0.009597;h3_cos_mean=-0.005899
Brc_conditioned,original_s42,10,1.34012866,0.16902871,h3,0.37464577,0.18386932,0.27856225,0.12966791,-0.00589891,0.6970399,mismatched,all,subspace=h3;t=10;n_samples=2048;full_cos_mean=-0.009597;h3_cos_mean=-0.005899
Brc_conditioned,original_s42,10,1.34012866,0.16902871,h2,0.37898272,0.17693941,0.28120074,0.12494037,-0.00589891,0.6970399,mismatched,all,subspace=h2;t=10;n_samples=2048;full_cos_mean=-0.009597;h3_cos_mean=-0.005899
Brc_conditioned,original_s42,10,1.34012866,0.16902871,block3_ang,0.76936531,0.20045123,0.57274187,0.12472424,-0.00589891,0.6970399,mismatched,all,subspace=block3_ang;t=10;n_samples=2048;full_cos_mean=-0.009597;h3_cos_mean=-0.005899
Brc_conditioned,original_s42,11,1.33791721,0.1704209,full,1.33791721,0.1704209,1.0,0.0,-0.0175153,0.70331788,mismatched,all,subspace=full;t=11;n_samples=2048;full_cos_mean=-0.001143;h3_cos_mean=-0.017515
Brc_conditioned,original_s42,11,1.33791721,0.1704209,h3,0.36869156,0.17938593,0.27391997,0.12461521,-0.0175153,0.70331788,mismatched,all,subspace=h3;t=11;n_samples=2048;full_cos_mean=-0.001143;h3_cos_mean=-0.017515
Brc_conditioned,original_s42,11,1.33791721,0.1704209,h2,0.37223548,0.17232989,0.27617997,0.11932656,-0.0175153,0.70331788,mismatched,all,subspace=h2;t=11;n_samples=2048;full_cos_mean=-0.001143;h3_cos_mean=-0.017515
Brc_conditioned,original_s42,11,1.33791721,0.1704209,block3_ang,0.75443494,0.20049611,0.56216371,0.12301042,-0.0175153,0.70331788,mismatched,all,subspace=block3_ang;t=11;n_samples=2048;full_cos_mean=-0.001143;h3_cos_mean=-0.017515
Brc_conditioned,original_s42,12,1.34250534,0.16469125,full,1.34250534,0.16469125,1.0,0.0,-0.03882321,0.71270072,mismatched,all,subspace=full;t=12;n_samples=2048;full_cos_mean=-0.001702;h3_cos_mean=-0.038823
Brc_conditioned,original_s42,12,1.34250534,0.16469125,h3,0.37181878,0.18314181,0.27491784,0.12606524,-0.03882321,0.71270072,mismatched,all,subspace=h3;t=12;n_samples=2048;full_cos_mean=-0.001702;h3_cos_mean=-0.038823
Brc_conditioned,original_s42,12,1.34250534,0.16469125,h2,0.38509092,0.17911117,0.28539538,0.12653144,-0.03882321,0.71270072,mismatched,all,subspace=h2;t=12;n_samples=2048;full_cos_mean=-0.001702;h3_cos_mean=-0.038823
Brc_conditioned,original_s42,12,1.34250534,0.16469125,block3_ang,0.76447558,0.20370616,0.56752479,0.12579428,-0.03882321,0.71270072,mismatched,all,subspace=block3_ang;t=12;n_samples=2048;full_cos_mean=-0.001702;h3_cos_mean=-0.038823
Brc_conditioned,original_s42,13,1.33547926,0.16981196,full,1.33547926,0.16981196,1.0,0.0,0.01926272,0.71367681,mismatched,all,subspace=full;t=13;n_samples=2048;full_cos_mean=0.000357;h3_cos_mean=0.019263
Brc_conditioned,original_s42,13,1.33547926,0.16981196,h3,0.37617242,0.18312301,0.27992904,0.12689193,0.01926272,0.71367681,mismatched,all,subspace=h3;t=13;n_samples=2048;full_cos_mean=0.000357;h3_cos_mean=0.019263
Brc_conditioned,original_s42,13,1.33547926,0.16981196,h2,0.36919901,0.1703081,0.27471781,0.11897485,0.01926272,0.71367681,mismatched,all,subspace=h2;t=13;n_samples=2048;full_cos_mean=0.000357;h3_cos_mean=0.019263
Brc_conditioned,original_s42,13,1.33547926,0.16981196,block3_ang,0.75111765,0.20483792,0.56045377,0.12561595,0.01926272,0.71367681,mismatched,all,subspace=block3_ang;t=13;n_samples=2048;full_cos_mean=0.000357;h3_cos_mean=0.019263
Brc_conditioned,original_s42,14,1.33893847,0.17255984,full,1.33893847,0.17255984,1.0,0.0,0.01139926,0.70457274,mismatched,all,subspace=full;t=14;n_samples=2048;full_cos_mean=0.007911;h3_cos_mean=0.011399
Brc_conditioned,original_s42,14,1.33893847,0.17255984,h3,0.36902106,0.18662553,0.27389181,0.12966953,0.01139926,0.70457274,mismatched,all,subspace=h3;t=14;n_samples=2048;full_cos_mean=0.007911;h3_cos_mean=0.011399
Brc_conditioned,original_s42,14,1.33893847,0.17255984,h2,0.36970952,0.17383507,0.27417022,0.12171514,0.01139926,0.70457274,mismatched,all,subspace=h2;t=14;n_samples=2048;full_cos_mean=0.007911;h3_cos_mean=0.011399
Brc_conditioned,original_s42,14,1.33893847,0.17255984,block3_ang,0.74546915,0.20431042,0.55443978,0.12515035,0.01139926,0.70457274,mismatched,all,subspace=block3_ang;t=14;n_samples=2048;full_cos_mean=0.007911;h3_cos_mean=0.011399
Brc_conditioned,original_s42,15,1.34546912,0.17603187,full,1.34546912,0.17603187,1.0,0.0,-0.01250135,0.71156877,mismatched,all,subspace=full;t=15;n_samples=2048;full_cos_mean=0.001451;h3_cos_mean=-0.012501
Brc_conditioned,original_s42,15,1.34546912,0.17603187,h3,0.3742373,0.18702304,0.27647483,0.13061149,-0.01250135,0.71156877,mismatched,all,subspace=h3;t=15;n_samples=2048;full_cos_mean=0.001451;h3_cos_mean=-0.012501
Brc_conditioned,original_s42,15,1.34546912,0.17603187,h2,0.37121177,0.17551327,0.27436891,0.12167405,-0.01250135,0.71156877,mismatched,all,subspace=h2;t=15;n_samples=2048;full_cos_mean=0.001451;h3_cos_mean=-0.012501
Brc_conditioned,original_s42,15,1.34546912,0.17603187,block3_ang,0.75127286,0.20252579,0.55654514,0.12215474,-0.01250135,0.71156877,mismatched,all,subspace=block3_ang;t=15;n_samples=2048;full_cos_mean=0.001451;h3_cos_mean=-0.012501
Brc_conditioned,original_s42,16,1.34284079,0.16921133,full,1.34284079,0.16921133,1.0,0.0,-0.00420491,0.72196007,mismatched,all,subspace=full;t=16;n_samples=2048;full_cos_mean=0.002938;h3_cos_mean=-0.004205
Brc_conditioned,original_s42,16,1.34284079,0.16921133,h3,0.37857413,0.18607889,0.2796846,0.12816729,-0.00420491,0.72196007,mismatched,all,subspace=h3;t=16;n_samples=2048;full_cos_mean=0.002938;h3_cos_mean=-0.004205
Brc_conditioned,original_s42,16,1.34284079,0.16921133,h2,0.36825114,0.17467993,0.27330068,0.12315603,-0.00420491,0.72196007,mismatched,all,subspace=h2;t=16;n_samples=2048;full_cos_mean=0.002938;h3_cos_mean=-0.004205
Brc_conditioned,original_s42,16,1.34284079,0.16921133,block3_ang,0.74940729,0.20132515,0.55572289,0.12109783,-0.00420491,0.72196007,mismatched,all,subspace=block3_ang;t=16;n_samples=2048;full_cos_mean=0.002938;h3_cos_mean=-0.004205
Brc_conditioned,original_s42,17,1.3391875,0.17486909,full,1.3391875,0.17486909,1.0,0.0,-0.02875859,0.71523875,mismatched,all,subspace=full;t=17;n_samples=2048;full_cos_mean=0.000714;h3_cos_mean=-0.028759
Brc_conditioned,original_s42,17,1.3391875,0.17486909,h3,0.38177752,0.18927066,0.28236768,0.12932803,-0.02875859,0.71523875,mismatched,all,subspace=h3;t=17;n_samples=2048;full_cos_mean=0.000714;h3_cos_mean=-0.028759
Brc_conditioned,original_s42,17,1.3391875,0.17486909,h2,0.37522179,0.17554069,0.27766776,0.11966305,-0.02875859,0.71523875,mismatched,all,subspace=h2;t=17;n_samples=2048;full_cos_mean=0.000714;h3_cos_mean=-0.028759
Brc_conditioned,original_s42,17,1.3391875,0.17486909,block3_ang,0.74728775,0.21051882,0.55426991,0.12182256,-0.02875859,0.71523875,mismatched,all,subspace=block3_ang;t=17;n_samples=2048;full_cos_mean=0.000714;h3_cos_mean=-0.028759
Brc_conditioned,original_s42,18,1.34023786,0.17522135,full,1.34023786,0.17522135,1.0,0.0,-0.022136,0.70078552,mismatched,all,subspace=full;t=18;n_samples=2048;full_cos_mean=-0.003991;h3_cos_mean=-0.022136
Brc_conditioned,original_s42,18,1.34023786,0.17522135,h3,0.37370044,0.18913588,0.27650905,0.12887931,-0.022136,0.70078552,mismatched,all,subspace=h3;t=18;n_samples=2048;full_cos_mean=-0.003991;h3_cos_mean=-0.022136
Brc_conditioned,original_s42,18,1.34023786,0.17522135,h2,0.37561196,0.17475483,0.27871716,0.12193147,-0.022136,0.70078552,mismatched,all,subspace=h2;t=18;n_samples=2048;full_cos_mean=-0.003991;h3_cos_mean=-0.022136
Brc_conditioned,original_s42,18,1.34023786,0.17522135,block3_ang,0.74084437,0.20379756,0.55000257,0.11983942,-0.022136,0.70078552,mismatched,all,subspace=block3_ang;t=18;n_samples=2048;full_cos_mean=-0.003991;h3_cos_mean=-0.022136
Brc_conditioned,original_s42,19,1.34554136,0.17274806,full,1.34554136,0.17274806,1.0,0.0,-0.00235548,0.70940936,mismatched,all,subspace=full;t=19;n_samples=2048;full_cos_mean=0.002533;h3_cos_mean=-0.002355
Brc_conditioned,original_s42,19,1.34554136,0.17274806,h3,0.37690386,0.18323155,0.27745131,0.12503241,-0.00235548,0.70940936,mismatched,all,subspace=h3;t=19;n_samples=2048;full_cos_mean=0.002533;h3_cos_mean=-0.002355
Brc_conditioned,original_s42,19,1.34554136,0.17274806,h2,0.3734538,0.17454328,0.27598155,0.12050147,-0.00235548,0.70940936,mismatched,all,subspace=h2;t=19;n_samples=2048;full_cos_mean=0.002533;h3_cos_mean=-0.002355
Brc_conditioned,original_s42,19,1.34554136,0.17274806,block3_ang,0.74667627,0.20538285,0.55255961,0.12325261,-0.00235548,0.70940936,mismatched,all,subspace=block3_ang;t=19;n_samples=2048;full_cos_mean=0.002533;h3_cos_mean=-0.002355
Brc_conditioned,original_s42,20,1.34151721,0.17139219,full,1.34151721,0.17139219,1.0,0.0,0.0018656,0.70321012,mismatched,all,subspace=full;t=20;n_samples=2048;full_cos_mean=0.000922;h3_cos_mean=0.001866
Brc_conditioned,original_s42,20,1.34151721,0.17139219,h3,0.36871549,0.17918253,0.27355444,0.12543429,0.0018656,0.70321012,mismatched,all,subspace=h3;t=20;n_samples=2048;full_cos_mean=0.000922;h3_cos_mean=0.001866
Brc_conditioned,original_s42,20,1.34151721,0.17139219,h2,0.36774227,0.1776651,0.27313149,0.1255139,0.0018656,0.70321012,mismatched,all,subspace=h2;t=20;n_samples=2048;full_cos_mean=0.000922;h3_cos_mean=0.001866
Brc_conditioned,original_s42,20,1.34151721,0.17139219,block3_ang,0.73811567,0.19790412,0.54839164,0.12013214,0.0018656,0.70321012,mismatched,all,subspace=block3_ang;t=20;n_samples=2048;full_cos_mean=0.000922;h3_cos_mean=0.001866
D_success,original_s42,0,2.44949007,2.4e-07,full,2.44949007,2.4e-07,1.0,0.0,1.0,0.0,matched,success,subspace=full;t=0;n_samples=505;full_cos_mean=1.000000;h3_cos_mean=1.000000
D_success,original_s42,0,2.44949007,2.4e-07,h3,1.0,0.0,0.40824828,0.0,1.0,0.0,matched,success,subspace=h3;t=0;n_samples=505;full_cos_mean=1.000000;h3_cos_mean=1.000000
D_success,original_s42,0,2.44949007,2.4e-07,h2,1.0,2e-08,0.40824828,1e-08,1.0,0.0,matched,success,subspace=h2;t=0;n_samples=505;full_cos_mean=1.000000;h3_cos_mean=1.000000
D_success,original_s42,0,2.44949007,2.4e-07,block3_ang,1.73205054,2.4e-07,0.70710665,1.2e-07,1.0,0.0,matched,success,subspace=block3_ang;t=0;n_samples=505;full_cos_mean=1.000000;h3_cos_mean=1.000000
D_success,original_s42,1,1.40249264,0.21503113,full,1.40249264,0.21503113,1.0,0.0,-0.11699328,0.71457338,matched,success,subspace=full;t=1;n_samples=505;full_cos_mean=0.015687;h3_cos_mean=-0.116993
D_success,original_s42,1,1.40249264,0.21503113,h3,0.4230082,0.20046131,0.29829496,0.12863317,-0.11699328,0.71457338,matched,success,subspace=h3;t=1;n_samples=505;full_cos_mean=0.015687;h3_cos_mean=-0.116993
D_success,original_s42,1,1.40249264,0.21503113,h2,0.42331809,0.19043303,0.29897141,0.12386604,-0.11699328,0.71457338,matched,success,subspace=h2;t=1;n_samples=505;full_cos_mean=0.015687;h3_cos_mean=-0.116993
D_success,original_s42,1,1.40249264,0.21503113,block3_ang,0.85330999,0.22881734,0.60698557,0.12773907,-0.11699328,0.71457338,matched,success,subspace=block3_ang;t=1;n_samples=505;full_cos_mean=0.015687;h3_cos_mean=-0.116993
D_success,original_s42,2,1.3392117,0.19759327,full,1.3392117,0.19759327,1.0,0.0,0.08809818,0.70131528,matched,success,subspace=full;t=2;n_samples=505;full_cos_mean=-0.009498;h3_cos_mean=0.088098
D_success,original_s42,2,1.3392117,0.19759327,h3,0.39133856,0.18567555,0.29170811,0.13094759,0.08809818,0.70131528,matched,success,subspace=h3;t=2;n_samples=505;full_cos_mean=-0.009498;h3_cos_mean=0.088098
D_success,original_s42,2,1.3392117,0.19759327,h2,0.40036947,0.17824699,0.29790598,0.12472471,0.08809818,0.70131528,matched,success,subspace=h2;t=2;n_samples=505;full_cos_mean=-0.009498;h3_cos_mean=0.088098
D_success,original_s42,2,1.3392117,0.19759327,block3_ang,0.8098703,0.19981977,0.60690773,0.12965713,0.08809818,0.70131528,matched,success,subspace=block3_ang;t=2;n_samples=505;full_cos_mean=-0.009498;h3_cos_mean=0.088098
D_success,original_s42,3,1.31857646,0.19543159,full,1.31857646,0.19543159,1.0,0.0,-0.06748476,0.69477552,matched,success,subspace=full;t=3;n_samples=505;full_cos_mean=-0.047649;h3_cos_mean=-0.067485
D_success,original_s42,3,1.31857646,0.19543159,h3,0.37156546,0.1863845,0.27942678,0.12657452,-0.06748476,0.69477552,matched,success,subspace=h3;t=3;n_samples=505;full_cos_mean=-0.047649;h3_cos_mean=-0.067485
D_success,original_s42,3,1.31857646,0.19543159,h2,0.39482966,0.1724727,0.29827723,0.12260416,-0.06748476,0.69477552,matched,success,subspace=h2;t=3;n_samples=505;full_cos_mean=-0.047649;h3_cos_mean=-0.067485
D_success,original_s42,3,1.31857646,0.19543159,block3_ang,0.78999501,0.20448215,0.60095531,0.1347352,-0.06748476,0.69477552,matched,success,subspace=block3_ang;t=3;n_samples=505;full_cos_mean=-0.047649;h3_cos_mean=-0.067485
