case,variant,timestep,full_radius_mean,full_radius_std,subspace,subspace_radius_mean,subspace_radius_std,ratio_mean,ratio_std,direction_metric_mean,direction_metric_std,match_condition,success_condition,notes
B_uniform_blend,original_s42,8,1.26719737,0.17038617,block3_ang,0.73979682,0.19518524,0.58527493,0.13798307,0.0416173,0.7096709,na,all,subspace=block3_ang;t=8;n_samples=2048;full_cos_mean=0.000599;h3_cos_mean=0.041617
B_uniform_blend,original_s42,9,1.27395487,0.16722673,full,1.27395487,0.16722673,1.0,0.0,-0.06335416,0.72722822,na,all,subspace=full;t=9;n_samples=2048;full_cos_mean=-0.015782;h3_cos_mean=-0.063354
B_uniform_blend,original_s42,9,1.27395487,0.16722673,h3,0.3512063,0.17857462,0.27539438,0.13409714,-0.06335416,0.72722822,na,all,subspace=h3;t=9;n_samples=2048;full_cos_mean=-0.015782;h3_cos_mean=-0.063354
B_uniform_blend,original_s42,9,1.27395487,0.16722673,h2,0.3425492,0.1616137,0.26807326,0.12008266,-0.06335416,0.72722822,na,all,subspace=h2;t=9;n_samples=2048;full_cos_mean=-0.015782;h3_cos_mean=-0.063354
B_uniform_blend,original_s42,9,1.27395487,0.16722673,block3_ang,0.74122882,0.19834347,0.58283424,0.13970809,-0.06335416,0.72722822,na,all,subspace=block3_ang;t=9;n_samples=2048;full_cos_mean=-0.015782;h3_cos_mean=-0.063354
B_uniform_blend,original_s42,10,1.27466607,0.16861884,full,1.27466607,0.16861884,1.0,0.0,0.05954357,0.70768374,na,all,subspace=full;t=10;n_samples=2048;full_cos_mean=-0.009483;h3_cos_mean=0.059544
B_uniform_blend,original_s42,10,1.27466607,0.16861884,h3,0.36109814,0.18770739,0.28110516,0.13631418,0.05954357,0.70768374,na,all,subspace=h3;t=10;n_samples=2048;full_cos_mean=-0.009483;h3_cos_mean=0.059544
B_uniform_blend,original_s42,10,1.27466607,0.16861884,h2,0.35346165,0.16831876,0.27694201,0.12539113,0.05954357,0.70768374,na,all,subspace=h2;t=10;n_samples=2048;full_cos_mean=-0.009483;h3_cos_mean=0.059544
B_uniform_blend,original_s42,10,1.27466607,0.16861884,block3_ang,0.751342,0.19944197,0.5904696,0.14058419,0.05954357,0.70768374,na,all,subspace=block3_ang;t=10;n_samples=2048;full_cos_mean=-0.009483;h3_cos_mean=0.059544
B_uniform_blend,original_s42,11,1.27184999,0.17138436,full,1.27184999,0.17138436,1.0,0.0,-0.06779492,0.72704899,na,all,subspace=full;t=11;n_samples=2048;full_cos_mean=-0.027009;h3_cos_mean=-0.067795
B_uniform_blend,original_s42,11,1.27184999,0.17138436,h3,0.35315752,0.18618879,0.27639395,0.13635832,-0.06779492,0.72704899,na,all,subspace=h3;t=11;n_samples=2048;full_cos_mean=-0.027009;h3_cos_mean=-0.067795
B_uniform_blend,original_s42,11,1.27184999,0.17138436,h2,0.347458,0.16441379,0.27292719,0.12321596,-0.06779492,0.72704899,na,all,subspace=h2;t=11;n_samples=2048;full_cos_mean=-0.027009;h3_cos_mean=-0.067795
B_uniform_blend,original_s42,11,1.27184999,0.17138436,block3_ang,0.74820566,0.19835581,0.58938593,0.13858849,-0.06779492,0.72704899,na,all,subspace=block3_ang;t=11;n_samples=2048;full_cos_mean=-0.027009;h3_cos_mean=-0.067795
B_uniform_blend,original_s42,12,1.27000213,0.17147116,full,1.27000213,0.17147116,1.0,0.0,0.03670192,0.72014135,na,all,subspace=full;t=12;n_samples=2048;full_cos_mean=0.035666;h3_cos_mean=0.036702
B_uniform_blend,original_s42,12,1.27000213,0.17147116,h3,0.35213211,0.1812893,0.27622104,0.1331021,0.03670192,0.72014135,na,all,subspace=h3;t=12;n_samples=2048;full_cos_mean=0.035666;h3_cos_mean=0.036702
B_uniform_blend,original_s42,12,1.27000213,0.17147116,h2,0.35624865,0.1649871,0.27992865,0.12378039,0.03670192,0.72014135,na,all,subspace=h2;t=12;n_samples=2048;full_cos_mean=0.035666;h3_cos_mean=0.036702
B_uniform_blend,original_s42,12,1.27000213,0.17147116,block3_ang,0.74767202,0.1985025,0.59024203,0.14066383,0.03670192,0.72014135,na,all,subspace=block3_ang;t=12;n_samples=2048;full_cos_mean=0.035666;h3_cos_mean=0.036702
B_uniform_blend,original_s42,13,1.26927972,0.16579711,full,1.26927972,0.16579711,1.0,0.0,-0.06005679,0.72929585,na,all,subspace=full;t=13;n_samples=2048;full_cos_mean=0.015290;h3_cos_mean=-0.060057
B_uniform_blend,original_s42,13,1.26927972,0.16579711,h3,0.3591482,0.18602061,0.28106937,0.13635218,-0.06005679,0.72929585,na,all,subspace=h3;t=13;n_samples=2048;full_cos_mean=0.015290;h3_cos_mean=-0.060057
B_uniform_blend,original_s42,13,1.26927972,0.16579711,h2,0.35817418,0.16021244,0.28076252,0.11811458,-0.06005679,0.72929585,na,all,subspace=h2;t=13;n_samples=2048;full_cos_mean=0.015290;h3_cos_mean=-0.060057
B_uniform_blend,original_s42,13,1.26927972,0.16579711,block3_ang,0.75619578,0.20132142,0.59605277,0.13954656,-0.06005679,0.72929585,na,all,subspace=block3_ang;t=13;n_samples=2048;full_cos_mean=0.015290;h3_cos_mean=-0.060057
B_uniform_blend,original_s42,14,1.27433443,0.1672665,full,1.27433443,0.1672665,1.0,0.0,0.05359831,0.72021902,na,all,subspace=full;t=14;n_samples=2048;full_cos_mean=-0.001458;h3_cos_mean=0.053598
B_uniform_blend,original_s42,14,1.27433443,0.1672665,h3,0.34963268,0.1873021,0.27350259,0.13868862,0.05359831,0.72021902,na,all,subspace=h3;t=14;n_samples=2048;full_cos_mean=-0.001458;h3_cos_mean=0.053598
B_uniform_blend,original_s42,14,1.27433443,0.1672665,h2,0.35222983,0.15788078,0.27580604,0.11751146,0.05359831,0.72021902,na,all,subspace=h2;t=14;n_samples=2048;full_cos_mean=-0.001458;h3_cos_mean=0.053598
B_uniform_blend,original_s42,14,1.27433443,0.1672665,block3_ang,0.75258958,0.1946414,0.59236467,0.1396082,0.05359831,0.72021902,na,all,subspace=block3_ang;t=14;n_samples=2048;full_cos_mean=-0.001458;h3_cos_mean=0.053598
B_uniform_blend,original_s42,15,1.29063559,0.16418344,full,1.29063559,0.16418344,1.0,0.0,-0.07283418,0.72995317,na,all,subspace=full;t=15;n_samples=2048;full_cos_mean=-0.025230;h3_cos_mean=-0.072834
B_uniform_blend,original_s42,15,1.29063559,0.16418344,h3,0.35763568,0.18609118,0.27570975,0.1359047,-0.07283418,0.72995317,na,all,subspace=h3;t=15;n_samples=2048;full_cos_mean=-0.025230;h3_cos_mean=-0.072834
B_uniform_blend,original_s42,15,1.29063559,0.16418344,h2,0.35658082,0.16525589,0.27509835,0.12106031,-0.07283418,0.72995317,na,all,subspace=h2;t=15;n_samples=2048;full_cos_mean=-0.025230;h3_cos_mean=-0.072834
B_uniform_blend,original_s42,15,1.29063559,0.16418344,block3_ang,0.76336575,0.19844548,0.59307599,0.14042747,-0.07283418,0.72995317,na,all,subspace=block3_ang;t=15;n_samples=2048;full_cos_mean=-0.025230;h3_cos_mean=-0.072834
B_uniform_blend,original_s42,16,1.26514459,0.16960363,full,1.26514459,0.16960363,1.0,0.0,0.07366555,0.71509314,na,all,subspace=full;t=16;n_samples=2048;full_cos_mean=-0.013881;h3_cos_mean=0.073666
B_uniform_blend,original_s42,16,1.26514459,0.16960363,h3,0.3499442,0.17945555,0.27546427,0.13313068,0.07366555,0.71509314,na,all,subspace=h3;t=16;n_samples=2048;full_cos_mean=-0.013881;h3_cos_mean=0.073666
B_uniform_blend,original_s42,16,1.26514459,0.16960363,h2,0.35832363,0.16381833,0.28266153,0.12345649,0.07366555,0.71509314,na,all,subspace=h2;t=16;n_samples=2048;full_cos_mean=-0.013881;h3_cos_mean=0.073666
B_uniform_blend,original_s42,16,1.26514459,0.16960363,block3_ang,0.74412525,0.19842489,0.58972186,0.1423032,0.07366555,0.71509314,na,all,subspace=block3_ang;t=16;n_samples=2048;full_cos_mean=-0.013881;h3_cos_mean=0.073666
B_uniform_blend,original_s42,17,1.28215742,0.17174676,full,1.28215742,0.17174676,1.0,0.0,-0.04841636,0.71920121,na,all,subspace=full;t=17;n_samples=2048;full_cos_mean=-0.033360;h3_cos_mean=-0.048416
B_uniform_blend,original_s42,17,1.28215742,0.17174676,h3,0.35907787,0.18491313,0.27928454,0.13579911,-0.04841636,0.71920121,na,all,subspace=h3;t=17;n_samples=2048;full_cos_mean=-0.033360;h3_cos_mean=-0.048416
B_uniform_blend,original_s42,17,1.28215742,0.17174676,h2,0.3619248,0.16615298,0.28150654,0.12342419,-0.04841636,0.71920121,na,all,subspace=h2;t=17;n_samples=2048;full_cos_mean=-0.033360;h3_cos_mean=-0.048416
B_uniform_blend,original_s42,17,1.28215742,0.17174676,block3_ang,0.75931323,0.20410433,0.59283447,0.14078569,-0.04841636,0.71920121,na,all,subspace=block3_ang;t=17;n_samples=2048;full_cos_mean=-0.033360;h3_cos_mean=-0.048416
B_uniform_blend,original_s42,18,1.27666783,0.16728246,full,1.27666783,0.16728246,1.0,0.0,0.08894891,0.71064407,na,all,subspace=full;t=18;n_samples=2048;full_cos_mean=0.045270;h3_cos_mean=0.088949
B_uniform_blend,original_s42,18,1.27666783,0.16728246,h3,0.35692626,0.1840149,0.27881575,0.13638471,0.08894891,0.71064407,na,all,subspace=h3;t=18;n_samples=2048;full_cos_mean=0.045270;h3_cos_mean=0.088949
B_uniform_blend,original_s42,18,1.27666783,0.16728246,h2,0.35790676,0.16169281,0.27981493,0.12079448,0.08894891,0.71064407,na,all,subspace=h2;t=18;n_samples=2048;full_cos_mean=0.045270;h3_cos_mean=0.088949
B_uniform_blend,original_s42,18,1.27666783,0.16728246,block3_ang,0.75786412,0.19595405,0.59545416,0.14019901,0.08894891,0.71064407,na,all,subspace=block3_ang;t=18;n_samples=2048;full_cos_mean=0.045270;h3_cos_mean=0.088949
B_uniform_blend,original_s42,19,1.27792072,0.16919982,full,1.27792072,0.16919982,1.0,0.0,-0.06444604,0.71794897,na,all,subspace=full;t=19;n_samples=2048;full_cos_mean=0.008397;h3_cos_mean=-0.064446
B_uniform_blend,original_s42,19,1.27792072,0.16919982,h3,0.36417723,0.18038401,0.28321561,0.13069503,-0.06444604,0.71794897,na,all,subspace=h3;t=19;n_samples=2048;full_cos_mean=0.008397;h3_cos_mean=-0.064446
B_uniform_blend,original_s42,19,1.27792072,0.16919982,h2,0.36219108,0.16359262,0.28260785,0.12144188,-0.06444604,0.71794897,na,all,subspace=h2;t=19;n_samples=2048;full_cos_mean=0.008397;h3_cos_mean=-0.064446
B_uniform_blend,original_s42,19,1.27792072,0.16919982,block3_ang,0.76256251,0.19824354,0.59837508,0.13991907,-0.06444604,0.71794897,na,all,subspace=block3_ang;t=19;n_samples=2048;full_cos_mean=0.008397;h3_cos_mean=-0.064446
B_uniform_blend,original_s42,20,1.26768935,0.16902687,full,1.26768935,0.16902687,1.0,0.0,0.06395026,0.71817017,na,all,subspace=full;t=20;n_samples=2048;full_cos_mean=0.003551;h3_cos_mean=0.063950
B_uniform_blend,original_s42,20,1.26768935,0.16902687,h3,0.35802117,0.18075177,0.28172666,0.13423595,0.06395026,0.71817017,na,all,subspace=h3;t=20;n_samples=2048;full_cos_mean=0.003551;h3_cos_mean=0.063950
B_uniform_blend,original_s42,20,1.26768935,0.16902687,h2,0.35640275,0.16316351,0.27949142,0.11997744,0.06395026,0.71817017,na,all,subspace=h2;t=20;n_samples=2048;full_cos_mean=0.003551;h3_cos_mean=0.063950
B_uniform_blend,original_s42,20,1.26768935,0.16902687,block3_ang,0.75309068,0.20004547,0.59535974,0.14190431,0.06395026,0.71817017,na,all,subspace=block3_ang;t=20;n_samples=2048;full_cos_mean=0.003551;h3_cos_mean=0.063950
Brc_conditioned,original_s42,0,2.44948983,0.0,full,2.44948983,0.0,1.0,0.0,1.0,0.0,matched,all,subspace=full;t=0;n_samples=2048;full_cos_mean=1.000000;h3_cos_mean=1.000000
Brc_conditioned,original_s42,0,2.44948983,0.0,h3,1.0,0.0,0.40824836,9e-08,1.0,0.0,matched,all,subspace=h3;t=0;n_samples=2048;full_cos_mean=1.000000;h3_cos_mean=1.000000
Brc_conditioned,original_s42,0,2.44948983,0.0,h2,1.0,2e-08,0.40824836,9e-08,1.0,0.0,matched,all,subspace=h2;t=0;n_samples=2048;full_cos_mean=1.000000;h3_cos_mean=1.000000
Brc_conditioned,original_s42,0,2.44948983,0.0,block3_ang,1.73205018,6e-07,0.70710665,1.2e-07,1.0,0.0,matched,all,subspace=block3_ang;t=0;n_samples=2048;full_cos_mean=1.000000;h3_cos_mean=1.000000
Brc_conditioned,original_s42,1,1.41424537,0.20413955,full,1.41424537,0.20413955,1.0,0.0,-0.07660431,0.70853031,matched,all,subspace=full;t=1;n_samples=2048;full_cos_mean=0.020116;h3_cos_mean=-0.076604
Brc_conditioned,original_s42,1,1.41424537,0.20413955,h3,0.42953056,0.19915108,0.30177975,0.13038467,-0.07660431,0.70853031,matched,all,subspace=h3;t=1;n_samples=2048;full_cos_mean=0.020116;h3_cos_mean=-0.076604
Brc_conditioned,original_s42,1,1.41424537,0.20413955,h2,0.43441394,0.18925178,0.3053869,0.12436409,-0.07660431,0.70853031,matched,all,subspace=h2;t=1;n_samples=2048;full_cos_mean=0.020116;h3_cos_mean=-0.076604
Brc_conditioned,original_s42,1,1.41424537,0.20413955,block3_ang,0.86484981,0.21513185,0.61167455,0.12456547,-0.07660431,0.70853031,matched,all,subspace=block3_ang;t=1;n_samples=2048;full_cos_mean=0.020116;h3_cos_mean=-0.076604
Brc_conditioned,original_s42,2,1.32908869,0.19592901,full,1.32908869,0.19592901,1.0,0.0,0.01408201,0.70583063,matched,all,subspace=full;t=2;n_samples=2048;full_cos_mean=-0.021233;h3_cos_mean=0.014082
Brc_conditioned,original_s42,2,1.32908869,0.19592901,h3,0.37821144,0.18514074,0.2841776,0.13194273,0.01408201,0.70583063,matched,all,subspace=h3;t=2;n_samples=2048;full_cos_mean=-0.021233;h3_cos_mean=0.014082
Brc_conditioned,original_s42,2,1.32908869,0.19592901,h2,0.39423907,0.17584099,0.29600796,0.1240724,0.01408201,0.70583063,matched,all,subspace=h2;t=2;n_samples=2048;full_cos_mean=-0.021233;h3_cos_mean=0.014082
Brc_conditioned,original_s42,2,1.32908869,0.19592901,block3_ang,0.79912663,0.19965525,0.60348684,0.13270706,0.01408201,0.70583063,matched,all,subspace=block3_ang;t=2;n_samples=2048;full_cos_mean=-0.021233;h3_cos_mean=0.014082
Brc_conditioned,original_s42,3,1.31618977,0.17954232,full,1.31618977,0.17954232,1.0,0.0,-0.03028474,0.69562513,matched,all,subspace=full;t=3;n_samples=2048;full_cos_mean=-0.037219;h3_cos_mean=-0.030285
Brc_conditioned,original_s42,3,1.31618977,0.17954232,h3,0.36579743,0.18653397,0.27665821,0.13270085,-0.03028474,0.69562513,matched,all,subspace=h3;t=3;n_samples=2048;full_cos_mean=-0.037219;h3_cos_mean=-0.030285
Brc_conditioned,original_s42,3,1.31618977,0.17954232,h2,0.38313264,0.1735983,0.29096431,0.12711795,-0.03028474,0.69562513,matched,all,subspace=h2;t=3;n_samples=2048;full_cos_mean=-0.037219;h3_cos_mean=-0.030285
Brc_conditioned,original_s42,3,1.31618977,0.17954232,block3_ang,0.78251529,0.20006341,0.59643912,0.1364806,-0.03028474,0.69562513,matched,all,subspace=block3_ang;t=3;n_samples=2048;full_cos_mean=-0.037219;h3_cos_mean=-0.030285
Brc_conditioned,original_s42,4,1.33276391,0.17507343,full,1.33276391,0.17507343,1.0,0.0,0.02165016,0.70578933,matched,all,subspace=full;t=4;n_samples=2048;full_cos_mean=0.014914;h3_cos_mean=0.021650
Brc_conditioned,original_s42,4,1.33276391,0.17507343,h3,0.37731141,0.18473691,0.28201365,0.13060069,0.02165016,0.70578933,matched,all,subspace=h3;t=4;n_samples=2048;full_cos_mean=0.014914;h3_cos_mean=0.021650
Brc_conditioned,original_s42,4,1.33276391,0.17507343,h2,0.37782362,0.17230964,0.28253323,0.12102259,0.02165016,0.70578933,matched,all,subspace=h2;t=4;n_samples=2048;full_cos_mean=0.014914;h3_cos_mean=0.021650
Brc_conditioned,original_s42,4,1.33276391,0.17507343,block3_ang,0.7850523,0.19748312,0.59037161,0.13185683,0.02165016,0.70578933,matched,all,subspace=block3_ang;t=4;n_samples=2048;full_cos_mean=0.014914;h3_cos_mean=0.021650
Brc_conditioned,original_s42,5,1.33193326,0.17083715,full,1.33193326,0.17083715,1.0,0.0,-0.02565805,0.69984931,matched,all,subspace=full;t=5;n_samples=2048;full_cos_mean=-0.012074;h3_cos_mean=-0.025658
Brc_conditioned,original_s42,5,1.33193326,0.17083715,h3,0.37214655,0.18414319,0.27865419,0.13215685,-0.02565805,0.69984931,matched,all,subspace=h3;t=5;n_samples=2048;full_cos_mean=-0.012074;h3_cos_mean=-0.025658
Brc_conditioned,original_s42,5,1.33193326,0.17083715,h2,0.3833974,0.17518802,0.28731447,0.12650152,-0.02565805,0.69984931,matched,all,subspace=h2;t=5;n_samples=2048;full_cos_mean=-0.012074;h3_cos_mean=-0.025658
Brc_conditioned,original_s42,5,1.33193326,0.17083715,block3_ang,0.78404903,0.19963999,0.58915174,0.1333399,-0.02565805,0.69984931,matched,all,subspace=block3_ang;t=5;n_samples=2048;full_cos_mean=-0.012074;h3_cos_mean=-0.025658
Brc_conditioned,original_s42,6,1.33855033,0.17299201,full,1.33855033,0.17299201,1.0,0.0,0.01680554,0.6953544,matched,all,subspace=full;t=6;n_samples=2048;full_cos_mean=-0.008062;h3_cos_mean=0.016806
Brc_conditioned,original_s42,6,1.33855033,0.17299201,h3,0.37614638,0.18896857,0.2799176,0.13409312,0.01680554,0.6953544,matched,all,subspace=h3;t=6;n_samples=2048;full_cos_mean=-0.008062;h3_cos_mean=0.016806
Brc_conditioned,original_s42,6,1.33855033,0.17299201,h2,0.38231903,0.17462671,0.28366321,0.12106454,0.01680554,0.6953544,matched,all,subspace=h2;t=6;n_samples=2048;full_cos_mean=-0.008062;h3_cos_mean=0.016806
Brc_conditioned,original_s42,6,1.33855033,0.17299201,block3_ang,0.79740953,0.20554665,0.5956701,0.13352028,0.01680554,0.6953544,matched,all,subspace=block3_ang;t=6;n_samples=2048;full_cos_mean=-0.008062;h3_cos_mean=0.016806
Brc_conditioned,original_s42,7,1.33379674,0.16906902,full,1.33379674,0.16906902,1.0,0.0,-0.0275031,0.7045272,matched,all,subspace=full;t=7;n_samples=2048;full_cos_mean=-0.003685;h3_cos_mean=-0.027503
Brc_conditioned,original_s42,7,1.33379674,0.16906902,h3,0.37197122,0.18054043,0.27756989,0.12688288,-0.0275031,0.7045272,matched,all,subspace=h3;t=7;n_samples=2048;full_cos_mean=-0.003685;h3_cos_mean=-0.027503
Brc_conditioned,original_s42,7,1.33379674,0.16906902,h2,0.38130724,0.17516446,0.2847265,0.12423041,-0.0275031,0.7045272,matched,all,subspace=h2;t=7;n_samples=2048;full_cos_mean=-0.003685;h3_cos_mean=-0.027503
Brc_conditioned,original_s42,7,1.33379674,0.16906902,block3_ang,0.78113627,0.20602141,0.58424205,0.13052069,-0.0275031,0.7045272,matched,all,subspace=block3_ang;t=7;n_samples=2048;full_cos_mean=-0.003685;h3_cos_mean=-0.027503
Brc_conditioned,original_s42,8,1.34103024,0.16432558,full,1.34103024,0.16432558,1.0,0.0,0.0184073,0.71580696,matched,all,subspace=full;t=8;n_samples=2048;full_cos_mean=0.004634;h3_cos_mean=0.018407
Brc_conditioned,original_s42,8,1.34103024,0.16432558,h3,0.36123025,0.17846505,0.26827979,0.12579334,0.0184073,0.71580696,matched,all,subspace=h3;t=8;n_samples=2048;full_cos_mean=0.004634;h3_cos_mean=0.018407
Brc_conditioned,original_s42,8,1.34103024,0.16432558,h2,0.3795791,0.16925728,0.28096268,0.11719165,0.0184073,0.71580696,matched,all,subspace=h2;t=8;n_samples=2048;full_cos_mean=0.004634;h3_cos_mean=0.018407
Brc_conditioned,original_s42,8,1.34103024,0.16432558,block3_ang,0.77216411,0.2071363,0.57458901,0.13145579,0.0184073,0.71580696,matched,all,subspace=block3_ang;t=8;n_samples=2048;full_cos_mean=0.004634;h3_cos_mean=0.018407
Brc_conditioned,original_s42,9,1.34257269,0.17379627,full,1.34257269,0.17379627,1.0,0.0,0.00424827,0.70801711,matched,all,subspace=full;t=9;n_samples=2048;full_cos_mean=-0.001878;h3_cos_mean=0.004248
Brc_conditioned,original_s42,9,1.34257269,0.17379627,h3,0.36786535,0.18360898,0.27236068,0.12664872,0.00424827,0.70801711,matched,all,subspace=h3;t=9;n_samples=2048;full_cos_mean=-0.001878;h3_cos_mean=0.004248
Brc_conditioned,original_s42,9,1.34257269,0.17379627,h2,0.38025385,0.17544749,0.28195778,0.12317383,0.00424827,0.70801711,matched,all,subspace=h2;t=9;n_samples=2048;full_cos_mean=-0.001878;h3_cos_mean=0.004248
Brc_conditioned,original_s42,9,1.34257269,0.17379627,block3_ang,0.76957369,0.21095312,0.57205892,0.13180958,0.00424827,0.70801711,matched,all,subspace=block3_ang;t=9;n_samples=2048;full_cos_mean=-0.001878;h3_cos_mean=0.004248
Brc_conditioned,original_s42,10,1.33342457,0.16766652,full,1.33342457,0.16766652,1.0,0.0,-0.01946432,0.70547235,matched,all,subspace=full;t=10;n_samples=2048;full_cos_mean=-0.005334;h3_cos_mean=-0.019464
Brc_conditioned,original_s42,10,1.33342457,0.16766652,h3,0.37307179,0.17977798,0.27830943,0.12584358,-0.01946432,0.70547235,matched,all,subspace=h3;t=10;n_samples=2048;full_cos_mean=-0.005334;h3_cos_mean=-0.019464
Brc_conditioned,original_s42,10,1.33342457,0.16766652,h2,0.37381905,0.17759113,0.27842733,0.12536409,-0.01946432,0.70547235,matched,all,subspace=h2;t=10;n_samples=2048;full_cos_mean=-0.005334;h3_cos_mean=-0.019464
Brc_conditioned,original_s42,10,1.33342457,0.16766652,block3_ang,0.7649833,0.20674624,0.57200754,0.12856156,-0.01946432,0.70547235,matched,all,subspace=block3_ang;t=10;n_samples=2048;full_cos_mean=-0.005334;h3_cos_mean=-0.019464
Brc_conditioned,original_s42,11,1.34120142,0.17033762,full,1.34120142,0.17033762,1.0,0.0,-0.05090179,0.69456941,matched,all,subspace=full;t=11;n_samples=2048;full_cos_mean=0.004602;h3_cos_mean=-0.050902
Brc_conditioned,original_s42,11,1.34120142,0.17033762,h3,0.37304196,0.17941333,0.27615651,0.1238978,-0.05090179,0.69456941,matched,all,subspace=h3;t=11;n_samples=2048;full_cos_mean=0.004602;h3_cos_mean=-0.050902
Brc_conditioned,original_s42,11,1.34120142,0.17033762,h2,0.37490857,0.17500584,0.27819794,0.12272875,-0.05090179,0.69456941,matched,all,subspace=h2;t=11;n_samples=2048;full_cos_mean=0.004602;h3_cos_mean=-0.050902
Brc_conditioned,original_s42,11,1.34120142,0.17033762,block3_ang,0.75968069,0.2066831,0.56447566,0.12787187,-0.05090179,0.69456941,matched,all,subspace=block3_ang;t=11;n_samples=2048;full_cos_mean=0.004602;h3_cos_mean=-0.050902
Brc_conditioned,original_s42,12,1.3424511,0.16854082,full,1.3424511,0.16854082,1.0,0.0,-0.04737372,0.72500616,matched,all,subspace=full;t=12;n_samples=2048;full_cos_mean=-0.004587;h3_cos_mean=-0.047374
Brc_conditioned,original_s42,12,1.3424511,0.16854082,h3,0.37262115,0.1830361,0.27581027,0.12716949,-0.04737372,0.72500616,matched,all,subspace=h3;t=12;n_samples=2048;full_cos_mean=-0.004587;h3_cos_mean=-0.047374
Brc_conditioned,original_s42,12,1.3424511,0.16854082,h2,0.38173729,0.17768303,0.28318366,0.12512954,-0.04737372,0.72500616,matched,all,subspace=h2;t=12;n_samples=2048;full_cos_mean=-0.004587;h3_cos_mean=-0.047374
Brc_conditioned,original_s42,12,1.3424511,0.16854082,block3_ang,0.75952351,0.20844997,0.56366527,0.12866575,-0.04737372,0.72500616,matched,all,subspace=block3_ang;t=12;n_samples=2048;full_cos_mean=-0.004587;h3_cos_mean=-0.047374
Brc_conditioned,original_s42,13,1.33956659,0.17068733,full,1.33956659,0.17068733,1.0,0.0,0.03730272,0.71315515,matched,all,subspace=full;t=13;n_samples=2048;full_cos_mean=0.000594;h3_cos_mean=0.037303
Brc_conditioned,original_s42,13,1.33956659,0.17068733,h3,0.36678964,0.18330896,0.27212262,0.12729929,0.03730272,0.71315515,matched,all,subspace=h3;t=13;n_samples=2048;full_cos_mean=0.000594;h3_cos_mean=0.037303
Brc_conditioned,original_s42,13,1.33956659,0.17068733,h2,0.37077722,0.16991283,0.27548146,0.11822346,0.03730272,0.71315515,matched,all,subspace=h2;t=13;n_samples=2048;full_cos_mean=0.000594;h3_cos_mean=0.037303
Brc_conditioned,original_s42,13,1.33956659,0.17068733,block3_ang,0.7520085,0.20752586,0.55989087,0.12841395,0.03730272,0.71315515,matched,all,subspace=block3_ang;t=13;n_samples=2048;full_cos_mean=0.000594;h3_cos_mean=0.037303
Brc_conditioned,original_s42,14,1.34510136,0.16783731,full,1.34510136,0.16783731,1.0,0.0,-0.00884732,0.70719576,matched,all,subspace=full;t=14;n_samples=2048;full_cos_mean=-0.000013;h3_cos_mean=-0.008847
Brc_conditioned,original_s42,14,1.34510136,0.16783731,h3,0.37190455,0.18354432,0.27496022,0.12721862,-0.00884732,0.70719576,matched,all,subspace=h3;t=14;n_samples=2048;full_cos_mean=-0.000013;h3_cos_mean=-0.008847
Brc_conditioned,original_s42,14,1.34510136,0.16783731,h2,0.37392589,0.17442162,0.27596605,0.12033167,-0.00884732,0.70719576,matched,all,subspace=h2;t=14;n_samples=2048;full_cos_mean=-0.000013;h3_cos_mean=-0.008847
Brc_conditioned,original_s42,14,1.34510136,0.16783731,block3_ang,0.75281632,0.20451957,0.55735552,0.12386473,-0.00884732,0.70719576,matched,all,subspace=block3_ang;t=14;n_samples=2048;full_cos_mean=-0.000013;h3_cos_mean=-0.008847
Brc_conditioned,original_s42,15,1.34113383,0.16786328,full,1.34113383,0.16786328,1.0,0.0,-0.01829771,0.70707911,matched,all,subspace=full;t=15;n_samples=2048;full_cos_mean=0.001068;h3_cos_mean=-0.018298
Brc_conditioned,original_s42,15,1.34113383,0.16786328,h3,0.37298328,0.18259741,0.27637118,0.12761714,-0.01829771,0.70707911,matched,all,subspace=h3;t=15;n_samples=2048;full_cos_mean=0.001068;h3_cos_mean=-0.018298
Brc_conditioned,original_s42,15,1.34113383,0.16786328,h2,0.37376201,0.17187963,0.27748176,0.12093586,-0.01829771,0.70707911,matched,all,subspace=h2;t=15;n_samples=2048;full_cos_mean=0.001068;h3_cos_mean=-0.018298
Brc_conditioned,original_s42,15,1.34113383,0.16786328,block3_ang,0.75158459,0.19877817,0.55875355,0.12293579,-0.01829771,0.70707911,matched,all,subspace=block3_ang;t=15;n_samples=2048;full_cos_mean=0.001068;h3_cos_mean=-0.018298
Brc_conditioned,original_s42,16,1.35318172,0.16936246,full,1.35318172,0.16936246,1.0,0.0,0.01196275,0.72044718,matched,all,subspace=full;t=16;n_samples=2048;full_cos_mean=0.003650;h3_cos_mean=0.011963
Brc_conditioned,original_s42,16,1.35318172,0.16936246,h3,0.38133281,0.18416736,0.27965868,0.12553748,0.01196275,0.72044718,matched,all,subspace=h3;t=16;n_samples=2048;full_cos_mean=0.003650;h3_cos_mean=0.011963
Brc_conditioned,original_s42,16,1.35318172,0.16936246,h2,0.3695257,0.17656894,0.27139735,0.12114809,0.01196275,0.72044718,matched,all,subspace=h2;t=16;n_samples=2048;full_cos_mean=0.003650;h3_cos_mean=0.011963
Brc_conditioned,original_s42,16,1.35318172,0.16936246,block3_ang,0.75413567,0.20703647,0.55513895,0.12450443,0.01196275,0.72044718,matched,all,subspace=block3_ang;t=16;n_samples=2048;full_cos_mean=0.003650;h3_cos_mean=0.011963
