model,test_loss,test_accuracy,query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v3_reference,0.0076665510423481464,0.9977864623069763,0.9878048896789551,5699,10,1.7244644170859829,0.0023694580886512995
geometry_native_sequence_model_r1,0.4952648878097534,0.7360677123069763,0.700860857963562,7427,16,1.71566345798783,0.0023552909260615706
geometry_native_sequence_model_r2,0.5984818935394287,0.7425781488418579,0.7467718720436096,219,16,1.6972813330357894,0.0026337919989600778
geometry_native_sequence_model_r3,0.5962802767753601,0.7424479126930237,0.7503587007522583,219,16,1.8278784160502255,0.0028435830026865005
tiny_transformer_baseline_r3,0.7198936343193054,0.6958333253860474,0.6707317233085632,69763,64,4.389715834055096,0.017293334007263184
