model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v18,6.0904083251953125,0.580078125,0.6367368102073669,5699,10,2.030193499987945,0.005000000004656613
tiny_transformer_baseline_v18,2.003660202026367,0.4575892984867096,0.49563878774642944,70531,64,5.410736541962251,0.03916991606820375
