model,train_loss,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v8,0.005767732859,6.270763874054,0.568933844566,0.624918460846,5699,10,2.163084332948,0.005792666925
tiny_transformer_baseline_v8,0.399637043476,2.381304502487,0.477711409330,0.527071118355,70019,64,5.817798666074,0.030225084047
