model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v22,4.80625057220459,0.6465773582458496,0.7227513194084167,5699,10,1.679861083975993,0.0031210840679705143
tiny_transformer_baseline_v22,2.2453434467315674,0.449311763048172,0.4555555582046509,70531,64,4.975166624994017,0.03635608300101012
