policy,bundle_id,trace_source,entity_count,action_correctness,reassignment_handoff_correctness,per_entity_retrieval_accuracy,shared_ledger_retrieval_accuracy,joint_coordination_loop_correctness,promoted_query_fraction_on_reuse,route_reuse_fraction,promotion_step_fraction,effective_coordinated_state_resolution_fraction,route_decision_instability
coordination_frame_policy,ALL,ALL,4.0,0.8164085914085915,1.0,1.0,1.0,0.45520759282124196,0.5047922252391286,0.8425859854431283,0.47580990438133297,0.7993010466414168,0.0
geometry_native_coordination_policy,ALL,ALL,4.0,0.8164085914085915,1.0,1.0,1.0,0.45520759282124196,0.5047922252391286,0.8425859854431283,0.47580990438133297,0.7993010466414168,0.0
phase_fiber_geometry_native_policy,visible_threshold_tight_density_matched_rows.csv:coordination_bundle0,visible_threshold_tight_density_matched_rows.csv,4,0.6012987012987013,1.0,1.0,1.0,0.4271523178807947,0.22556390977443608,0.7402597402597403,0.19480519480519481,0.8056076373957168,0.0
phase_fiber_geometry_native_policy,visible_threshold_second_tight_density_matched_rows.csv:coordination_bundle0,visible_threshold_second_tight_density_matched_rows.csv,4,0.6125874125874126,1.0,1.0,1.0,0.1728395061728395,0.7840205407038212,0.9449122306265163,0.7568146139574711,0.6714353841337969,0.0
phase_fiber_geometry_native_policy,ALL,ALL,4.0,0.606943056943057,1.0,1.0,1.0,0.2999959120268171,0.5047922252391286,0.8425859854431283,0.47580990438133297,0.7385215107647569,0.0
