model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v25,5.259162425994873,0.634393572807312,0.6976141333580017,5699,10,2.6118245830293745,0.0040637500351294875
tiny_transformer_baseline_v25,2.2886056900024414,0.4400111734867096,0.45383816957473755,70531,64,5.615819707978517,0.038649541907943785
