model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v12,6.065035820007324,0.5522693395614624,0.5842050313949585,5699,10,2.023520041955635,0.0060921249678358436
tiny_transformer_baseline_v12,2.171264886856079,0.4523809552192688,0.4644351601600647,70531,64,5.637004541931674,0.04155570897273719
