model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v13,5.709022045135498,0.593377947807312,0.6339285969734192,5699,10,2.0082111669471487,0.006044833920896053
tiny_transformer_baseline_v13,2.0794873237609863,0.459077388048172,0.4590336084365845,70531,64,5.389124250039458,0.03688170900568366
