model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v30,6.582681179046631,0.5430501103401184,0.5960612893104553,8078,19,2.0502125420607626,0.005368040991015732
tiny_transformer_baseline_v30,2.638148069381714,0.3912760317325592,0.4411378502845764,70915,64,5.468519582995214,0.04593604104593396
