model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v19,5.7670464515686035,0.587890625,0.6452455520629883,5699,10,2.0590271250111982,0.004875834099948406
tiny_transformer_baseline_v19,2.139829397201538,0.4480096697807312,0.48432600498199463,70531,64,5.213760041981004,0.04003533301874995
