run_name,delay,configuration,runtime_seconds_before,runtime_seconds_after,speedup_ratio,steps_per_second_before,steps_per_second_after,cpu_utilization_note_before,cpu_utilization_note_after,diagnosed_primary_bottleneck,fix_applied,correctness_result,note
cpu_default_B256,16,"device=cpu,threads=default,B=256",2.523,baseline,1.0,649289.0,baseline,Activity_Monitor~100pct_macOS_one_core_equivalent;htop_10-20pct_per_core_spread;4_OMP_threads_per_op,multi_thread_smeared_approx_100pct_AM,"OMP_thread_overhead_per_small_op + tiny_matrix_sizes_prevent_BLAS_parallelism;gather_TN=0.025ms,mlp=0.056ms,einsum=0.032ms per_iteration",best_config=mps_B1024,"statistical_match: both configs at expected pre-convergence loss (base=1.3869, opt=1.3884, ln4=1.3863); different device/B — exact match not expected; semantics verified: same operators, injection rule, task, D_HIDDEN=32",
cpu_1thread_B256,16,"device=cpu,threads=1,B=256",2.523,2.257,1.118,649289.0,726058.0,Activity_Monitor~100pct_macOS_one_core_equivalent;htop_10-20pct_per_core_spread;4_OMP_threads_per_op,single_core_100pct_no_thread_overhead,"OMP_thread_overhead_per_small_op + tiny_matrix_sizes_prevent_BLAS_parallelism;gather_TN=0.025ms,mlp=0.056ms,einsum=0.032ms per_iteration",best_config=mps_B1024,"statistical_match: both configs at expected pre-convergence loss (base=1.3869, opt=1.3884, ln4=1.3863); different device/B — exact match not expected; semantics verified: same operators, injection rule, task, D_HIDDEN=32",
cpu_8t_B256,16,"device=cpu,threads=8,B=256",2.523,2.906,0.868,649289.0,563746.0,Activity_Monitor~100pct_macOS_one_core_equivalent;htop_10-20pct_per_core_spread;4_OMP_threads_per_op,multi_thread_smeared_approx_100pct_AM,"OMP_thread_overhead_per_small_op + tiny_matrix_sizes_prevent_BLAS_parallelism;gather_TN=0.025ms,mlp=0.056ms,einsum=0.032ms per_iteration",best_config=mps_B1024,"statistical_match: both configs at expected pre-convergence loss (base=1.3869, opt=1.3884, ln4=1.3863); different device/B — exact match not expected; semantics verified: same operators, injection rule, task, D_HIDDEN=32",
cpu_default_B1024,16,"device=cpu,threads=default,B=1024",2.523,6.602,1.529,649289.0,992691.0,Activity_Monitor~100pct_macOS_one_core_equivalent;htop_10-20pct_per_core_spread;4_OMP_threads_per_op,multi_thread_smeared_approx_100pct_AM,"OMP_thread_overhead_per_small_op + tiny_matrix_sizes_prevent_BLAS_parallelism;gather_TN=0.025ms,mlp=0.056ms,einsum=0.032ms per_iteration",best_config=mps_B1024,"statistical_match: both configs at expected pre-convergence loss (base=1.3869, opt=1.3884, ln4=1.3863); different device/B — exact match not expected; semantics verified: same operators, injection rule, task, D_HIDDEN=32",
cpu_1thread_B1024,16,"device=cpu,threads=1,B=1024",2.523,7.226,1.397,649289.0,906989.0,Activity_Monitor~100pct_macOS_one_core_equivalent;htop_10-20pct_per_core_spread;4_OMP_threads_per_op,single_core_100pct_no_thread_overhead,"OMP_thread_overhead_per_small_op + tiny_matrix_sizes_prevent_BLAS_parallelism;gather_TN=0.025ms,mlp=0.056ms,einsum=0.032ms per_iteration",best_config=mps_B1024,"statistical_match: both configs at expected pre-convergence loss (base=1.3869, opt=1.3884, ln4=1.3863); different device/B — exact match not expected; semantics verified: same operators, injection rule, task, D_HIDDEN=32",
mps_B256,16,"device=mps,threads=default,B=256",2.523,5.339,0.473,649289.0,306902.0,Activity_Monitor~100pct_macOS_one_core_equivalent;htop_10-20pct_per_core_spread;4_OMP_threads_per_op,GPU_MPS_Apple_Silicon,"OMP_thread_overhead_per_small_op + tiny_matrix_sizes_prevent_BLAS_parallelism;gather_TN=0.025ms,mlp=0.056ms,einsum=0.032ms per_iteration",best_config=mps_B1024,"statistical_match: both configs at expected pre-convergence loss (base=1.3869, opt=1.3884, ln4=1.3863); different device/B — exact match not expected; semantics verified: same operators, injection rule, task, D_HIDDEN=32",
mps_B1024,16,"device=mps,threads=default,B=1024",2.523,5.377,1.877,649289.0,1218789.0,Activity_Monitor~100pct_macOS_one_core_equivalent;htop_10-20pct_per_core_spread;4_OMP_threads_per_op,GPU_MPS_Apple_Silicon,"OMP_thread_overhead_per_small_op + tiny_matrix_sizes_prevent_BLAS_parallelism;gather_TN=0.025ms,mlp=0.056ms,einsum=0.032ms per_iteration",best_config=mps_B1024,"statistical_match: both configs at expected pre-convergence loss (base=1.3869, opt=1.3884, ln4=1.3863); different device/B — exact match not expected; semantics verified: same operators, injection rule, task, D_HIDDEN=32",
