model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v26,4.916808128356934,0.6548548936843872,0.732780933380127,6516,15,2.632447166950442,0.0036699590273201466
tiny_transformer_baseline_v26,2.1942310333251953,0.4617745578289032,0.45624029636383057,70531,64,5.909404833102599,0.04646237497217953
