model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v27,6.327512264251709,0.5408528447151184,0.5849387049674988,6516,15,1.7733855840051547,0.003867583000101149
tiny_transformer_baseline_v27,2.621042013168335,0.3832193911075592,0.43563923239707947,70915,64,4.350361082935706,0.03849025000818074
