model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v15,5.772159576416016,0.5910528302192688,0.6378936171531677,5699,10,2.1712506249314174,0.0036497919354587793
tiny_transformer_baseline_v15,2.170051097869873,0.460844486951828,0.4679695963859558,70531,64,5.3291862080805,0.04028600000310689
