model,task,delay,metric_name,metric_value,operator,usage_fraction,transport_usage_fraction,route_entropy,note
gated_inject_router_b5000,first_token_recall_D4,4,op_usage,0.1235,T_b,0.1235,0.4382,1.7116,budget=5000
gated_inject_router_b5000,first_token_recall_D4,4,op_usage,0.0,T_x,0.0,0.4382,1.7116,budget=5000
gated_inject_router_b5000,first_token_recall_D4,4,op_usage,0.4382,T_y,0.4382,0.4382,1.7116,budget=5000
gated_inject_router_b5000,first_token_recall_D4,4,op_usage,0.2417,T_c,0.2417,0.4382,1.7116,budget=5000
gated_inject_router_b5000,first_token_recall_D4,4,op_usage,0.0995,T_z',0.0995,0.4382,1.7116,budget=5000
gated_inject_router_b5000,first_token_recall_D4,4,op_usage,0.097,T_r*,0.097,0.4382,1.7116,budget=5000
gated_inject_router_b5000,first_token_recall_D4,4,mean_attn_weight,0.2501,all,,0.4382,1.7116,"step=0,budget=5000"
gated_inject_router_b5000,first_token_recall_D4,4,mean_attn_weight,0.2499,all,,0.4382,1.7116,"step=1,budget=5000"
gated_inject_router_b5000,first_token_recall_D4,4,mean_attn_weight,0.25,all,,0.4382,1.7116,"step=2,budget=5000"
gated_inject_router_b5000,first_token_recall_D4,4,mean_attn_weight,0.25,all,,0.4382,1.7116,"step=3,budget=5000"
gated_inject_router_b5000,first_token_recall_D8,8,accuracy,0.266,all,,0.0971,1.6924,budget=5000
gated_inject_router_b5000,first_token_recall_D8,8,transport_frac,0.0971,all,,0.0971,1.6924,budget=5000
gated_inject_router_b5000,first_token_recall_D8,8,route_entropy,1.6924,all,,0.0971,1.6924,budget=5000
gated_inject_router_b5000,first_token_recall_D8,8,op_usage,0.127,T_b,0.127,0.0971,1.6924,budget=5000
gated_inject_router_b5000,first_token_recall_D8,8,op_usage,0.666,T_x,0.666,0.0971,1.6924,budget=5000
gated_inject_router_b5000,first_token_recall_D8,8,op_usage,0.1099,T_y,0.1099,0.0971,1.6924,budget=5000
gated_inject_router_b5000,first_token_recall_D8,8,op_usage,0.011,T_c,0.011,0.0971,1.6924,budget=5000
gated_inject_router_b5000,first_token_recall_D8,8,op_usage,0.0024,T_z',0.0024,0.0971,1.6924,budget=5000
gated_inject_router_b5000,first_token_recall_D8,8,op_usage,0.0838,T_r*,0.0838,0.0971,1.6924,budget=5000
gated_inject_router_b5000,first_token_recall_D8,8,mean_attn_weight,0.1251,all,,0.0971,1.6924,"step=0,budget=5000"
gated_inject_router_b5000,first_token_recall_D8,8,mean_attn_weight,0.125,all,,0.0971,1.6924,"step=1,budget=5000"
gated_inject_router_b5000,first_token_recall_D8,8,mean_attn_weight,0.1249,all,,0.0971,1.6924,"step=2,budget=5000"
gated_inject_router_b5000,first_token_recall_D8,8,mean_attn_weight,0.1249,all,,0.0971,1.6924,"step=3,budget=5000"
gated_inject_router_b5000,first_token_recall_D8,8,mean_attn_weight,0.1249,all,,0.0971,1.6924,"step=4,budget=5000"
gated_inject_router_b5000,first_token_recall_D8,8,mean_attn_weight,0.125,all,,0.0971,1.6924,"step=5,budget=5000"
gated_inject_router_b5000,first_token_recall_D8,8,mean_attn_weight,0.1251,all,,0.0971,1.6924,"step=6,budget=5000"
gated_inject_router_b5000,first_token_recall_D8,8,mean_attn_weight,0.1251,all,,0.0971,1.6924,"step=7,budget=5000"
gated_inject_router_b5000,first_token_recall_D16,16,accuracy,0.24,all,,0.9024,1.7184,budget=5000
gated_inject_router_b5000,first_token_recall_D16,16,transport_frac,0.9024,all,,0.9024,1.7184,budget=5000
gated_inject_router_b5000,first_token_recall_D16,16,route_entropy,1.7184,all,,0.9024,1.7184,budget=5000
gated_inject_router_b5000,first_token_recall_D16,16,op_usage,0.056,T_b,0.056,0.9024,1.7184,budget=5000
gated_inject_router_b5000,first_token_recall_D16,16,op_usage,0.0345,T_x,0.0345,0.9024,1.7184,budget=5000
gated_inject_router_b5000,first_token_recall_D16,16,op_usage,0.0071,T_y,0.0071,0.9024,1.7184,budget=5000
gated_inject_router_b5000,first_token_recall_D16,16,op_usage,0.0649,T_c,0.0649,0.9024,1.7184,budget=5000
gated_inject_router_b5000,first_token_recall_D16,16,op_usage,0.1142,T_z',0.1142,0.9024,1.7184,budget=5000
gated_inject_router_b5000,first_token_recall_D16,16,op_usage,0.7233,T_r*,0.7233,0.9024,1.7184,budget=5000
gated_inject_router_b5000,first_token_recall_D16,16,mean_attn_weight,0.0625,all,,0.9024,1.7184,"step=0,budget=5000"
gated_inject_router_b5000,first_token_recall_D16,16,mean_attn_weight,0.0625,all,,0.9024,1.7184,"step=1,budget=5000"
gated_inject_router_b5000,first_token_recall_D16,16,mean_attn_weight,0.0625,all,,0.9024,1.7184,"step=2,budget=5000"
gated_inject_router_b5000,first_token_recall_D16,16,mean_attn_weight,0.0625,all,,0.9024,1.7184,"step=3,budget=5000"
gated_inject_router_b5000,first_token_recall_D16,16,mean_attn_weight,0.0625,all,,0.9024,1.7184,"step=4,budget=5000"
gated_inject_router_b5000,first_token_recall_D16,16,mean_attn_weight,0.0625,all,,0.9024,1.7184,"step=5,budget=5000"
gated_inject_router_b5000,first_token_recall_D16,16,mean_attn_weight,0.0625,all,,0.9024,1.7184,"step=6,budget=5000"
gated_inject_router_b5000,first_token_recall_D16,16,mean_attn_weight,0.0625,all,,0.9024,1.7184,"step=7,budget=5000"
gated_inject_router_b5000,first_token_recall_D16,16,mean_attn_weight,0.0625,all,,0.9024,1.7184,"step=8,budget=5000"
gated_inject_router_b5000,first_token_recall_D16,16,mean_attn_weight,0.0625,all,,0.9024,1.7184,"step=9,budget=5000"
gated_inject_router_b5000,first_token_recall_D16,16,mean_attn_weight,0.0625,all,,0.9024,1.7184,"step=10,budget=5000"
gated_inject_router_b5000,first_token_recall_D16,16,mean_attn_weight,0.0625,all,,0.9024,1.7184,"step=11,budget=5000"
gated_inject_router_b5000,first_token_recall_D16,16,mean_attn_weight,0.0625,all,,0.9024,1.7184,"step=12,budget=5000"
gated_inject_router_b5000,first_token_recall_D16,16,mean_attn_weight,0.0625,all,,0.9024,1.7184,"step=13,budget=5000"
gated_inject_router_b5000,first_token_recall_D16,16,mean_attn_weight,0.0625,all,,0.9024,1.7184,"step=14,budget=5000"
gated_inject_router_b5000,first_token_recall_D16,16,mean_attn_weight,0.0625,all,,0.9024,1.7184,"step=15,budget=5000"
