case,D,timestep,match_flag,success_flag,full_radial,subspace_radial,radial_ratio,cos_metric,sin_metric,candidate_name,candidate_value,n_samples,notes
E_phase_evolution,32,15,1,0,3.162278,1.000000,0.316228,-0.114625,-0.086957,h3_h1_ratio,-1.558370,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,16,1,0,3.162278,1.000000,0.316228,-0.151515,-0.121212,step_cos,0.591568,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,16,1,0,3.162278,1.000000,0.316228,-0.151515,-0.121212,h1_cos,0.032676,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,16,1,0,3.162278,1.000000,0.316228,-0.151515,-0.121212,h3_h1_ratio,-4.636862,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,17,1,0,3.162278,1.000000,0.316228,-0.123847,-0.090909,step_cos,0.595520,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,17,1,0,3.162278,1.000000,0.316228,-0.123847,-0.090909,h1_cos,-0.037619,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,17,1,0,3.162278,1.000000,0.316228,-0.123847,-0.090909,h3_h1_ratio,-3.292175,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,18,1,0,3.162278,1.000000,0.316228,-0.077734,-0.073781,step_cos,0.595520,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,18,1,0,3.162278,1.000000,0.316228,-0.077734,-0.073781,h1_cos,-0.060814,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,18,1,0,3.162278,1.000000,0.316228,-0.077734,-0.073781,h3_h1_ratio,-1.278228,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,19,1,0,3.162278,1.000000,0.316228,-0.086957,-0.077734,step_cos,0.606061,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,19,1,0,3.162278,1.000000,0.316228,-0.086957,-0.077734,h1_cos,0.025326,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,19,1,0,3.162278,1.000000,0.316228,-0.086957,-0.077734,h3_h1_ratio,-3.433489,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,20,1,0,3.162278,1.000000,0.316228,-0.113307,-0.109354,step_cos,0.617918,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,20,1,0,3.162278,1.000000,0.316228,-0.113307,-0.109354,h1_cos,0.003083,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,20,1,0,3.162278,1.000000,0.316228,-0.113307,-0.109354,h3_h1_ratio,-36.756156,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,21,1,0,3.162278,1.000000,0.316228,-0.152833,-0.111989,step_cos,0.649539,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,21,1,0,3.162278,1.000000,0.316228,-0.152833,-0.111989,h1_cos,-0.085141,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,21,1,0,3.162278,1.000000,0.316228,-0.152833,-0.111989,h3_h1_ratio,-1.795061,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,22,1,0,3.162278,1.000000,0.316228,-0.119895,-0.110672,step_cos,0.592885,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,22,1,0,3.162278,1.000000,0.316228,-0.119895,-0.110672,h1_cos,0.036159,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,22,1,0,3.162278,1.000000,0.316228,-0.119895,-0.110672,h3_h1_ratio,-3.315740,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,23,1,0,3.162278,1.000000,0.316228,-0.113307,-0.090909,step_cos,0.664032,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,23,1,0,3.162278,1.000000,0.316228,-0.113307,-0.090909,h1_cos,-0.051664,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,23,1,0,3.162278,1.000000,0.316228,-0.113307,-0.090909,h3_h1_ratio,-2.193161,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,24,1,0,3.162278,1.000000,0.316228,-0.148880,-0.055336,step_cos,0.629776,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,24,1,0,3.162278,1.000000,0.316228,-0.148880,-0.055336,h1_cos,-0.110690,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,24,1,0,3.162278,1.000000,0.316228,-0.148880,-0.055336,h3_h1_ratio,-1.345013,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,25,1,0,3.162278,1.000000,0.316228,-0.162055,-0.063241,step_cos,0.625824,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,25,1,0,3.162278,1.000000,0.316228,-0.162055,-0.063241,h1_cos,0.037042,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,25,1,0,3.162278,1.000000,0.316228,-0.162055,-0.063241,h3_h1_ratio,-4.374931,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,26,1,0,3.162278,1.000000,0.316228,-0.146245,-0.076416,step_cos,0.704875,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,26,1,0,3.162278,1.000000,0.316228,-0.146245,-0.076416,h1_cos,-0.037266,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,26,1,0,3.162278,1.000000,0.316228,-0.146245,-0.076416,h3_h1_ratio,-3.924397,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,27,1,0,3.162278,1.000000,0.316228,-0.106719,-0.100132,step_cos,0.678524,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,27,1,0,3.162278,1.000000,0.316228,-0.106719,-0.100132,h1_cos,-0.079871,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,27,1,0,3.162278,1.000000,0.316228,-0.106719,-0.100132,h3_h1_ratio,-1.336154,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,28,1,0,3.162278,1.000000,0.316228,-0.150198,-0.106719,step_cos,0.642951,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,28,1,0,3.162278,1.000000,0.316228,-0.150198,-0.106719,h1_cos,0.047453,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,28,1,0,3.162278,1.000000,0.316228,-0.150198,-0.106719,h3_h1_ratio,-3.165202,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,29,1,0,3.162278,1.000000,0.316228,-0.175231,-0.110672,step_cos,0.671937,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,29,1,0,3.162278,1.000000,0.316228,-0.175231,-0.110672,h1_cos,-0.061782,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,29,1,0,3.162278,1.000000,0.316228,-0.175231,-0.110672,h3_h1_ratio,-2.836286,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,30,1,0,3.162278,1.000000,0.316228,-0.142292,-0.101449,step_cos,0.700922,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,30,1,0,3.162278,1.000000,0.316228,-0.142292,-0.101449,h1_cos,-0.097128,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,30,1,0,3.162278,1.000000,0.316228,-0.142292,-0.101449,h3_h1_ratio,-1.465005,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,31,1,0,3.162278,1.000000,0.316228,-0.204216,-0.105402,step_cos,0.708827,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,31,1,0,3.162278,1.000000,0.316228,-0.204216,-0.105402,h1_cos,0.041489,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,31,1,0,3.162278,1.000000,0.316228,-0.204216,-0.105402,h3_h1_ratio,-4.922138,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,32,1,0,3.162278,1.000000,0.316228,-0.295125,-0.080369,step_cos,0.706192,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,32,1,0,3.162278,1.000000,0.316228,-0.295125,-0.080369,h1_cos,0.005610,759,eps=0.0; D=32; failure; phase_tracking
E_phase_evolution,32,32,1,0,3.162278,1.000000,0.316228,-0.295125,-0.080369,h3_h1_ratio,-52.602761,759,eps=0.0; D=32; failure; phase_tracking
