model,test_loss,test_accuracy,transfer_query_accuracy,param_count,effective_state_size,train_seconds,eval_seconds
geometry_native_sequence_model_v11,1.610011100769043,0.8835018277168274,0.9690322875976562,5699,10,2.0624891670886427,0.00524491595569998
tiny_transformer_baseline_v11,2.036663055419922,0.47736671566963196,0.5103225708007812,70019,64,5.3558977079810575,0.027711333939805627
