tuplet_name,offsets,parent_W,child_W,new_prime,visible_H_first,pre_threshold_H,parent_class_b,parent_class_spin,parent_class_frequency,parent_class_mass_fraction,child_future_classes_produced,extra_child_classes_produced,visible_after_additional_horizon_step
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00000000100000000010000000000000000000000001000010,24,0.0002820708703061644,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00000000100000000010000000000000000000100000000000,25,0.00029382382323558796,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00000000100000000010000000000000000000100000000010,68,0.0007992007992007992,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00000000100001000000000000000000000000000000000000,24,0.0002820708703061644,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00000000100001000000000000000000000000000000000010,44,0.0005171299288946348,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00000000100001000000000000000000000000000001000000,31,0.00036434154081212903,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00000000100001000000000000000000000000100000000000,28,0.00032908268202385847,6,5,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00000000100001000000000000000000000000100000000010,84,0.0009872480460715754,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00000000100001000000000000000000000000100001000000,32,0.0003760944937415526,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000000000000000000000000000000000000000000,17,0.0001998001998001998,2,1,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000000000000000000000000000000000000000010,16,0.0001880472468707763,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000000000000000000000000000000000001000000,45,0.0005288828818240583,4,3,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000000000000000000000000000000000001000010,20,0.00023505905858847037,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000000000000000000000000000000100000000000,31,0.00036434154081212903,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000000000000000000000000000000100000000010,11,0.0001292824822236587,4,3,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000000000000000000000000000000100001000000,30,0.00035258858788270555,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000000000010000000000000000000000000000000,34,0.0003996003996003996,4,3,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000000000010000000000000000000000000000010,52,0.0006111535523300229,6,5,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000000000010000000000000000000000001000000,45,0.0005288828818240583,7,6,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000000000010000000000000000000000001000010,24,0.0002820708703061644,9,8,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000000000010000000000000000000100000000000,11,0.0001292824822236587,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000000000010000000000000000000100000000010,12,0.0001410354351530822,7,6,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000000000010000000000000000000100001000000,14,0.00016454134101192923,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000001000000000000000000000000000000000000,16,0.0001880472468707763,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000001000000000000000000000000000000000010,5,5.876476464711759e-05,4,3,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000001000000000000000000000000000001000000,99,0.0011635423400129282,6,5,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000001000000000000000000000000000001000010,25,0.00029382382323558796,7,6,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000001000000000000000000000000100000000000,30,0.00035258858788270555,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000001000000000000000000000000100001000000,74,0.0008697185167773403,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000001000010000000000000000000000000000000,25,0.00029382382323558796,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000001000010000000000000000000000000000010,18,0.0002115531527296233,7,6,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000001000010000000000000000000000001000000,56,0.0006581653640477169,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000001000010000000000000000000000001000010,24,0.0002820708703061644,10,9,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000001000010000000000000000000100000000000,14,0.00016454134101192923,7,6,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000000001000010000000000000000000100001000000,10,0.00011752952929423518,10,9,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000100000000000000000000000000000000000000000,4,4.701181171769407e-05,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000100000000000000000000000000000000000000010,8,9.402362343538814e-05,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000100000000000000000000000000000000001000000,20,0.00023505905858847037,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000100000000000000000000000000000000001000010,36,0.0004231063054592466,7,6,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000100000000000000000000000000000100000000000,9,0.00010577657636481166,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000100000000000000000000000000000100000000010,19,0.00022330610565904683,7,6,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000100000000010000000000000000000000000000000,4,4.701181171769407e-05,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000100000000010000000000000000000000000000010,36,0.0004231063054592466,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000100000000010000000000000000000000001000000,12,0.0001410354351530822,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000100000000010000000000000000000000001000010,60,0.0007051771757654111,11,10,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000100000000010000000000000000000100000000000,5,5.876476464711759e-05,7,6,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,33,00010000100000000010000000000000000000100000000010,30,0.00035258858788270555,10,9,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000000000000000000000000000000000000000100,12,0.0001410354351530822,2,1,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000000000000000000000000000000000010000000,17,0.0001998001998001998,2,1,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000000000000000000000000000000000010000100,4,4.701181171769407e-05,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000000000000000000000000000001000000000000,50,0.0005876476464711759,2,1,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000000000000000000000000000001000000000100,23,0.00027031791737674093,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000000000000000000000000000001000010000000,15,0.00017629429394135277,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000000000100000000000000000000000000000000,47,0.0005523887876829053,2,1,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000000000100000000000000000000000000000100,39,0.0004583651642475172,4,3,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000000000100000000000000000000000010000000,37,0.00043485925838867017,4,3,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000000000100000000000000000000000010000100,4,4.701181171769407e-05,6,5,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000000000100000000000000000001000000000000,16,0.0001880472468707763,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000000000100000000000000000001000000000100,18,0.0002115531527296233,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000000000100000000000000000001000010000000,9,0.00010577657636481166,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000010000000000000000000000000000000000000,46,0.0005406358347534819,2,1,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000010000000000000000000000000000000000100,29,0.000340835634953282,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000010000000000000000000000000000010000000,63,0.0007404360345536817,4,3,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000010000000000000000000000000000010000100,6,7.05177175765411e-05,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000010000000000000000000000001000000000000,52,0.0006111535523300229,4,3,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000010000000000000000000000001000000000100,44,0.0005171299288946348,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000010000000000000000000000001000010000000,26,0.00030557677616501144,6,5,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000010000100000000000000000000000000000000,20,0.00023505905858847037,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000010000100000000000000000000000000000100,13,0.00015278838808250572,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000010000100000000000000000000000010000000,44,0.0005171299288946348,6,5,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000010000100000000000000000000000010000100,8,9.402362343538814e-05,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000010000100000000000000000001000000000000,9,0.00010577657636481166,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000000000010000100000000000000000001000010000000,2,2.3505905858847036e-05,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000000000000000000000000000000000000000000,24,0.0002820708703061644,2,1,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000000000000000000000000000000000000000100,20,0.00023505905858847037,4,3,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000000000000000000000000000000000010000000,14,0.00016454134101192923,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000000000000000000000000000000000010000100,8,9.402362343538814e-05,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000000000000000000000000000001000000000000,82,0.0009637421402127284,4,3,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000000000000000000000000000001000000000100,87,0.001022506904859846,6,5,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000000000000000000000000000001000010000000,31,0.00036434154081212903,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000000000100000000000000000000000000000000,30,0.00035258858788270555,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000000000100000000000000000000000000000100,70,0.0008227067050596463,6,5,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000000000100000000000000000000000010000000,32,0.0003760944937415526,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000000000100000000000000000000000010000100,24,0.0002820708703061644,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000000000100000000000000000001000000000000,25,0.00029382382323558796,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000000000100000000000000000001000000000100,68,0.0007992007992007992,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000010000000000000000000000000000000000000,24,0.0002820708703061644,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000010000000000000000000000000000000000100,44,0.0005171299288946348,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000010000000000000000000000000000010000000,31,0.00036434154081212903,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000010000000000000000000000001000000000000,28,0.00032908268202385847,6,5,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000010000000000000000000000001000000000100,84,0.0009872480460715754,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00000001000010000000000000000000000001000010000000,32,0.0003760944937415526,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000000000000000000000000000000000000000000,17,0.0001998001998001998,2,1,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000000000000000000000000000000000000000100,16,0.0001880472468707763,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000000000000000000000000000000000010000000,45,0.0005288828818240583,4,3,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000000000000000000000000000000000010000100,20,0.00023505905858847037,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000000000000000000000000000001000000000000,31,0.00036434154081212903,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000000000000000000000000000001000000000100,11,0.0001292824822236587,4,3,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000000000000000000000000000001000010000000,30,0.00035258858788270555,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000000000100000000000000000000000000000000,34,0.0003996003996003996,4,3,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000000000100000000000000000000000000000100,52,0.0006111535523300229,6,5,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000000000100000000000000000000000010000000,45,0.0005288828818240583,7,6,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000000000100000000000000000000000010000100,24,0.0002820708703061644,9,8,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000000000100000000000000000001000000000000,11,0.0001292824822236587,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000000000100000000000000000001000000000100,12,0.0001410354351530822,7,6,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000000000100000000000000000001000010000000,14,0.00016454134101192923,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000010000000000000000000000000000000000000,16,0.0001880472468707763,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000010000000000000000000000000000000000100,5,5.876476464711759e-05,4,3,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000010000000000000000000000000000010000000,99,0.0011635423400129282,6,5,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000010000000000000000000000000000010000100,25,0.00029382382323558796,7,6,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000010000000000000000000000001000000000000,30,0.00035258858788270555,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000010000000000000000000000001000010000000,74,0.0008697185167773403,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000010000100000000000000000000000000000000,25,0.00029382382323558796,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000010000100000000000000000000000000000100,18,0.0002115531527296233,7,6,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000010000100000000000000000000000010000000,56,0.0006581653640477169,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000010000100000000000000000000000010000100,24,0.0002820708703061644,10,9,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000010000100000000000000000001000000000000,14,0.00016454134101192923,7,6,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100000000010000100000000000000000001000010000000,10,0.00011752952929423518,10,9,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100001000000000000000000000000000000000000000000,4,4.701181171769407e-05,3,2,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100001000000000000000000000000000000000000000100,8,9.402362343538814e-05,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100001000000000000000000000000000000000010000000,20,0.00023505905858847037,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100001000000000000000000000000000000000010000100,36,0.0004231063054592466,7,6,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100001000000000000000000000000000001000000000000,9,0.00010577657636481166,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100001000000000000000000000000000001000000000100,19,0.00022330610565904683,7,6,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100001000000000100000000000000000000000000000000,4,4.701181171769407e-05,5,4,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100001000000000100000000000000000000000000000100,36,0.0004231063054592466,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100001000000000100000000000000000000000010000000,12,0.0001410354351530822,8,7,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100001000000000100000000000000000000000010000100,60,0.0007051771757654111,11,10,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100001000000000100000000000000000001000000000000,5,5.876476464711759e-05,7,6,1
double_twins_p13,"[0,2,26,28]",510510,9699690,19,51,50,34,00100001000000000100000000000000000001000000000100,30,0.00035258858788270555,10,9,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,0,00000000000000000000000000000000000010000000000000,14,0.002797202797202797,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,0,00000000000000000000000000000001000000000000000000,6,0.0011988011988011988,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,0,00000000000000000000000000000001000010000000000000,16,0.003196803196803197,4,3,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,0,00000000000000001000000000000000000000000000000000,15,0.002997002997002997,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,0,00000000000000001000000000000000000010000000000000,10,0.001998001998001998,3,2,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,0,00000000000000001000000000000001000000000000000000,11,0.002197802197802198,3,2,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,0,00000000000000001000000000000001000010000000000000,2,0.0003996003996003996,5,4,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,0,01000000000000000000000000000000000000000000000000,8,0.0015984015984015984,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,0,01000000000000000000000000000000000010000000000000,14,0.002797202797202797,4,3,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,0,01000000000000000000000000000001000000000000000000,12,0.0023976023976023976,3,2,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,0,01000000000000000000000000000001000010000000000000,4,0.0007992007992007992,6,5,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,0,01000000000000001000000000000000000000000000000000,12,0.0023976023976023976,3,2,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,0,01000000000000001000000000000000000010000000000000,1,0.0001998001998001998,5,4,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,0,01000000000000001000000000000001000000000000000000,10,0.001998001998001998,4,3,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,0,01000000000000001000000000000001000010000000000000,2,0.0003996003996003996,7,6,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,1,00000000000000000000000000000000000000000000000000,6,0.0011988011988011988,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,1,00000000000000000000000000000000000100000000000000,14,0.002797202797202797,4,3,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,1,00000000000000000000000000000010000000000000000000,6,0.0011988011988011988,3,2,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,1,00000000000000000000000000000010000100000000000000,16,0.003196803196803197,8,7,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,1,00000000000000010000000000000000000000000000000000,15,0.002997002997002997,4,3,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,1,00000000000000010000000000000000000100000000000000,10,0.001998001998001998,6,5,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,1,00000000000000010000000000000010000000000000000000,11,0.002197802197802198,6,5,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,1,00000000000000010000000000000010000100000000000000,2,0.0003996003996003996,5,4,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,1,10000000000000000000000000000000000000000000000000,8,0.0015984015984015984,4,3,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,1,10000000000000000000000000000000000100000000000000,14,0.002797202797202797,7,6,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,1,10000000000000000000000000000010000000000000000000,12,0.0023976023976023976,6,5,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,1,10000000000000000000000000000010000100000000000000,4,0.0007992007992007992,6,5,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,1,10000000000000010000000000000000000000000000000000,12,0.0023976023976023976,6,5,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,1,10000000000000010000000000000000000100000000000000,1,0.0001998001998001998,5,4,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,1,10000000000000010000000000000010000000000000000000,10,0.001998001998001998,8,7,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,1,10000000000000010000000000000010000100000000000000,2,0.0003996003996003996,7,6,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,2,00000000000000000000000000000000000000000000000001,12,0.0023976023976023976,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,2,00000000000000000000000000000000001000000000000000,10,0.001998001998001998,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,2,00000000000000000000000000000000001000000000000001,18,0.0035964035964035964,3,2,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,2,00000000000000000000000000000100000000000000000000,10,0.001998001998001998,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,2,00000000000000000000000000000100000000000000000001,8,0.0015984015984015984,3,2,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,2,00000000000000000000000000000100001000000000000000,16,0.003196803196803197,4,3,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,2,00000000000000000000000000000100001000000000000001,4,0.0007992007992007992,5,4,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,2,00000000000000100000000000000000000000000000000000,12,0.0023976023976023976,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,2,00000000000000100000000000000000000000000000000001,15,0.002997002997002997,4,3,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,2,00000000000000100000000000000000001000000000000000,8,0.0015984015984015984,3,2,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,2,00000000000000100000000000000000001000000000000001,3,0.0005994005994005994,5,4,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,2,00000000000000100000000000000100000000000000000000,18,0.0035964035964035964,3,2,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,2,00000000000000100000000000000100000000000000000001,3,0.0005994005994005994,5,4,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,2,00000000000000100000000000000100001000000000000000,4,0.0007992007992007992,5,4,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,3,00000000000000000000000000000000000000000000000010,12,0.0023976023976023976,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,3,00000000000000000000000000000000010000000000000000,10,0.001998001998001998,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,3,00000000000000000000000000000000010000000000000010,18,0.0035964035964035964,3,2,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,3,00000000000000000000000000001000000000000000000000,10,0.001998001998001998,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,3,00000000000000000000000000001000000000000000000010,8,0.0015984015984015984,3,2,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,3,00000000000000000000000000001000010000000000000000,16,0.003196803196803197,4,3,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,3,00000000000000000000000000001000010000000000000010,4,0.0007992007992007992,5,4,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,3,00000000000001000000000000000000000000000000000000,12,0.0023976023976023976,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,3,00000000000001000000000000000000000000000000000010,15,0.002997002997002997,4,3,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,3,00000000000001000000000000000000010000000000000000,8,0.0015984015984015984,3,2,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,3,00000000000001000000000000000000010000000000000010,3,0.0005994005994005994,5,4,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,3,00000000000001000000000000001000000000000000000000,18,0.0035964035964035964,3,2,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,3,00000000000001000000000000001000000000000000000010,3,0.0005994005994005994,5,4,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,3,00000000000001000000000000001000010000000000000000,4,0.0007992007992007992,5,4,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,4,00000000000000000000000000000000000000000000000100,12,0.0023976023976023976,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,4,00000000000000000000000000000000100000000000000000,10,0.001998001998001998,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,4,00000000000000000000000000000000100000000000000100,18,0.0035964035964035964,3,2,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,4,00000000000000000000000000010000000000000000000000,10,0.001998001998001998,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,4,00000000000000000000000000010000000000000000000100,8,0.0015984015984015984,3,2,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,4,00000000000000000000000000010000100000000000000000,16,0.003196803196803197,4,3,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,4,00000000000000000000000000010000100000000000000100,4,0.0007992007992007992,5,4,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,4,00000000000010000000000000000000000000000000000000,12,0.0023976023976023976,2,1,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,4,00000000000010000000000000000000000000000000000100,15,0.002997002997002997,4,3,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,4,00000000000010000000000000000000100000000000000000,8,0.0015984015984015984,3,2,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,4,00000000000010000000000000000000100000000000000100,3,0.0005994005994005994,5,4,1
quadruplet,"[0,2,6,8]",30030,510510,17,51,50,4,00000000000010000000000000010000000000000000000000,18,0.0035964035964035964,3,2,1
