modulus,a,b,exact,"num_full_states_(b,u,v)","num_quot_states_(b,psi)",compression_ratio
143,16.0,44.0,True,5005,5005.0,1.0
143,16.0,55.0,True,5005,5005.0,1.0
143,16.0,66.0,True,5005,5005.0,1.0
143,16.0,77.0,True,5005,5005.0,1.0
143,16.0,88.0,True,5005,5005.0,1.0
143,16.0,99.0,True,5005,5005.0,1.0
143,16.0,110.0,True,5005,5005.0,1.0
143,16.0,121.0,True,5005,5005.0,1.0
143,16.0,132.0,True,5005,5005.0,1.0
143,17.0,11.0,True,5005,5005.0,1.0
143,17.0,22.0,True,5005,5005.0,1.0
143,17.0,33.0,True,5005,5005.0,1.0
143,17.0,44.0,True,5005,5005.0,1.0
143,17.0,55.0,True,5005,5005.0,1.0
143,17.0,66.0,True,5005,5005.0,1.0
143,17.0,77.0,True,5005,5005.0,1.0
143,17.0,88.0,True,5005,5005.0,1.0
143,17.0,99.0,True,5005,5005.0,1.0
143,17.0,110.0,True,5005,5005.0,1.0
143,17.0,121.0,True,5005,5005.0,1.0
143,17.0,132.0,True,5005,5005.0,1.0
143,18.0,11.0,True,5005,5005.0,1.0
143,18.0,22.0,True,5005,5005.0,1.0
143,18.0,33.0,True,5005,5005.0,1.0
143,18.0,44.0,True,5005,5005.0,1.0
143,18.0,55.0,True,5005,5005.0,1.0
143,18.0,66.0,True,5005,5005.0,1.0
143,18.0,77.0,True,5005,5005.0,1.0
143,18.0,88.0,True,5005,5005.0,1.0
143,18.0,99.0,True,5005,5005.0,1.0
143,18.0,110.0,True,5005,5005.0,1.0
143,18.0,121.0,True,5005,5005.0,1.0
143,18.0,132.0,True,5005,5005.0,1.0
143,19.0,11.0,True,5005,5005.0,1.0
143,19.0,22.0,True,5005,5005.0,1.0
143,19.0,33.0,True,5005,5005.0,1.0
143,19.0,44.0,True,5005,5005.0,1.0
143,19.0,55.0,True,5005,5005.0,1.0
143,19.0,66.0,True,5005,5005.0,1.0
143,19.0,77.0,True,5005,5005.0,1.0
143,19.0,88.0,True,5005,5005.0,1.0
143,19.0,99.0,True,5005,5005.0,1.0
143,19.0,110.0,True,5005,5005.0,1.0
143,19.0,121.0,True,5005,5005.0,1.0
143,19.0,132.0,True,5005,5005.0,1.0
143,20.0,11.0,True,5005,5005.0,1.0
143,20.0,22.0,True,5005,5005.0,1.0
143,20.0,33.0,True,5005,5005.0,1.0
143,20.0,44.0,True,5005,5005.0,1.0
143,20.0,55.0,True,5005,5005.0,1.0
143,20.0,66.0,True,5005,5005.0,1.0
143,20.0,77.0,True,5005,5005.0,1.0
143,20.0,88.0,True,5005,5005.0,1.0
143,20.0,99.0,True,5005,5005.0,1.0
143,20.0,110.0,True,5005,5005.0,1.0
143,20.0,121.0,True,5005,5005.0,1.0
143,20.0,132.0,True,5005,5005.0,1.0
143,21.0,11.0,True,5005,5005.0,1.0
143,21.0,22.0,True,5005,5005.0,1.0
143,21.0,33.0,True,5005,5005.0,1.0
143,21.0,44.0,True,5005,5005.0,1.0
143,21.0,55.0,True,5005,5005.0,1.0
143,21.0,66.0,True,5005,5005.0,1.0
143,21.0,77.0,True,5005,5005.0,1.0
143,21.0,88.0,True,5005,5005.0,1.0
143,21.0,99.0,True,5005,5005.0,1.0
143,21.0,110.0,True,5005,5005.0,1.0
143,21.0,121.0,True,5005,5005.0,1.0
143,21.0,132.0,True,5005,5005.0,1.0
143,23.0,11.0,True,5005,5005.0,1.0
143,23.0,22.0,True,5005,5005.0,1.0
143,23.0,33.0,True,5005,5005.0,1.0
143,23.0,44.0,True,5005,5005.0,1.0
143,23.0,55.0,True,5005,5005.0,1.0
143,23.0,66.0,True,5005,5005.0,1.0
143,23.0,77.0,True,5005,5005.0,1.0
143,23.0,88.0,True,5005,5005.0,1.0
143,23.0,99.0,True,5005,5005.0,1.0
143,23.0,110.0,True,5005,5005.0,1.0
143,23.0,121.0,True,5005,5005.0,1.0
143,23.0,132.0,True,5005,5005.0,1.0
143,24.0,11.0,True,5005,5005.0,1.0
143,24.0,22.0,True,5005,5005.0,1.0
143,24.0,33.0,True,5005,5005.0,1.0
143,24.0,44.0,True,5005,5005.0,1.0
143,24.0,55.0,True,5005,5005.0,1.0
143,24.0,66.0,True,5005,5005.0,1.0
143,24.0,77.0,True,5005,5005.0,1.0
143,24.0,88.0,True,5005,5005.0,1.0
143,24.0,99.0,True,5005,5005.0,1.0
143,24.0,110.0,True,5005,5005.0,1.0
143,24.0,121.0,True,5005,5005.0,1.0
143,24.0,132.0,True,5005,5005.0,1.0
143,25.0,11.0,True,5005,5005.0,1.0
143,25.0,22.0,True,5005,5005.0,1.0
143,25.0,33.0,True,5005,5005.0,1.0
143,25.0,44.0,True,5005,5005.0,1.0
143,25.0,55.0,True,5005,5005.0,1.0
143,25.0,66.0,True,5005,5005.0,1.0
143,25.0,77.0,True,5005,5005.0,1.0
143,25.0,88.0,True,5005,5005.0,1.0
143,25.0,99.0,True,5005,5005.0,1.0
143,25.0,110.0,True,5005,5005.0,1.0
143,25.0,121.0,True,5005,5005.0,1.0
143,25.0,132.0,True,5005,5005.0,1.0
143,26.0,1.0,True,5005,5005.0,1.0
143,26.0,2.0,True,5005,5005.0,1.0
143,26.0,3.0,True,5005,5005.0,1.0
143,26.0,4.0,True,5005,5005.0,1.0
143,26.0,5.0,True,5005,5005.0,1.0
143,26.0,6.0,True,5005,5005.0,1.0
143,26.0,7.0,True,5005,5005.0,1.0
143,26.0,8.0,True,5005,5005.0,1.0
143,26.0,9.0,True,5005,5005.0,1.0
143,26.0,10.0,True,5005,5005.0,1.0
143,26.0,11.0,True,5005,5005.0,1.0
143,26.0,12.0,True,5005,5005.0,1.0
143,26.0,14.0,True,5005,5005.0,1.0
143,26.0,15.0,True,5005,5005.0,1.0
143,26.0,16.0,True,5005,5005.0,1.0
143,26.0,17.0,True,5005,5005.0,1.0
143,26.0,18.0,True,5005,5005.0,1.0
143,26.0,19.0,True,5005,5005.0,1.0
143,26.0,20.0,True,5005,5005.0,1.0
143,26.0,21.0,True,5005,5005.0,1.0
143,26.0,22.0,True,5005,5005.0,1.0
143,26.0,23.0,True,5005,5005.0,1.0
143,26.0,24.0,True,5005,5005.0,1.0
143,26.0,25.0,True,5005,5005.0,1.0
143,26.0,27.0,True,5005,5005.0,1.0
143,26.0,28.0,True,5005,5005.0,1.0
143,26.0,29.0,True,5005,5005.0,1.0
143,26.0,30.0,True,5005,5005.0,1.0
143,26.0,31.0,True,5005,5005.0,1.0
143,26.0,32.0,True,5005,5005.0,1.0
143,26.0,33.0,True,5005,5005.0,1.0
143,26.0,34.0,True,5005,5005.0,1.0
143,26.0,35.0,True,5005,5005.0,1.0
143,26.0,36.0,True,5005,5005.0,1.0
143,26.0,37.0,True,5005,5005.0,1.0
143,26.0,38.0,True,5005,5005.0,1.0
143,26.0,40.0,True,5005,5005.0,1.0
143,26.0,41.0,True,5005,5005.0,1.0
143,26.0,42.0,True,5005,5005.0,1.0
143,26.0,43.0,True,5005,5005.0,1.0
143,26.0,44.0,True,5005,5005.0,1.0
143,26.0,45.0,True,5005,5005.0,1.0
143,26.0,46.0,True,5005,5005.0,1.0
143,26.0,47.0,True,5005,5005.0,1.0
143,26.0,48.0,True,5005,5005.0,1.0
143,26.0,49.0,True,5005,5005.0,1.0
143,26.0,50.0,True,5005,5005.0,1.0
143,26.0,51.0,True,5005,5005.0,1.0
143,26.0,53.0,True,5005,5005.0,1.0
143,26.0,54.0,True,5005,5005.0,1.0
143,26.0,55.0,True,5005,5005.0,1.0
143,26.0,56.0,True,5005,5005.0,1.0
143,26.0,57.0,True,5005,5005.0,1.0
143,26.0,58.0,True,5005,5005.0,1.0
143,26.0,59.0,True,5005,5005.0,1.0
143,26.0,60.0,True,5005,5005.0,1.0
143,26.0,61.0,True,5005,5005.0,1.0
143,26.0,62.0,True,5005,5005.0,1.0
143,26.0,63.0,True,5005,5005.0,1.0
143,26.0,64.0,True,5005,5005.0,1.0
143,26.0,66.0,True,5005,5005.0,1.0
143,26.0,67.0,True,5005,5005.0,1.0
143,26.0,68.0,True,5005,5005.0,1.0
143,26.0,69.0,True,5005,5005.0,1.0
143,26.0,70.0,True,5005,5005.0,1.0
143,26.0,71.0,True,5005,5005.0,1.0
143,26.0,72.0,True,5005,5005.0,1.0
143,26.0,73.0,True,5005,5005.0,1.0
143,26.0,74.0,True,5005,5005.0,1.0
143,26.0,75.0,True,5005,5005.0,1.0
143,26.0,76.0,True,5005,5005.0,1.0
143,26.0,77.0,True,5005,5005.0,1.0
143,26.0,79.0,True,5005,5005.0,1.0
143,26.0,80.0,True,5005,5005.0,1.0
143,26.0,81.0,True,5005,5005.0,1.0
143,26.0,82.0,True,5005,5005.0,1.0
143,26.0,83.0,True,5005,5005.0,1.0
143,26.0,84.0,True,5005,5005.0,1.0
143,26.0,85.0,True,5005,5005.0,1.0
143,26.0,86.0,True,5005,5005.0,1.0
143,26.0,87.0,True,5005,5005.0,1.0
143,26.0,88.0,True,5005,5005.0,1.0
143,26.0,89.0,True,5005,5005.0,1.0
143,26.0,90.0,True,5005,5005.0,1.0
143,26.0,92.0,True,5005,5005.0,1.0
143,26.0,93.0,True,5005,5005.0,1.0
143,26.0,94.0,True,5005,5005.0,1.0
143,26.0,95.0,True,5005,5005.0,1.0
143,26.0,96.0,True,5005,5005.0,1.0
143,26.0,97.0,True,5005,5005.0,1.0
143,26.0,98.0,True,5005,5005.0,1.0
143,26.0,99.0,True,5005,5005.0,1.0
143,26.0,100.0,True,5005,5005.0,1.0
143,26.0,101.0,True,5005,5005.0,1.0
143,26.0,102.0,True,5005,5005.0,1.0
143,26.0,103.0,True,5005,5005.0,1.0
143,26.0,105.0,True,5005,5005.0,1.0
143,26.0,106.0,True,5005,5005.0,1.0
143,26.0,107.0,True,5005,5005.0,1.0
143,26.0,108.0,True,5005,5005.0,1.0
143,26.0,109.0,True,5005,5005.0,1.0
143,26.0,110.0,True,5005,5005.0,1.0
143,26.0,111.0,True,5005,5005.0,1.0
143,26.0,112.0,True,5005,5005.0,1.0
143,26.0,113.0,True,5005,5005.0,1.0
143,26.0,114.0,True,5005,5005.0,1.0
143,26.0,115.0,True,5005,5005.0,1.0
143,26.0,116.0,True,5005,5005.0,1.0
143,26.0,118.0,True,5005,5005.0,1.0
143,26.0,119.0,True,5005,5005.0,1.0
143,26.0,120.0,True,5005,5005.0,1.0
143,26.0,121.0,True,5005,5005.0,1.0
143,26.0,122.0,True,5005,5005.0,1.0
143,26.0,123.0,True,5005,5005.0,1.0
143,26.0,124.0,True,5005,5005.0,1.0
143,26.0,125.0,True,5005,5005.0,1.0
143,26.0,126.0,True,5005,5005.0,1.0
143,26.0,127.0,True,5005,5005.0,1.0
143,26.0,128.0,True,5005,5005.0,1.0
143,26.0,129.0,True,5005,5005.0,1.0
143,26.0,131.0,True,5005,5005.0,1.0
143,26.0,132.0,True,5005,5005.0,1.0
143,26.0,133.0,True,5005,5005.0,1.0
143,26.0,134.0,True,5005,5005.0,1.0
143,26.0,135.0,True,5005,5005.0,1.0
143,26.0,136.0,True,5005,5005.0,1.0
143,26.0,137.0,True,5005,5005.0,1.0
143,26.0,138.0,True,5005,5005.0,1.0
143,26.0,139.0,True,5005,5005.0,1.0
143,26.0,140.0,True,5005,5005.0,1.0
143,26.0,141.0,True,5005,5005.0,1.0
143,26.0,142.0,True,5005,5005.0,1.0
143,27.0,11.0,True,5005,5005.0,1.0
143,27.0,22.0,True,5005,5005.0,1.0
143,27.0,33.0,True,5005,5005.0,1.0
143,27.0,44.0,True,5005,5005.0,1.0
143,27.0,55.0,True,5005,5005.0,1.0
143,27.0,66.0,True,5005,5005.0,1.0
143,27.0,77.0,True,5005,5005.0,1.0
143,27.0,88.0,True,5005,5005.0,1.0
143,27.0,99.0,True,5005,5005.0,1.0
143,27.0,110.0,True,5005,5005.0,1.0
143,27.0,121.0,True,5005,5005.0,1.0
143,27.0,132.0,True,5005,5005.0,1.0
143,28.0,11.0,True,5005,5005.0,1.0
143,28.0,22.0,True,5005,5005.0,1.0
143,28.0,33.0,True,5005,5005.0,1.0
143,28.0,44.0,True,5005,5005.0,1.0
143,28.0,55.0,True,5005,5005.0,1.0
143,28.0,66.0,True,5005,5005.0,1.0
143,28.0,77.0,True,5005,5005.0,1.0
143,28.0,88.0,True,5005,5005.0,1.0
143,28.0,99.0,True,5005,5005.0,1.0
143,28.0,110.0,True,5005,5005.0,1.0
143,28.0,121.0,True,5005,5005.0,1.0
143,28.0,132.0,True,5005,5005.0,1.0
143,29.0,11.0,True,5005,5005.0,1.0
143,29.0,22.0,True,5005,5005.0,1.0
143,29.0,33.0,True,5005,5005.0,1.0
143,29.0,44.0,True,5005,5005.0,1.0
143,29.0,55.0,True,5005,5005.0,1.0
143,29.0,66.0,True,5005,5005.0,1.0
143,29.0,77.0,True,5005,5005.0,1.0
143,29.0,88.0,True,5005,5005.0,1.0
143,29.0,99.0,True,5005,5005.0,1.0
143,29.0,110.0,True,5005,5005.0,1.0
143,29.0,121.0,True,5005,5005.0,1.0
143,29.0,132.0,True,5005,5005.0,1.0
143,30.0,11.0,True,5005,5005.0,1.0
143,30.0,22.0,True,5005,5005.0,1.0
143,30.0,33.0,True,5005,5005.0,1.0
143,30.0,44.0,True,5005,5005.0,1.0
143,30.0,55.0,True,5005,5005.0,1.0
143,30.0,66.0,True,5005,5005.0,1.0
143,30.0,77.0,True,5005,5005.0,1.0
143,30.0,88.0,True,5005,5005.0,1.0
143,30.0,99.0,True,5005,5005.0,1.0
143,30.0,110.0,True,5005,5005.0,1.0
