W,A11_real,A11_imag,A12_real,A12_imag,A21_real,A21_imag,A22_real,A22_imag,pc1_energy_fraction,pc2_energy_fraction
2310,0.8983760849663115,-0.08880366629773849,-0.039356673846006586,-0.0034115352507649993,0.042786151028298615,-0.01751126105105044,0.8892746033337932,0.09047063246159148,0.012500000000000039,0.02500000000000006
30030,0.9345988395456802,0.018794176504142775,-0.030155100723604274,-0.0345942508377112,0.033092209355086916,-0.03440114698040939,0.910841528310494,-0.18722608986963207,0.012500000000000022,0.025000000000000043
510510,0.8962843809350416,0.14766285336263402,-0.008626582572392249,-0.07947888604506616,0.003769761204860016,-0.07926681504970176,0.8889706531912692,-0.1850866972009784,0.01250000000000004,0.025000000000000064
