W,eig_index,eig_real,eig_imag,eig_abs,eig_angle
2310,1,0.8952050860855073,-0.09795757861017085,0.9005486290925817,-0.1089911030061078
2310,2,0.892445602214597,0.09962454477402383,0.8979889770111915,0.11117068499793686
30030,1,0.9330748883279715,0.028767165052859922,0.9335182360368944,0.030820736922004915
30030,2,0.9123654795282029,-0.19719907841834902,0.9334335781210004,-0.2128659588509259
510510,1,0.8969676654614138,0.1657293652201648,0.9121497768346917,0.1827057564793521
510510,2,0.8882873686648968,-0.2031532090585093,0.91122207813484,-0.22483537237265974
