wheel_W,orbit_length_L,full_pair_exact,"num_distinct_(b,u11,v13)_states",num_admissible_states,u11_alone_globally_suffices,v13_alone_globally_suffices,num_exact_1D_linear_quotients_found
30030,5005,True,5005,189,False,False,2760
