qdim,W_left,W_right,direct_relative_matrix_distance,conjugated_relative_distance,eigenvalue_distance
2,2310,30030,0.22963414348413963,0.25755867519380815,0.32556773085731494
2,2310,510510,0.29423818290085824,0.31799065183233904,0.40152904023839525
2,30030,510510,0.11992760118517425,0.10907316277352071,0.14379701983083623
3,2310,30030,0.2024662673188827,0.22488903815075928,0.3054428230998934
3,2310,510510,0.2530970235257365,0.16431268032925264,0.3906346752752982
3,30030,510510,0.12779775772313318,0.21630178647489043,0.16219562976570556
