num_points,num_torus_modes_used,pc2_energy_fraction,transport_rel_error_C2_embedding,transport_rel_error_C1_embedding,transport_rel_error_single_mode_char_10,A_11_real,A_11_imag,A_12_real,A_12_imag,A_21_real,A_21_imag,A_22_real,A_22_imag
5005,80,0.025000000000000043,0.3585395822655354,0.35520668356521495,1.1424600880482173e-15,0.9345988395456802,0.018794176504142775,-0.030155100723604274,-0.0345942508377112,0.033092209355086916,-0.03440114698040939,0.910841528310494,-0.18722608986963207
