matrix_name,W,eig_index,eig_real,eig_imag,eig_abs,eig_angle
A_star_shared,,1,0.9772077983103942,0.0080937223723965,0.9772413158583142,0.008282309369751719
A_star_shared,,2,0.9391973066188745,-0.039723900660880274,0.9400370040822135,-0.04227039216548838
A_test_scale_specific,9699690,1,0.9833365762038013,0.004837307236634641,0.9833484741644316,0.004919239591438225
A_test_scale_specific,9699690,2,0.936623750126586,-0.028572996369631398,0.9370594780603462,-0.030496917889478725
