qdim,mean_transport_rel_error,mean_captured_energy,mean_conjugated_relative_distance,mean_direct_relative_distance
2,0.4022190612194027,0.025000000000000053,0.2282074965998893,0.214599975856724
3,0.40468441772847125,0.03750000000000007,0.2018345016516341,0.19445368285591746
