j,b_mod_35,f_mod_143,admissible_bit,z1_real,z1_imag,z2_real,z2_imag,radius_C2,local_transport_error
761,26,21,0,-0.22590017602795756,-0.24301172796455472,0.5474136704045023,-0.243011639820864,0.6846911516092021,0.3436035575796589
762,27,21,0,-0.3324041035099877,-0.5121416497744419,0.2789417652702277,-0.22234228961378183,0.7071252785940658,0.3798410264905554
763,28,21,0,-0.4544695218082899,-0.7567353269697871,0.07443468073963548,-0.05740412955953989,0.8877086555419105,0.36671072113293846
764,29,21,0,-0.5089106485349849,-0.9639404553231428,-0.028672375363381332,0.17427990663054443,1.1042494467125699,0.3022211705085785
765,30,21,0,-0.44536876101960143,-1.1215306841442412,-0.026199138143883655,0.36936043725883605,1.2622590606609663,0.23459105421712786
766,31,21,0,-0.2694251005096655,-1.2198530294508925,0.05402139595741865,0.44270869684946174,1.326476761851673,0.21658862537397192
767,32,21,0,-0.03717990050713259,-1.2564102060148583,0.15860827183327786,0.36437309612590224,1.3182842211959962,0.21174929548008994
768,33,21,0,0.17486230212961135,-1.2397453936600664,0.22097774687195212,0.17259728031973498,1.2830301834305358,0.16829885441140538
769,34,21,0,0.30851145345666897,-1.1892948800833305,0.17956513937019514,-0.04338923306635811,1.2424684678210127,0.15458765928870502
770,0,22,0,0.37329983036472547,-1.22334475140352,0.052048933314702596,-0.15587606864236353,1.2895470462032281,0.30572509572510553
771,1,22,0,0.34404587700802014,-1.2101883549161943,-0.3030396433695316,-0.15870516659149814,1.3038189196423522,0.41718431120098864
772,2,22,0,0.32385129912264843,-1.190990405858889,-0.7225501728379509,-0.007964060073723404,1.4302027790884615,0.43399350691668787
773,3,22,0,0.3614661168405019,-1.1545759746911026,-1.0859930671677354,0.23846477569260893,1.6431524050252224,0.32182242008826056
774,4,22,0,0.46222294968884675,-1.0973614198093664,-1.2638499147269522,0.4779236200572073,1.8009940961782736,0.11440001603290564
775,5,22,0,0.5815902892402408,-1.0269197417245874,-1.1603987030956489,0.6055407674871451,1.7623893416941743,0.26477523017774474
776,6,22,0,0.6460594805192483,-0.9604734312587625,-0.7516414152468844,0.5567934019289078,1.4882492311668392,0.5601874255609799
777,7,22,0,0.5914042900407407,-0.9189882419332487,-0.10407810924819032,0.3318751128187125,1.146852983787925,0.760175108788665
778,8,22,0,0.39906825487877456,-0.9192065235304355,0.6347410751258993,-0.0074811360328124665,1.1862328206558879,0.7910551108210191
779,9,22,0,0.11173091784741697,-0.9666172538863945,1.273632747816019,-0.3654262380090768,1.6439310889598597,0.636446141965066
780,10,22,0,-0.1810012246606067,-1.051849286523415,1.6327584058721507,-0.6499334820653754,2.0560792562409276,0.36446342586388
781,11,22,0,-0.38112469513212255,-1.1516152770689485,1.5987162089322726,-0.8040469842716796,2.161910925370725,0.28276029271119
782,12,22,0,-0.42706716431441394,-1.2337450368426164,1.1613215993529633,-0.8179593458620248,1.9293103761126926,0.5266221456622188
783,13,22,0,-0.3232058208757727,-1.2646493019617753,0.4193904860910514,-0.7196211269591909,1.5484000793690536,0.6978819240193472
784,14,22,0,-0.1393411747952214,-1.2171074285537868,-0.44670956350993973,-0.5519731906313575,1.4159767981648308,0.6917599656049179
785,15,22,0,0.02038839975025703,-1.0765614347497883,-1.2267004123600556,-0.3503813326475793,1.6694194169192842,0.5311281718039669
786,16,22,1,0.06496086606998763,-0.8448130095595023,-1.7392941824597092,-0.13200214984367947,1.9392002877328294,0.35583116417767535
787,17,22,0,-0.04191992706907715,-0.5407578106320644,-1.8797255263188588,0.09901924613707473,1.9589153007328637,0.4020488820228164
788,18,22,0,-0.2656550791434557,-0.19827949598122133,-1.6421230895703716,0.33605727704594746,1.7086222854560225,0.5549011257990195
789,19,22,0,-0.5175657109247657,0.13836281162063155,-1.1121224406168642,0.5557237770313048,1.3537591263020814,0.6200243233684254
790,20,22,0,-0.6965509698050409,0.4212060858711838,-0.4350074464283825,0.715623120957758,1.1678808800595761,0.5625014221477681
791,21,22,0,-0.7357032941843833,0.6066258423249647,0.22835137138050007,0.7680178609231136,1.245491884019521,0.4228642613402159
792,22,22,0,-0.6318472329515161,0.6636102126124871,0.7435136538577777,0.6837584725645216,1.3637989743172523,0.2795239846458547
793,23,22,0,-0.44440066115749827,0.5806177628433252,1.0311541131084538,0.47389334651994397,1.3499861640116033,0.22840884449959273
794,24,22,0,-0.2648176998023485,0.3691395159521804,1.077117384182844,0.1959377788032453,1.1853125616634874,0.28211466730440615
795,25,22,0,-0.17191733118283564,0.06246154485485191,0.9248585829679996,-0.061537839935276936,0.9447789781637606,0.3595695106795705
796,26,22,0,-0.1948443971480923,-0.29078400262976944,0.6556817119757057,-0.21163437701676355,0.7728048215688481,0.41600525588936416
797,27,22,0,-0.3012288487737614,-0.6371280425641659,0.36373719744116007,-0.20539908612751495,0.8192462971167943,0.42630066179980497
798,28,22,0,-0.4154932218653962,-0.9301971134689375,0.13192950467281286,-0.05470804806599114,1.0287369207180401,0.38111832085828296
799,29,22,0,-0.45748886912506853,-1.1406655924505964,0.013027463355796565,0.1701448291094838,1.2407792055189297,0.30123588742892665
800,30,22,0,-0.3819759923220888,-1.2612087865730666,0.018599630983075766,0.3688347678086528,1.3685533582059273,0.23752290581723967
801,31,22,1,-0.19956083574800618,-1.3049681371401287,0.11738494004148849,0.45384734783456193,1.4009007835676408,0.21839169588574522
802,32,22,0,0.030640585330033006,-1.2982170450298443,0.2439403490069386,0.3889395935059166,1.3773479018554327,0.19763070873664645
803,33,22,0,0.23205341270749855,-1.2699257234581902,0.3170599689937313,0.2056648447624534,1.345133889900732,0.14999614641759487
804,34,22,0,0.34909258849579333,-1.2419670031210088,0.2650633147529385,-0.010060643397844592,1.317082931920943,0.18814907398820782
805,0,23,0,0.4044409109283826,-1.3092826441612906,0.11015662037060106,-0.13130942075604202,1.3810033083687094,0.3544885264526121
806,1,23,0,0.3531143166579778,-1.3333609635807007,-0.28294747647088636,-0.14109295993487764,1.4150998825574514,0.4577561299634867
807,2,23,0,0.3176290354387409,-1.322548115542811,-0.7402659284207016,0.010986414766576096,1.548591640223326,0.4622136959672334
808,3,23,0,0.348743943909863,-1.2582018311404843,-1.1295090456321264,0.27397118134099757,1.748011750151941,0.3402530891131644
809,4,23,0,0.4514624232972454,-1.148146518811635,-1.314300649853804,0.5460261243006712,1.883504572581028,0.11446677880794641
810,5,23,0,0.5794229008572068,-1.0244531961475516,-1.198987191620032,0.7156540158372978,1.8261889839739087,0.24161516932683455
811,6,23,0,0.6566808619191976,-0.9293906921972771,-0.7652854183401046,0.706239708146564,1.5425411210210271,0.5438154338533261
812,7,23,0,0.6164339917753888,-0.8965894103268461,-0.08754745472961191,0.5049315015458121,1.2026985553368406,0.7520062078830249
813,8,23,0,0.4373715555490966,-0.9363481737155337,0.6803796283502891,0.16453863952324893,1.2482111931055941,0.792231997830529
814,9,23,0,0.15904001026054018,-1.0315795007976898,1.3445046843620587,-0.22048467039580003,1.716320578295543,0.6442744341193013
815,10,23,0,-0.13232418905798668,-1.1455036646000911,1.7250235526769697,-0.5516845768115637,2.1470329448343635,0.3654328286320245
816,11,23,0,-0.3415282044104402,-1.2366195343022544,1.7088747006417915,-0.7606862615442226,2.2682076002917904,0.24363836218471796
817,12,23,0,-0.40793913250201475,-1.2734377793742484,1.2838816185650395,-0.8258309709403162,2.0293858472004587,0.49446397786384283
818,13,23,0,-0.3337675770680168,-1.2423297382849354,0.5436681027675454,-0.7669718782721736,1.5932999849859344,0.6846192911359916
819,14,23,0,-0.1831552507901583,-1.1459837840546434,-0.337998003234487,-0.6247215982483132,1.3606411741221978,0.7022694995091889
820,15,23,0,-0.052081640093446034,-0.995096555914512,-1.1550456528649349,-0.4370697289503594,1.5868490983690513,0.5601130170567977
821,16,23,0,-0.023218989975617083,-0.7993412841989702,-1.7241327424263098,-0.2258318679352876,1.9139277301408106,0.3644978289294956
822,17,23,0,-0.12721561467025752,-0.5635867019551438,-1.9305016344567463,0.0014736191202222749,2.0151060804409497,0.346221304029324
823,18,23,0,-0.32885492930687904,-0.2918789126833808,-1.752250611551386,0.23808791152785136,1.822198376548658,0.5003103072446523
824,19,23,0,-0.5445677240447125,0.0032627685594445654,-1.258116202528063,0.4633668061803342,1.4471108554161662,0.609333012663553
825,20,23,0,-0.6826819779004516,0.292431572157858,-0.582055121998169,0.6381825815651413,1.1391383058269267,0.6074000371923345
826,21,23,0,-0.6869169982355406,0.5283989294755478,0.11593728643228977,0.7156463631592757,1.1298900666101157,0.5027451269527938
827,22,23,0,-0.5622395803080706,0.6558992835515829,0.6908659153960057,0.6632280252112039,1.2897613509134118,0.34047241769636993
828,23,23,0,-0.37092952286495057,0.6298116437612175,1.0450427151557302,0.48482408891000195,1.364338701070046,0.22363870489774967
829,24,23,0,-0.2012418784772488,0.434446041080504,1.145003950156671,0.22968993141927901,1.2621541770850928,0.2903843423827051
830,25,23,0,-0.12428246483852257,0.09490580033126832,1.021189236253679,-0.01935505168776836,1.0332740760655257,0.4161560481579755
831,26,23,0,-0.16019571721473833,-0.3258740433676276,0.7527031870553168,-0.17590097297130022,0.854025643672479,0.48492570136790925
832,27,23,0,-0.26989886795592055,-0.744817873374598,0.44221287328362696,-0.1857920132557527,0.9261047245908711,0.47056930476053277
833,28,23,0,-0.37587013608690345,-1.0848966698229274,0.1872833365295401,-0.05223721107269383,1.1645097327876464,0.39237790496275055
834,29,23,0,-0.40123213421438975,-1.2994471692309963,0.05457937095785694,0.16270565877882426,1.370767015317151,0.3033115581412783
835,30,23,0,-0.30758801526754287,-1.384696322111906,0.06268305669755374,0.36281566928255116,1.4654551057880825,0.2566491195319955
836,31,23,0,-0.11302974411320112,-1.3755074222749435,0.17781496262356664,0.4588594795591066,1.4652530753087776,0.23662644408042488
837,32,23,0,0.1181356928497681,-1.3266144134241573,0.32431910987805335,0.40823691203151063,1.4302804288694337,0.1898079522767684
838,33,23,0,0.3082121904954283,-1.2878513285601796,0.40835037389607204,0.23502075652202453,1.4055392497904342,0.1367135056559893
839,34,23,0,0.4046000785963622,-1.2842468471912056,0.34929134965543074,0.020651236444262797,1.3911944898652824,0.22316555514000527
840,0,24,0,0.443687686631705,-1.3862273830398975,0.1712560438593404,-0.11147931144444789,1.4697759659882583,0.39941233734617854
841,1,24,0,0.3647916945901471,-1.4508063123965493,-0.25139511499414585,-0.13023285934391737,1.5225216051102322,0.4908482383947356
842,2,24,0,0.3097156748458938,-1.4516498655054797,-0.7392772685707759,0.01986603321971852,1.6583536023323489,0.4856061311088646
843,3,24,0,0.33178578642705203,-1.3614221417841372,-1.1512013930103977,0.2959121189455916,1.8374930436937917,0.36527222473213317
844,4,24,0,0.4354213943117016,-1.1983298545416314,-1.3456138471368064,0.5983716436934535,1.9478992480343629,0.15097637854718599
845,5,24,0,0.5717328760669751,-1.0187380557897099,-1.2266822549752348,0.8103667152039453,1.8778043763053627,0.2207621657094052
846,6,24,0,0.6617172943836395,-0.8908298924632326,-0.7797048954175456,0.843679891632617,1.597242360593961,0.5183759285919223
847,7,24,0,0.6358209968288353,-0.8625507577446585,-0.08362470164135458,0.6719154397701828,1.2675668024291509,0.7360420730369598
848,8,24,0,0.47028278339569035,-0.9394678593643613,0.7046581782159107,0.3376229434978621,1.3093120923751447,0.7899441049086616
849,9,24,0,0.20199663486658376,-1.0828800264452805,1.3905088372398424,-0.06784099504235157,1.7752602680232523,0.6522898731652392
850,10,24,0,-0.08595402633145884,-1.2283196952343935,1.7946640999244017,-0.44107515796512514,2.2207034684700084,0.3703679224035613
851,11,24,0,-0.3015366830699912,-1.3146438945970866,1.8033251993147534,-0.7030745528719424,2.35913300647037,0.20774364578465657
852,12,24,0,-0.3859373551430445,-1.3091330661053693,1.4002645709512918,-0.8202556170460225,2.1204568311621457,0.46407341193913315
853,13,24,0,-0.34021741514797743,-1.216662543868942,0.671680198666249,-0.8036011171220002,1.6410194026713012,0.6700517734576101
854,14,24,0,-0.2234566486035725,-1.0695869793702069,-0.21701658535038848,-0.6903118049548176,1.310563148658066,0.7088482653102075
855,15,24,0,-0.12322724842397383,-0.9050277570078062,-1.0649708021919426,-0.5200302288015493,1.4962802024010964,0.5879599945263699
856,16,24,1,-0.11272206127273804,-0.7426265608781197,-1.6871597023804914,-0.3186490937842554,1.874098604216276,0.38863388670092414
857,17,24,0,-0.21535458377084593,-0.575279951024954,-1.9588784377149921,-0.09690763973220433,2.0552178578402787,0.3041954843856162
858,18,24,0,-0.3939654482195939,-0.3781984306704957,-1.8421584237301116,0.13818385627694818,1.9263658177012668,0.4422023035946146
859,19,24,0,-0.5697149509391797,-0.13153336024452958,-1.3887359968968476,0.36856578663898154,1.5512267913940698,0.5912667090780375
860,20,24,0,-0.6612294260044351,0.15598311464637304,-0.7208701827814717,0.5583319025053043,1.1370766991050003,0.6449766635189773
861,21,24,0,-0.6247184576409293,0.4363139649051728,0.0032096046658908793,0.6615035750652293,1.009078940754748,0.5769799684549798
862,22,24,0,-0.4754088896985095,0.6322811957216898,0.6294268226298054,0.6421965056839045,1.1976592169002371,0.40496638514647004
863,23,24,0,-0.27990397609663864,0.6661214288417878,1.0435126337429645,0.496972714221669,1.363071710974505,0.22739881566071743
864,24,24,0,-0.12339248337370215,0.49414339394279394,1.1942175397835235,0.2663629836954092,1.3253332298483145,0.2959970600554124
865,25,24,0,-0.06795294398936202,0.1310711740104911,1.099600005240756,0.026793962434491083,1.1097906753986184,0.46649719124258815
866,26,24,0,-0.12247644843273071,-0.34850927709872703,0.8359391268383808,-0.13637543243622116,0.9240409509302353,0.5477680915034382
867,27,24,0,-0.23889887842322313,-0.8339921395678019,0.5126543570789247,-0.16398058904478988,1.020940589059048,0.5109607934726261
868,28,24,0,-0.3364069632001621,-1.2185077908200326,0.23970666107728572,-0.05022984014154743,1.287599783078631,0.40054242780221777
869,29,24,0,-0.34151172584747597,-1.437538213022595,0.09581193895114601,0.15184169725829819,1.48841600416798,0.3086709823226902
870,30,24,0,-0.22415965832722243,-1.4895239220825287,0.10594652257923436,0.35104939967981885,1.5502868810448243,0.2877607188404984
871,31,24,0,-0.01215807893516829,-1.42968055196893,0.23472921362823912,0.45710575335092674,1.5192688284298563,0.26650621466215907
872,32,24,0,0.22296029498312184,-1.340457940270899,0.39837808892218485,0.42112314876164825,1.477358653452329,0.1888452203007336
873,33,24,0,0.40132249246385865,-1.2926451868312867,0.4927455766931836,0.2590966059339148,1.46353017616743,0.13185278439955725
874,34,24,0,0.4735550392078728,-1.3150574848160201,0.4297715450646158,0.046967970323468076,1.4630584864294867,0.25874301696844404
875,0,25,0,0.48972521416105047,-1.4528274399113583,0.23290314986911242,-0.09807988030303223,1.5538345779662937,0.44076986864685236
876,1,25,0,0.37827972577744284,-1.560627135041827,-0.21048611204540757,-0.1276813033360935,1.6245797992553994,0.516230534635007
877,2,25,0,0.2995132644990128,-1.5762810223821737,-0.7210587471086877,0.017174995876667244,1.759144892951789,0.5029054585596305
878,3,25,0,0.3098690917367049,-1.4626793106385463,-1.1518316809994655,0.30257287811817524,1.9114696408027396,0.39445249840475605
879,4,25,0,0.4130354635714792,-1.2472279859914164,-1.3579427847748582,0.6327054874799004,1.9926115486509623,0.2078118532113295
880,5,25,0,0.5570524821106421,-1.0099930554851453,-1.2432482596002263,0.886690358560854,1.9137083024634696,0.20907190406813572
881,6,25,0,0.6593650412254449,-0.8455131571977568,-0.7945241773202124,0.9654706712977968,1.6471360120121623,0.48497745178191787
882,7,25,0,0.6475508286455326,-0.8174531790383217,-0.09201584204285751,0.8289056057785421,1.3353288711314986,0.7126497404203913
883,8,25,0,0.4956936900252252,-0.9284274005481575,0.707609799552201,0.5081352353655371,1.3662366992076185,0.7843449193263818
884,9,25,0,0.23848392193495294,-1.1194388018814327,1.4112709629611833,0.08969950342580109,1.8192717070276871,0.6604858093505442
885,10,25,0,-0.0439368980129597,-1.2985248629614086,1.84078221560335,-0.3197523159475668,2.27570164555272,0.3791560799369492
886,11,25,0,-0.26300355781754087,-1.3838272123050916,1.8805875832680743,-0.6317053169233947,2.433065944587632,0.17808609507396003
887,12,25,0,-0.36253086153936426,-1.3395405452906715,1.5084620395538286,-0.8008799540785243,2.200605353911923,0.43715914884701645
888,13,25,0,-0.34340767338526995,-1.1873086481689663,0.8011087930796176,-0.828763387464169,1.690045770654531,0.6552401699809186
889,14,25,0,-0.2602952939757603,-0.988427547985162,-0.08600374895732922,-0.7480030558536994,1.2695069413292213,0.7116725734557091
890,15,25,0,-0.19226693185258054,-0.8071646181091883,-0.9581462358128562,-0.5987053554889046,1.4017751623226877,0.6130979300382441
891,16,25,0,-0.20213884836958457,-0.6750379939783417,-1.6290321142216655,-0.40999736010686577,1.8216420811439866,0.42308200016284603
892,17,25,0,-0.30472606171069305,-0.5752023545966705,-1.964266686224239,-0.19551557365975863,2.0785296908086544,0.28385376197456447
893,18,25,0,-0.45971563618964834,-0.45550265583853583,-1.9101156063884321,0.03735908672430932,2.0171163741248876,0.3837446155145654
894,19,25,0,-0.5925552706214917,-0.26363790861466707,-1.5015695390181536,0.272824887219676,1.6582434064978653,0.5669514697204855
895,20,25,0,-0.6328033536932215,0.01409263746432618,-0.8490605723864816,0.47790612499065743,1.1618678095037036,0.6745074949078409
896,21,25,0,-0.5506921936826676,0.33163990768943846,-0.10818592741494713,0.6074014455314067,0.8910037213612313,0.6434003262438143
897,22,25,0,-0.373526489358763,0.5926255293885049,0.559587033324252,0.6220552764756829,1.0912458344440832,0.4677653837515044
898,23,25,0,-0.17354573257709452,0.6881571028711188,1.0255804560413484,0.5110457226654814,1.34783579192584,0.23784561970526835
899,24,25,0,-0.0330686673636716,0.5462425570159205,1.2227037960855156,0.3059623272993483,1.3740785954758423,0.29769778138295727
900,25,25,0,-0.004080981217022171,0.16926215031208908,1.1575672666062282,0.07644203163554851,1.172378646536498,0.50912488733611
901,26,25,0,-0.08229577647509377,-0.3593528536669772,0.9030653988062639,-0.09364271906617631,0.9798995569033909,0.6027730916218133
902,27,25,0,-0.20866846617983656,-0.903998605223473,0.5734256678156657,-0.14036095988977157,1.0996700426013482,0.5460832093849987
903,28,25,0,-0.29784624012660105,-1.3293179240542254,0.28839488506339445,-0.04877886118703102,1.393323190433153,0.40574171781751156
904,29,25,0,-0.2797376795697704,-1.5527925589889628,0.13652803149918075,0.13764140094996385,1.5896549812028649,0.3176505630787619
905,30,25,0,-0.13387029046573234,-1.5737854679287993,0.14833195884519618,0.3335223921051018,1.6210988587324375,0.3263366238476213
906,31,25,0,0.10030485037217342,-1.4662222121189263,0.2877048720522139,0.4481779381559872,1.563171838273526,0.30276523112408943
907,32,25,0,0.34220702667428815,-1.3390904794766734,0.4649960578063587,0.4266439650498235,1.5193799287930632,0.19385877174256527
908,33,25,0,0.5087717415468623,-1.2838618202421679,0.5683828767756591,0.27645268133035633,1.5187610207332414,0.1375038107053106
909,34,25,0,0.5539567670544392,-1.3336584101737627,0.5041428053287812,0.06719280503167184,1.5310740334828399,0.29471164186239296
910,0,26,0,0.5409048444725627,-1.5079571015955766,0.2926309087201202,-0.09266458819089048,1.6311751118961353,0.4790962248003987
911,1,26,0,0.3926016980446021,-1.6610001325304597,-0.1626038515425617,-0.1348167867897732,1.7197886823998185,0.5340639783859994
912,2,26,0,0.28638184835189595,-1.6943606190241702,-0.6875774122196135,0.0016656243283500018,1.850847898252161,0.5131375398147902
913,3,26,0,0.2823209385832938,-1.5602645137286835,-1.1327423677346256,0.29257915696883263,1.9704918928828903,0.42524487299101876
914,4,26,0,0.38333607053236307,-1.2940072160542075,-1.3519479666558605,0.6471807579188912,2.016930206064885,0.2729671804993141
915,5,26,0,0.5340285779453737,-0.9983727874785795,-1.248740237411529,0.9420560330894022,1.9309988334669832,0.21375975929399477
916,6,26,0,0.6479482942695667,-0.7942337445875148,-0.8093664195420598,1.0683243268433935,1.6873159459615352,0.4452794788003809
917,7,26,0,0.6497569784825976,-0.7620750022208133,-0.11214765789483253,0.9722002928281153,1.400247459073951,0.6824266398819591
918,8,26,0,0.5116669183342089,-0.9033481672441666,0.6897336765849159,0.6724797296428452,1.4162635623276056,0.7755658153223829
919,9,26,0,0.26656651345286586,-1.1404064790405353,1.4069384344581566,0.24919568512270002,1.8474736510628205,0.6686613434738689
920,10,26,0,-0.008153857338571806,-1.3544724659671623,1.8629304895994043,-0.1896275999945204,2.31108865736722,0.3914004344574105
921,11,26,0,-0.22766301510684933,-1.4423042037862226,1.9394733622102052,-0.5473869019866979,2.488626369685997,0.1590445456686145
922,12,26,0,-0.33913037089512577,-1.363274348945019,1.6065627435310896,-0.7676336180296854,2.268001670939953,0.41552889949933286
923,13,26,0,-0.3441830077048642,-1.1538269752498687,0.9295462054473357,-0.8419042948910026,1.7385734443573224,0.6412636854296371
924,14,26,0,-0.29373107401937626,-0.902998519865091,0.05255669505396908,-0.7971334759748431,1.240914282066998,0.7110213433305774
925,15,26,0,-0.25840794793172955,-0.7024360507537895,-0.8366065730232453,-0.6725260527304571,1.3085843200114298,0.6342587970481347
926,16,26,1,-0.29000598739800176,-0.597186295982703,-1.5508543337815772,-0.499369463970566,1.759333388244417,0.4625633440426455
927,17,26,0,-0.39363647188947465,-0.5630029823822893,-1.9465674886547997,-0.2937110086755903,2.0850211448995024,0.28964146729865015
928,18,26,0,-0.5247728904286986,-0.5222711649615385,-1.954871151132037,-0.06340945111987407,2.091338263480777,0.32973439683572076
929,19,26,0,-0.6126647460611683,-0.39071315462898154,-1.594604413639152,0.17752396978928806,1.7613326931938607,0.538015140005203
930,20,26,0,-0.5981879500961793,-0.13085702538309435,-0.964479573110356,0.398537883426854,1.2099610225977826,0.6956157017083632
931,21,26,0,-0.4667567118767827,0.2159542960519742,-0.21663847456468413,0.5549023520878232,0.7869859815013489,0.7003655884286104
932,22,26,0,-0.2592148331240607,0.5371594986460319,0.4819244412456902,0.6039391565788662,0.9760770095726843,0.5255253347092119
933,23,26,0,-0.05455536782701789,0.6948011603383409,0.9906259610172669,0.5275237986906643,1.3211154731486032,0.252403754000171
934,24,26,0,0.06752825745577502,0.588830564249707,1.2288517331939397,0.3483264276271275,1.4080800337008077,0.29492033600209955
935,25,26,0,0.06593433146758311,0.20761064780979366,1.192976281173282,0.12903092066958544,1.2195453673730035,0.5432737554940253
936,26,26,0,-0.04033441918221793,-0.35947186665284014,0.9520407300980415,-0.048295598159505904,1.019588595882104,0.6487324899451244
937,27,26,0,-0.17959166252214268,-0.9547510327252565,0.6230145460614955,-0.11525416944932217,1.1598419495418657,0.5748294591495406
938,28,26,0,-0.260846557210764,-1.4162550465188426,0.3325451448690369,-0.04782720050313849,1.4787471040319007,0.408161653305725
939,29,26,0,-0.21731835547478615,-1.643706522265966,0.17649892291880934,0.12040133354558574,1.6717196983576512,0.33048652792461575
940,30,26,0,-0.03905952673150668,-1.6361791404392831,0.18981396670937822,0.3104617360759199,1.6766107651337396,0.368822864990595
941,31,26,1,0.2212686130372159,-1.4844219763199225,0.33647424977969015,0.4319104043212177,1.5975700050460013,0.3413422926843019
942,32,26,0,0.47249298338384055,-1.3223594371561722,0.5233160905880203,0.424062054765162,1.5574249443690473,0.20286830095251687
943,33,26,0,0.6274284380413744,-1.2614992164429286,0.6336877936051617,0.2858265935575667,1.5710836321781418,0.15289592655498915
944,34,26,0,0.6433418059018567,-1.3396625962026159,0.5702318573271928,0.0797736343171435,1.5937731189627902,0.3312043716892541
945,0,27,0,0.595295112408846,-1.5507396712801869,0.3480324657511408,-0.0965801549777969,1.6998894441970034,0.5150710618156756
946,1,27,0,0.4066354931245239,-1.750216416829557,-0.11032366921785212,-0.15277501803285767,1.8066879775248819,0.5449210439529838
947,2,27,0,0.2696659762363918,-1.8037896842633532,-0.6412135934872141,-0.027597582840170564,1.9334666955615813,0.515641215032547
948,3,27,0,0.24854961926533525,-1.652359464307471,-1.095796043868467,0.26495458172217423,2.0156980460021217,0.455301923401784
949,4,27,0,0.345494199919703,-1.3377065161986574,-1.3287592148430736,0.6404194189564618,2.021030194941535,0.3407066142404117
950,5,27,0,0.5014790077717012,-0.9839682174873329,-1.2434879755146118,0.974384772318332,1.9275276075937702,0.23790826636972381
951,6,27,0,0.6259836889562017,-0.7378416827608877,-0.8238550665293409,1.1493895108216334,1.7135049885808593,0.40160716275086683
952,7,27,0,0.6407873378914859,-0.6973782446264634,-0.14317993587483724,1.0984033026945568,1.4573726832515346,0.6461883145998831
953,8,27,0,0.5164999691409736,-0.8646141654999698,0.6519794119370081,0.8271817992589819,1.4572703098330417,0.7637031583107958
954,9,27,0,0.28455100108173575,-1.145193350045048,1.3781682201172232,0.40763389038264186,1.8595564290264441,0.6764207935540962
955,10,27,0,0.01973717591160398,-1.394693721807686,1.861110034197433,-0.05283829920777378,2.326388312173245,0.4064339486519144
956,11,27,0,-0.19707397460694703,-1.4882672338698066,1.97909880818585,-0.4512285397183928,2.5247211328178225,0.154951942655259
957,12,27,0,-0.3170372116352767,-1.37890663067858,1.69278276622054,-0.7207324755103732,2.320962060129247,0.400822022469716
958,13,27,0,-0.34334109165148163,-1.1157058735715133,1.0545402463042206,-0.8426694392692808,1.7846090934689802,0.6291184782101187
959,14,27,0,-0.3238146667142716,-0.8137815979355228,0.19598879211414805,-0.8371241857157031,1.2273080039103101,0.7072494610794285
960,15,27,0,-0.32085274517921564,-0.5918802616962526,-0.7027001486112379,-0.740906288571095,1.2231101158837308,0.6504633607789287
961,16,27,1,-0.37483670527671525,-0.509914219552779,-1.4541419539150133,-0.5861954909174871,1.6907599009417598,0.5027512395514556
962,17,27,0,-0.4803535876026623,-0.5386222488978654,-1.9061595514782421,-0.3908146804334821,2.075339453261707,0.3184773408691604
963,18,27,0,-0.5877840742466299,-0.5772293923859556,-1.9756667555891119,-0.1631838380486192,2.1467584828090263,0.2873964660865895
964,19,27,0,-0.6296679977548846,-0.5105203600696457,-1.6662602919743812,0.08389905410067076,1.854878766208677,0.5066759166635221
965,20,27,0,-0.5583295524429303,-0.27638289132465704,-1.0652641160220466,0.3216219546491713,1.2752833843286309,0.7082651260556854
966,21,27,0,-0.3751192331963116,0.09111062762222469,-0.32060008691130876,0.5052762973463373,0.7121124475580155,0.7466507368928019
967,22,27,0,-0.13547945111855622,0.4664676636112634,0.39720039090073334,0.5886880632489014,0.8603886036052396,0.5759613210861979
968,23,27,0,0.07396083723626616,0.6852425862146969,0.9384186852720156,0.5466376787508979,1.286262021558875,0.26859460448742756
969,24,27,0,0.17585556007075132,0.6201274515134879,1.2115466550872496,0.3931204294726347,1.4275406136605229,0.28772192123463936
970,25,27,0,0.14048528614987546,0.2441364099215815,1.2041876023476632,0.18391871095743037,1.2502929961261349,0.5686864216384443
971,26,27,0,0.002672673986478508,-0.3502927441367768,0.9811695664869695,-0.0009225281532971319,1.0418285458939647,0.6848760167563612
972,27,27,0,-0.1519884512131795,-0.9867112737058861,0.6600768679816762,-0.08889867522016848,1.2001266904210044,0.5963814006642577
973,28,27,0,-0.2259656120342419,-1.478895328850172,0.37137502532418276,-0.047169759866436185,1.5421855424031388,0.40803346064988305
974,29,27,0,-0.15562032761221994,-1.7094410346556035,0.2154602753946733,0.10061694357703047,1.7329031239335009,0.34712616964656495
975,30,27,0,0.057841829077825695,-1.676029547423633,0.2303849024163186,0.2823270041050759,1.716160383395579,0.4126759296801669
976,31,27,0,0.34739417071047635,-1.4841362315705866,0.3809151664653533,0.408383467927406,1.6233349884185653,0.37945268966871054
977,32,27,0,0.6100615011395057,-1.2906174825372831,0.5727558203020017,0.4128797473340793,1.5926039799184022,0.21353543629609978
978,33,27,0,0.7537364659874869,-1.2259962626977845,0.6874121951848099,0.2861766767256264,1.6203759170941672,0.1751868176965541
979,34,27,0,0.7388583447068948,-1.3330424937071748,0.6261183286688176,0.08336214849960473,1.6498143389089452,0.36842852287003125
