j,b_mod_35,f_mod_143,admissible_bit,z1_real,z1_imag,z2_real,z2_imag,radius_C2,local_transport_error
2032,2,58,0,-1.2755584586120214,0.7101621266218302,-0.3224565022273851,0.07007667343410233,1.4967526727596066,0.36683356310014614
2033,3,58,0,-1.2200735609167654,0.7793748448187774,-0.1288145567368714,-0.10515004275876336,1.4572763513842857,0.5863469243194254
2034,4,58,0,-1.1088927904351589,0.5795268352578761,0.20280593742012998,-0.44996941797352563,1.345026876618967,0.7189929041920164
2035,5,58,0,-0.9799403472800987,0.2206079279954144,0.5417868446008602,-0.8433980168892793,1.419085671126728,0.6235547784473103
2036,6,58,0,-0.8565290804565063,-0.1304677447651809,0.7275231932589664,-1.1411314486061797,1.6069022614395507,0.3325266201001891
2037,7,58,0,-0.7387975865953549,-0.3278448247837881,0.6385825559946914,-1.233661465668982,1.6071752847134901,0.20973276405804916
2038,8,58,0,-0.6056048569050336,-0.31006629429337723,0.2522107791318356,-1.0863728780864752,1.3064128967964044,0.4937872576351554
2039,9,58,0,-0.4265657040555358,-0.11927585571805299,-0.3339154435703442,-0.7462565300930598,0.9298297488223219,0.6360064113548265
2040,10,58,0,-0.1796769092214104,0.1305904970778306,-0.9303164896849284,-0.31572189847640936,1.0072272622361,0.5644150468818628
2041,11,58,0,0.13260591021074342,0.31813030782528207,-1.3252438556558812,0.09158164354527082,1.3723883177031009,0.37437404150223746
2042,12,58,0,0.4757549557213078,0.3773201077066885,-1.3670170316249664,0.391661486841238,1.546236568769667,0.3312214064369329
2043,13,58,0,0.7878770473973633,0.32678138122539596,-1.0246178781726687,0.550662802876826,1.4424311531835372,0.4661871340388843
2044,14,58,0,0.9958886317810043,0.251444607112586,-0.40090726591687526,0.5796812872785986,1.2457028490143873,0.5319381166939766
2045,15,58,0,1.0378369708727246,0.24753376639963628,0.3068450010958076,0.5118765569517119,1.2225178967493635,0.49163215857426
2046,16,58,0,0.8836079270489039,0.3609128360306791,0.8819015035065056,0.37769438799643196,1.3533012807820746,0.43451742107299723
2047,17,58,0,0.546795070242797,0.5524220561142107,1.1667052403265292,0.19279755485656502,1.4151067068908025,0.4518540664847649
2048,18,58,0,0.08371863644926618,0.7100310737008766,1.1132651268289777,-0.03580079209773163,1.3235535028997163,0.5239106657692713
2049,19,58,0,-0.4198824859832897,0.703385829475103,0.78709620295859,-0.29166249817342643,1.172876964005381,0.6005230600670209
2050,20,58,0,-0.8699134208782368,0.4538959309179169,0.3275365805809585,-0.5330267186067037,1.1636874882438222,0.6501575368084743
2051,21,58,0,-1.1860792266610825,-0.015638168710432145,-0.11437013911415389,-0.6927571190574212,1.3784126519164341,0.6318455966844772
2052,22,58,0,-1.3189004388928023,-0.5788333629789616,-0.43172430354054886,-0.6990982396927442,1.6582130902927483,0.5261604653880029
2053,23,58,0,-1.257795495211239,-1.0549413579689861,-0.5887405058672777,-0.5097847224877177,1.8169883387236891,0.4063958504582384
2054,24,58,0,-1.0296612732222736,-1.2877519267395583,-0.6121212094549003,-0.14262249659427018,1.764522857317091,0.42493448277562834
2055,25,58,0,-0.6900547938415281,-1.2168739884478967,-0.5575478920121663,0.31535378557831467,1.538592078567464,0.5124216667040561
2056,26,58,0,-0.31035535742917214,-0.9065901101048797,-0.47244295588187385,0.7294162163978709,1.2936291736550916,0.49400793355105305
2057,27,58,0,0.03589058503615836,-0.5171932018826896,-0.374990136160761,0.9641324564313224,1.1571283152399598,0.3421200583049829
2058,28,58,0,0.28526215873191757,-0.23123721994920957,-0.258059398944886,0.9372060678794379,1.039131857921826,0.25614549496343914
2059,29,58,0,0.39424591753079347,-0.16909445143136626,-0.11168595574361082,0.6562099948001183,0.7919015639462438,0.41851192269659365
2060,30,58,0,0.345829642121792,-0.3338110678125957,0.052762213624743856,0.22012830902317157,0.5312892752392581,0.5306011239945082
2061,31,58,1,0.15213458440955238,-0.6115887901183854,0.19409828101641624,-0.21744499915419105,0.6943646378687726,0.48044133108064707
2062,32,58,0,-0.14785905109142466,-0.8277675471832624,0.25627194888518273,-0.5093071011793983,1.0159382098615166,0.3683461691435026
2063,33,58,0,-0.4960588537368483,-0.8316770739194489,0.200128205413634,-0.5741590703034726,1.1434470159424799,0.43360805190670904
2064,34,58,0,-0.8278072198068784,-0.569969684342565,0.03409950595975466,-0.42877897422233463,1.093226609297365,0.6134568838253712
2065,0,59,0,-1.0547921841902568,-0.10307409843069897,-0.09626013861078736,-0.05219350653629816,1.0654581164954713,0.5968612083578246
2066,1,59,1,-1.2121275610206796,0.3965456036977599,-0.23704856154185527,0.19190378903357802,1.3113049701623452,0.41202768072550877
2067,2,59,0,-1.2423233427454197,0.7443162172321074,-0.2352016131828664,0.25861428140440024,1.4898238367521859,0.32039528751689
2068,3,59,0,-1.1667765292789496,0.8159446002421048,-0.04391369443708317,0.09561835182588235,1.4276569411821214,0.5496621340914537
2069,4,59,0,-1.0280982666443292,0.6043864195006602,0.2932345729938017,-0.25275295901285755,1.2538498965356717,0.7094655655507075
2070,5,59,0,-0.8721693102864304,0.21860870431929755,0.646486429602259,-0.6664539527736989,1.2925071165131874,0.6356985534585557
2071,6,59,0,-0.7298824967904278,-0.17032065850286648,0.847832682091506,-1.0004914806384544,1.5104770920098334,0.35485975356438476
2072,7,59,0,-0.6059169749702231,-0.4085446539918885,0.7642584696319504,-1.1423647682023859,1.5566413803110464,0.2106561885014185
2073,8,59,0,-0.47934518523694575,-0.42566543460167505,0.363864582647304,-1.0516917098541716,1.2842958210262783,0.492228298346056
2074,9,59,0,-0.31614254445065504,-0.2571884191439066,-0.25679547754254545,-0.7672118017006127,0.905897266420691,0.6422170052745771
2075,10,59,0,-0.08867276893798737,-0.014887372470848311,-0.8998200233627944,-0.38196323377547264,0.9816600634695556,0.5712046505496325
2076,11,59,0,0.20590774625243652,0.17732305465532047,-1.3389598836329972,-0.0013642510678077994,1.3662565267322668,0.3716161544819931
2077,12,59,0,0.5362475533057306,0.24800584478421636,-1.4087413546682128,0.29521964842460197,1.5558840517988133,0.3308488496776445
2078,13,59,0,0.8408995263956387,0.2103120112672836,-1.0717267109354498,0.47324433045645664,1.457361140835516,0.48329476532526355
2079,14,59,0,1.0451024636541733,0.14620031154300991,-0.43481506558087546,0.5376389626205393,1.261639205959884,0.554555229888849
2080,15,59,0,1.084406128250607,0.15251562889292403,0.29242719729363104,0.5115619621257981,1.2435461289614795,0.5063096450666281
2081,16,59,0,0.926631634401985,0.27852840518210953,0.8792173860133135,0.4145993985531918,1.3715466202490296,0.44344981727788024
2082,17,59,0,0.5843604078590204,0.4890443076902628,1.1598039840837617,0.2539605861453784,1.4107737883761804,0.47450374091813075
2083,18,59,0,0.11380064514400207,0.6740562655832387,1.088652257440697,0.032960620042975446,1.2859053527035167,0.5557901337070119
2084,19,59,0,-0.39912442357426126,0.7017558453271737,0.7437806762831549,-0.23032864595793337,1.1216160446005508,0.6168223816762483
2085,20,59,0,-0.86034434830022,0.48878618990931194,0.2811057439871831,-0.48851992196611227,1.1387609453079064,0.6392930727568515
2086,21,59,0,-1.1897726813283271,0.051626792539884815,-0.13627210685324181,-0.6674804283897131,1.371978341058156,0.6074225482932686
2087,22,59,0,-1.3377242123648596,-0.48873948442534815,-0.4009650838061418,-0.6898677648540339,1.6325020316679262,0.5126506518558763
2088,23,59,0,-1.2922108765429685,-0.9540408981439015,-0.4901802911528509,-0.5110450785076074,1.7554050173360876,0.42093667648912647
2089,24,59,0,-1.0771497406401158,-1.1870031467384383,-0.45264827881155506,-0.1498436600284089,1.672295315095332,0.45228233961905323
2090,25,59,0,-0.7440494666395515,-1.1235989613039419,-0.3661127294999654,0.30363707647147936,1.4290970014523017,0.5355866023110503
2091,26,59,0,-0.3605720932798012,-0.8238700230594894,-0.2905610533299194,0.7117166404729108,1.1831062299668869,0.5185854290753731
2092,27,59,0,0.0013404062615240105,-0.44518066706443343,-0.24155370948248261,0.9380301273121551,1.0660376810070484,0.375823372833763
2093,28,59,0,0.27643732491768014,-0.1693713871862198,-0.19494497040086148,0.9021787999986718,0.9782813450417338,0.2842675979356248
2094,29,59,0,0.4158487784549247,-0.1178193490895701,-0.11631194640675367,0.6158727830396424,0.7613405015682962,0.42188580833283423
2095,30,59,0,0.3951030774201021,-0.29477834065232056,0.004926184051133159,0.1828222597414428,0.5257841361726731,0.528488823253307
2096,31,59,1,0.21929657908107925,-0.5862614242489942,0.1385442007138547,-0.2399929846765659,0.6845323771776836,0.48212065181175123
2097,32,59,0,-0.07650271002950998,-0.8153298139611911,0.22515197088464906,-0.5047014269429777,0.9879434753706152,0.3832353865206359
2098,33,59,0,-0.4333237780821895,-0.8276634068971103,0.2110014902989011,-0.5323746306750686,1.0957830935284258,0.46407835507143896
2099,34,59,0,-0.7809551394834685,-0.5667599111352087,0.08630818252543027,-0.3444839956732322,1.0282149835523073,0.6465558297927723
2100,0,60,0,-1.0043712571482954,-0.09409780289578246,-0.016757108279453967,0.06347788342784351,1.0109036853517892,0.6310940835359081
2101,1,60,0,-1.1734632984854025,0.4096154241645231,-0.1432516518467373,0.34191801190266763,1.2970080459372697,0.42818131261608167
2102,2,60,0,-1.2019851645473627,0.763159481379461,-0.13939761536050985,0.4349677475335776,1.495262306879281,0.2764491752875339
2103,3,60,0,-1.1103634630910613,0.8367333266154574,0.05065587460294059,0.28766346115586766,1.4206850335498387,0.5086726980802017
2104,4,60,0,-0.9459513994513579,0.6177454489433836,0.39107256497793025,-0.05817843708855082,1.1969778491829868,0.6918362418214827
2105,5,60,0,-0.763024115292329,0.21202149028549125,0.7537481088000233,-0.48469706480604097,1.1959207202033606,0.6390594373026888
2106,6,60,0,-0.601146940243556,-0.20839489102289482,0.9653007360108542,-0.8478920439388415,1.433712838572117,0.3735255940446458
2107,7,60,0,-0.47071458863548454,-0.4844391274513756,0.8835869092497567,-1.0338545677263946,1.5184974763121577,0.22343527911283814
2108,8,60,0,-0.3517647548455435,-0.5379207690800141,0.4693965993322088,-0.9974988045585162,1.2761011829472968,0.4932730598607749
2109,9,60,0,-0.2067289218005264,-0.39673183252907096,-0.181435909509214,-0.7696620227849306,0.908532670093657,0.6449156114588892
2110,10,60,0,-0.0018672789018723305,-0.16791792887273385,-0.863834848662516,-0.43369076597248746,0.9810699484853262,0.5715612257953621
2111,11,60,0,0.27169391704472323,0.02497136941316264,-1.3394836886429597,-0.08597372264885828,1.3696894491000966,0.3629585643052615
2112,12,60,0,0.5864440044780465,0.1068716511459988,-1.4317827919549966,0.19981063493256573,1.5637341121103419,0.3305627604386303
2113,13,60,0,0.8818000123180837,0.08531363156108857,-1.0987514364667526,0.3895910422058929,1.464201344337294,0.5019691260839756
2114,14,60,0,1.081518509432191,0.0373169204475911,-0.4517460289225348,0.48329876860515647,1.2683560277692776,0.5777437932929933
2115,15,60,0,1.11877626695068,0.05757776946257554,0.2884603067494149,0.4951768195260597,1.2583262558630395,0.520246255954306
2116,16,60,0,0.959511122260585,0.1966103295327766,0.8790971024709796,0.43480535181339036,1.3860680448517642,0.4493468125341634
2117,17,60,0,0.6155039208606777,0.42273867766721235,1.1483879204989955,0.3013376334066551,1.4025520494604904,0.4924843380593738
2118,18,60,0,0.14288665900397474,0.6295135502260596,1.054758179434025,0.09409787743860235,1.240190765511889,0.5830569018115511
2119,19,60,0,-0.3726503842847154,0.6864823886976544,0.6891866462058088,-0.1683089512813901,1.055193117533201,0.630035901290746
2120,20,60,0,-0.8380936745918067,0.5082769826249898,0.2236986898641247,-0.43465772815037307,1.0953149971332135,0.6253563403677432
2121,21,60,0,-1.1750969519959267,0.10644887774956116,-0.16746177429536496,-0.625898803476531,1.346096938636948,0.5802666668607868
2122,22,60,0,-1.33536905654567,-0.40403978440954286,-0.37722606384433827,-0.6608848650390333,1.5891906659197748,0.5001041092269198
2123,23,60,0,-1.3065690089277413,-0.84971799561077,-0.396167550297907,-0.49350898418682265,1.6821543010489135,0.43694885223033214
2124,24,60,0,-1.1096016836559561,-1.075170985595207,-0.29501807604316177,-0.1433041453177396,1.5794873497104551,0.47456009193170196
2125,25,60,0,-0.7906130765771386,-1.0149112593423066,-0.17347423937182307,0.2980543428315163,1.33193228213784,0.5506046899921901
2126,26,60,0,-0.4112475159143507,-0.7252387515325647,-0.10426497150409444,0.6921087841017703,1.0885685643926237,0.5380469085643281
2127,27,60,0,-0.03928417813572463,-0.3593425206016199,-0.1009506603953153,0.9036848719066449,0.9785232124540043,0.41316072319828295
2128,28,60,0,0.26011138198322137,-0.09615569662540989,-0.1232597932613534,0.8556302053731866,0.9078545445238089,0.32472270844318757
2129,29,60,0,0.4332679365616404,-0.05615946891295687,-0.11301698589949825,0.5639423243720812,0.7222733382321127,0.4288914445053568
2130,30,60,0,0.44721906665074995,-0.24424681154781447,-0.03773382281229841,0.13605139382804501,0.5287676443144241,0.5215384075670474
2131,31,60,0,0.2977755984239169,-0.5473099185901444,0.08417133409479137,-0.26935269706903386,0.683998642473457,0.47850802040104806
2132,32,60,0,0.013430993615506497,-0.7882459380157172,0.1914893880938774,-0.5053465743294505,0.955800918772762,0.39833489182394816
2133,33,60,0,-0.3480748953509455,-0.811063607371995,0.21747521294430588,-0.49625991674364633,1.0356397448864287,0.49519958784743273
2134,34,60,0,-0.7118281257112866,-0.5567800313369795,0.13506487547814153,-0.2680726558200649,0.9522650645884264,0.6737093745451025
2135,0,61,0,-0.9371621809721012,-0.08623363173862603,0.06016150910303152,0.1648480356172365,0.9573418797439264,0.6612186581842004
2136,1,61,1,-1.123219355464146,0.4135880219261843,-0.04758710850873484,0.47521872877443533,1.2887102643512691,0.44659052263677584
2137,2,61,0,-1.1555539246544504,0.767730963788405,-0.03765122945374515,0.5948669904090922,1.5099669058961278,0.23777093893893964
2138,3,61,0,-1.0521092371835423,0.8427253657573865,0.15280802661509538,0.4667490503004903,1.4346863273943422,0.4649163846235686
2139,4,61,0,-0.8642691634097587,0.6204175180716013,0.4946982368011173,0.12971649820732023,1.180437121981698,0.667190188497606
2140,5,61,0,-0.6549190612150747,0.20157287681320238,0.8621693340033729,-0.3018268477338535,1.1419220673576456,0.6342478198232712
2141,6,61,0,-0.4731785216527415,-0.24377416022117962,1.0784934791311565,-0.6865232148360318,1.3848415301334092,0.38858856820395427
2142,7,61,0,-0.33621823082144775,-0.5540650554066494,0.9950024698064421,-0.9105879197371204,1.4964060474522194,0.24684998053913335
2143,8,61,0,-0.22580362819145364,-0.6445538617896633,0.5672092506146599,-0.9252832664926699,1.2823074578612503,0.49807894368624317
2144,9,61,0,-0.10101953484282937,-0.5347795243871024,-0.10923979337449514,-0.7539743836563262,0.9362717499689908,0.6449336386003572
2145,10,61,0,0.07832826178649963,-0.3247804669944727,-0.8233585533281678,-0.47017726263590887,1.0052878363802538,0.5659229532060362
2146,11,61,0,0.327807617572337,-0.1350781284654991,-1.3273397874645763,-0.16068762273564527,1.3832408895109822,0.34860490308691766
2147,12,61,0,0.6244285722808247,-0.042625113224253684,-1.4363064339071758,0.1073602347606921,1.5704236161778353,0.330983354570915
2148,13,61,0,0.9089634672820197,-0.045520794578760265,-1.1057193832059837,0.30144638430947135,1.463479417211977,0.5217349077348005
2149,14,61,0,1.1039496648810192,-0.07339015964036805,-0.45177791807073325,0.41775434580745785,1.2659830009997355,0.6005879133166512
2150,15,61,0,1.1403139435702285,-0.03619040496459263,0.29478707581861147,0.4629247481884799,1.2660270051887688,0.5328495024788158
2151,16,61,1,0.9821958315508955,0.11582424923829192,0.8814645712166002,0.4376780866615116,1.395229660694366,0.45234014891244556
2152,17,61,0,0.6406259770017664,0.35402676548757966,1.1327183739071807,0.33375830181033334,1.3893099408358494,0.5059899497321737
2153,18,61,0,0.17154461146640193,0.5768902208573429,1.012354293657723,0.14632264498201616,1.1868030219736352,0.6052086660738903
2154,19,61,0,-0.3400685118610258,0.6579073598536412,0.6245131416623975,-0.10663898334994004,0.9746164495779391,0.6392421238111566
2155,20,61,0,-0.8032139003591254,0.512301663895914,0.1565401388903407,-0.3720258994321077,1.034656295342911,0.608068722003354
2156,21,61,0,-1.1426258960741487,0.14809027738694697,-0.20731313860661313,-0.5681622526597507,1.3012731271420774,0.5508747802878844
2157,22,61,0,-1.3127799146890515,-0.3262453754111066,-0.36109208767465595,-0.6120295865648311,1.5280035536608176,0.4891944077085203
2158,23,61,0,-1.301877304623829,-0.7441110970676805,-0.30882167907584873,-0.4569845459971517,1.5977457700840025,0.4538245072075898
2159,24,61,0,-1.1277686771956512,-0.9546558739797523,-0.14272936574597567,-0.1228534928292929,1.4895283412994462,0.49165636396660933
2160,25,61,0,-0.8300758034899852,-0.8930209428969849,0.016130206956078606,0.29874180750062007,1.2553959913578456,0.5572944377219318
2161,26,61,0,-0.4623771596324643,-0.612349967051476,0.0823983078110552,0.6708513055284454,1.0225439233387847,0.5514649240453146
2162,27,61,0,-0.08596902508798793,-0.260629015124986,0.04384969940305409,0.8616237413634878,0.9053377406352572,0.451021022364596
2163,28,61,0,0.2358721227133181,-0.01194017424498373,-0.04437831690524107,0.7983938761905314,0.8337748152733871,0.3725260476736827
2164,29,61,0,0.4453044345010621,0.01586287659549514,-0.10162252492298875,0.5014154613129392,0.6784484303582593,0.4409720982371145
2165,30,61,0,0.5000704122968513,-0.18220333521559734,-0.0740572639856233,0.08065993780122735,0.543377379482772,0.5117080041166128
2166,31,61,1,0.38473915531756253,-0.49485453391442136,0.032256123878756544,-0.30523051142727,0.6979336286524424,0.47035244532504117
2167,32,61,0,0.11880821758764244,-0.7467474112101444,0.1558516553765434,-0.5118472427359598,0.9262960796070653,0.4123301609958433
2168,33,61,0,-0.24324835984562082,-0.7820439000347958,0.2189202557572398,-0.4674996239869915,0.9681138378093829,0.525033340593392
2169,34,61,0,-0.6227865404555253,-0.5399164376146702,0.17853067110832424,-0.20227492618646742,0.8672722645566427,0.6935447370025025
2170,0,62,0,-0.8552693554906766,-0.07903899609089651,0.13192235885459558,0.2486568588454551,0.9038620334769812,0.6865627446248137
2171,1,62,0,-1.062803056976143,0.40946209776836767,0.04695840880637766,0.588069369793242,1.282669179201463,0.46572737644359896
2172,2,62,0,-1.1041159082205632,0.7593402745593861,0.06716270903344092,0.7343771210988889,1.529539204084631,0.20829493102912347
2173,3,62,0,-0.9932337821139162,0.8352195615247042,0.2601057642112313,0.6289340895531447,1.4653730444715385,0.4203841157430559
2174,4,62,0,-0.7847491408128562,0.613469156976522,0.6021706731925682,0.30710102789551497,1.2037841091971904,0.6369684294912977
2175,5,62,0,-0.5501425242605529,0.18811124653704456,0.9701604611033822,-0.12146286230169297,1.1375443662909772,0.6222446119884661
2176,6,62,0,-0.34873087162542693,-0.27555765449673064,1.1859685519683134,-0.5196401357794463,1.3689749883570075,0.40048324308105554
2177,7,62,0,-0.20537497053528653,-0.6160548111388497,1.0970847668011812,-0.7752236602144946,1.4920687376100519,0.27829984084134174
2178,8,62,0,-0.10431977759983317,-0.743369907569095,0.6559185916142188,-0.8368373475731123,1.3015403876162068,0.5073489251833557
2179,9,62,0,-0.0015981335940385758,-0.6681936503554916,-0.041437492681876874,-0.7208627216718648,0.9837913588268146,0.6431324368439496
2180,10,62,0,0.14965946296358457,-0.4816132758088149,-0.7793484063793822,-0.49101452832260883,1.0501564206535152,0.5549459031568454
2181,11,62,0,0.3722951527218746,-0.29873742100399714,-1.3031855501077287,-0.2241670216514026,1.405841797306499,0.3290986114513439
2182,12,62,0,0.6485208505211609,-0.19676429439316775,-1.422763637193328,0.019728794863958784,1.5760523702514153,0.3329231021554369
2183,13,62,0,0.921021797644077,-0.17930463035968808,-1.0930314525026672,0.21066911755358717,1.4558607541433517,0.5420945458062685
2184,14,62,0,1.111446681010289,-0.1840393223904951,-0.4353663358164939,0.34238112979594654,1.2553696194019388,0.6221476957302156
2185,15,62,0,1.1485950654793255,-0.1277584113145009,0.3109379411418388,0.415401228921766,1.266820200476887,0.5434219122273558
2186,16,62,0,0.9947944159776537,0.03671472305023368,0.8860353234255063,0.42299581669073183,1.3981945344781526,0.452571270191764
2187,17,62,0,0.6602081153313898,0.2833418427644239,1.1129583197690762,0.35038181061387935,1.3702558119427304,0.5154931791715984
2188,18,62,0,0.2003123996037565,0.5167010290131111,0.9622101109748642,0.1885022013141785,1.1262710101839495,0.6222564562800749
2189,19,62,0,-0.30115746213536787,0.6165484026587793,0.5510365474081858,-0.04642682940268679,0.8812630009757743,0.6440162488881294
2190,20,62,0,-0.7560785790790224,0.5010836386738404,0.08099993241603842,-0.3015113231248343,0.9592756109235032,0.5873409999564106
2191,21,62,0,-1.0933813085528823,0.17613044269382763,-0.25499516028299796,-0.4948952046086888,1.2395355638499304,0.5197432326585258
2192,22,62,0,-1.2714141861338841,-0.2566275739934643,-0.35289781159810185,-0.5437324159895282,1.450011568941709,0.4803593169936579
2193,23,62,0,-1.279629560269931,-0.6392778765920945,-0.22999863808305512,-0.40179310718690747,1.5034843163530784,0.47100936993068854
2194,24,62,0,-1.1327691369485324,-0.8279675410890338,0.0009460701757697077,-0.08871828763858718,1.405904689632425,0.5038560589865465
2195,25,62,0,-0.8629509337595731,-0.7604149488568737,0.1985992118118614,0.3056548010693622,1.2065577950809339,0.5559009219565274
2196,26,62,0,-0.5139473503525851,-0.48724581814265555,0.26538977122154284,0.6482273259179939,0.9960827088990977,0.5582584140399625
2197,27,62,0,-0.13855410124965165,-0.1504318391917978,0.18975969631361142,0.8125664244115471,0.8591274140904398,0.4868698220282216
2198,28,62,0,0.20348475846846856,0.08246714312082683,0.0401283635795084,0.7315985415732786,0.7648879579514893,0.42342625097907594
2199,29,62,0,0.45084776013044586,0.0977582513031076,-0.0821431368285396,0.4296168302391289,0.635718879903083,0.45892316863518784
2200,30,62,0,0.5514549910067933,-0.1091190144676205,-0.10298790855821932,0.017800556460647352,0.571780495945946,0.5013696343383687
2201,31,62,0,0.4770411456673858,-0.4295161311968644,-0.015887754640898616,-0.3470654188143351,0.7299035465746643,0.45872429819721405
2202,32,62,0,0.23599832714671426,-0.6915533599343516,0.11897954726423088,-0.5245733432361579,0.9073447994856749,0.42393972527989937
2203,33,62,0,-0.12236770887274123,-0.7411850804655871,0.21495085059601216,-0.4475487636860774,0.9004626276133998,0.5517586983834547
2204,34,62,0,-0.5167524407900624,-0.5163250584312084,0.2150772649404986,-0.1495664176693594,0.776049608089076,0.7051667204090963
2205,0,63,0,-0.7611739694475729,-0.0721558741562729,0.19611563446715527,0.31203845459415785,0.848776543719132,0.7067788492204307
2206,1,63,0,-0.9938373659278368,0.39833198374646167,0.1373920285495351,0.6771717893951059,1.2742916781692089,0.48457065374837366
2207,2,63,0,-1.0488023345382955,0.7395241793780467,0.1719943286878923,0.8500060785065419,1.5488623991228594,0.1928715931860569
2208,3,63,0,-0.9348659018414571,0.8157858199335022,0.36983855314458985,0.7706733272878395,1.5067178538848638,0.377713682917476
2209,4,63,0,-0.70892003496584,0.5981863099416429,0.7112869570984072,0.4704426980241745,1.2600158510273365,0.602975603162135
2210,5,63,0,-0.4507926582031956,0.17258584785203007,1.0759842409461962,0.05293822959399796,1.1804848319592318,0.6043770855082768
2211,6,63,0,-0.23038069754437357,-0.3028748462475421,1.2863025718455994,-0.3504885965616455,1.3864432916447968,0.40991722104942613
2212,7,63,0,-0.08097396256930627,-0.669157949318998,1.188579218635898,-0.6305590662757599,1.5048768849266916,0.3149990194489581
2213,8,63,0,0.009984703930096744,-0.8322993196828739,0.7343712156137806,-0.7342093118136791,1.3308592140918303,0.5212086573094975
2214,9,63,0,0.08913044685657322,-0.7938933274674902,0.020926730218818468,-0.6713621118743232,1.043731701756854,0.640329001556825
2215,10,63,0,0.21009193865122877,-0.6345047009511235,-0.7327116314197104,-0.49611231600988503,1.1089312887324139,0.5394868933115665
2216,11,63,0,0.403465916091341,-0.4617774137915764,-1.2678039299629822,-0.27531344303507177,1.4349729691115682,0.3053620780529595
2217,12,63,0,0.6573320771364494,-0.3516544762013938,-1.3918839503926193,-0.061321319842840186,1.5801416284285492,0.33724281383759497
2218,13,63,0,0.9169020710329172,-0.313025160969492,-1.06144929627037,0.11920116474478931,1.4420740915410022,0.5625206798011053
2219,14,63,0,1.1033311335843248,-0.2927202378825366,-0.4033251366827416,0.25881667926738267,1.2380153340527036,0.6415026154279443
2220,15,63,0,1.1434163075275507,-0.216166737001323,0.33615525705832644,0.35359353018450174,1.2618072958823885,0.5512198111064242
2221,16,63,1,0.9975633429206555,-0.04029386917345105,0.8923388995430286,0.3909683037025374,1.3949484381760149,0.45019241161441703
2222,17,63,0,0.6747851095899535,0.2110289673476908,1.0891846292840228,0.3507281476845075,1.3450656338747706,0.5216869237505662
2223,18,63,0,0.22966637319380323,0.44947932951255054,0.9050895166763125,0.21969174908360692,1.059353486069604,0.6346204385655878
2224,19,63,0,-0.2558861069878388,0.5630822876389842,0.4700917089688311,0.01117061791011106,0.7769493934278302,0.6443999036852801
2225,20,63,0,-0.6973783910224344,0.47512164422477254,-0.0014318705743512133,-0.22429178313752898,0.8731472105620247,0.5633311428927761
2226,21,63,0,-1.028802070092161,0.19046622817622436,-0.30948733320215016,-0.4071985013399791,1.1646047022091646,0.48740650386889756
2227,22,63,0,-1.2131907013446346,-0.19619343048493837,-0.3527179734336928,-0.45698276052234804,1.3577800824111141,0.4737970826350419
2228,23,63,0,-1.2417486893735417,-0.5371455613840878,-0.1612461684220733,-0.3287776667481893,1.4016277118617193,0.4880505414213566
2229,24,63,0,-1.1260397444357146,-0.69765879363482,0.13304169296324336,-0.041506872184584015,1.331959538007786,0.5118120839485748
2230,25,63,0,-0.8899041356496517,-0.6197889012479242,0.37006529794493886,0.31856562030059454,1.1893275545185362,0.5471181012101699
2231,26,63,0,-0.5659213974930799,-0.3523009326477264,0.44077414559399863,0.6245398665562003,1.0142558196170897,0.558203407358784
2232,27,63,0,-0.19672574361397835,-0.030548108938569785,0.33364472737006023,0.7574126767624718,0.8512502406358131,0.5187290399901396
2233,28,63,0,0.1629096835010533,0.18581747659943434,0.1285254627690503,0.6566452636023704,0.7132807977084619,0.4741254905941884
2234,29,63,0,0.44891787079116235,0.18857714684052554,-0.054792681800735696,0.35016958260459013,0.602253741861828,0.4826786220197586
2235,30,63,0,0.5991480491109472,-0.025941777935167554,-0.12360594404045609,-0.051091773738396164,0.6144429667119311,0.49310145345279827
2236,31,63,0,0.5713194130123289,-0.3524016492773986,-0.05894539798493234,-0.3940394569297064,0.7805987750818231,0.44500452649877553
2237,32,63,0,0.3609826963066863,-0.6238496809968448,0.08177000423053718,-0.5436437945251331,0.9064942583548212,0.43202533851347974
2238,33,63,0,0.010558900524003975,-0.6894630832240449,0.20544170087080807,-0.4375845643692954,0.8421148240828199,0.573737281430322
2239,34,63,0,-0.39712642387579167,-0.4864238846513183,0.24334171361627832,-0.11209063195991474,0.6827130374165516,0.7081097828316899
2240,0,64,0,-0.6576643670078763,-0.06531852532433474,0.25057422766947707,0.35261070677859385,0.7898801703356471,0.721754691132291
2241,1,64,0,-0.9181156804519238,0.3813551059802245,0.22081290337916284,0.7397646837447683,1.2587208765900484,0.5025686548997271
2242,2,64,0,-0.9907571649655933,0.7099980379976851,0.2737188905137048,0.9388019650719553,1.562679792708103,0.19514268886567257
2243,3,64,0,-0.8780102868590188,0.7862145779489027,0.4791100242391402,0.8889079085661022,1.5520113117008587,0.34041423584244007
2244,4,64,0,-0.6380976560974866,0.5760343766110256,0.8196494593741751,0.6165902426243296,1.3382798606071402,0.5673889573591125
2245,5,64,0,-0.35871918051352947,0.15602211043408992,1.1778017532973943,0.21815913334322676,1.2600923485777102,0.582290772381812
2246,6,64,0,-0.12045903449939728,-0.32490070040508173,1.378119686098138,-0.18223403641209346,1.4326527692900728,0.4177721866778686
