chosen_coarse_residue_mod_30030,prime_count_in_first_323_lifts,semiprime_large_count_in_first_323_lifts,other_composite_count_in_first_323_lifts,example_prime,example_prime_x17,example_prime_x19,example_semiprime,example_semiprime_factorization,example_semiprime_x17,example_semiprime_x19
1,107,160,56,120121,4,0,30031,59 * 509,1,0
