W,j,n,layer_depth,b_mod_35,b_angle,t_index,fiber_mod,fiber_index,fiber_angle,admissible_bit,phi_1_prime,phi_1_index,phi_1_angle,phi_2_prime,phi_2_index,phi_2_angle,phi_3_prime,phi_3_index,phi_3_angle,phi_4_prime,phi_4_index,phi_4_angle,z1_real,z1_imag,z2_real,z2_imag,z_radius
30030,30,185,2,30,5.385587406153931,0,143,0,0.0,0,11,0,0.0,13,0,0.0,,,,,,,0.5348618733576407,0.6819371987861707,-0.07026953233342521,-1.2114671675051878,1.4912096002163395
30030,31,191,2,31,5.565106986359062,0,143,0,0.0,1,11,0,0.0,13,0,0.0,,,,,,,0.5697448229267015,-0.1263583956007549,0.005802266348959248,-1.0410245028767013,1.1934577031780567
30030,32,197,2,32,5.744626566564193,0,143,0,0.0,0,11,0,0.0,13,0,0.0,,,,,,,0.6576691947381557,-0.9259655812487287,0.13159442909404376,-0.8032239446464688,1.3972926774254746
30030,33,203,2,33,5.924146146769324,0,143,0,0.0,0,11,0,0.0,13,0,0.0,,,,,,,0.7887032356636214,-1.5762840604005397,0.3092273012806469,-0.544953613116617,1.8706469996568689
30030,34,209,2,34,6.103665726974455,0,143,0,0.0,0,11,0,0.0,13,0,0.0,,,,,,,0.938537081608146,-1.9700754228688706,0.5190141495873397,-0.31507134946594,2.2651036771131805
30030,35,215,2,0,0.0,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,1.1549545833107182,-2.0862123495215483,0.7582873708536786,-0.24850115297822195,2.514548591026696
30030,36,221,2,1,0.17951958020513104,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,1.2615987282189978,-1.865276206332804,0.8987319484056092,-0.18969741484198507,2.4319931951462705
30030,37,227,2,2,0.35903916041026207,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,1.281016645262197,-1.4388704604396934,0.9451138528262045,-0.2100018304733841,2.1560827467819768
30030,38,233,2,3,0.5385587406153931,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,1.1998693802487397,-0.9314675157198351,0.8758749383760819,-0.28829010161576824,1.7769598624799356
30030,39,239,2,4,0.7180783208205241,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,1.0248578400580237,-0.4745568833097399,0.6936233528055658,-0.38996877815677816,1.381566803060705
30030,40,245,2,5,0.8975979010256552,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,0.7799684266256256,-0.17370568724432506,0.42683236727487295,-0.476034392104682,1.0233860584030952
30030,41,251,2,6,1.0771174812307862,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,0.49940988759007426,-0.083792286263296,0.12450955367153772,-0.5128811899135316,0.7314240404734906
30030,42,257,2,7,1.2566370614359172,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,0.21838926286974994,-0.19870442309389744,-0.15499565077873312,-0.48031982627456415,0.5847290869852652
30030,43,263,2,8,1.4361566416410483,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,-0.03559129918619659,-0.4577067766746857,-0.3581968701943665,-0.3758135198109627,0.6930389840993338
30030,44,269,2,9,1.6156762218461793,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,-0.24847353663892197,-0.7660642186489066,-0.44992457806761116,-0.21400863465070355,0.9470086098649736
30030,45,275,2,10,1.7951958020513104,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,-0.42090662039875415,-1.023650381570558,-0.42238441930322906,-0.02193038754261084,1.184867936249836
30030,46,281,2,11,1.9747153822564412,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,-0.5648741674022625,-1.153244522426123,-0.29730741825228896,0.16862993303331478,1.3288654968682563
30030,47,287,2,12,2.1542349624615724,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,-0.6968991521303006,-1.1205662071262381,-0.12051785411526465,0.3293101396770396,1.3653961967311445
30030,48,293,2,13,2.3337545426667035,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,-0.8300444887563448,-0.9406852337361382,0.04971542466768241,0.4416705951116368,1.3309421851906829
30030,49,299,2,14,2.5132741228718345,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,-0.9672695329143877,-0.6695083678671647,0.15750061401226215,0.5002879991615499,1.2880009042962195
30030,50,305,2,15,2.6927937030769655,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,-1.0982868337220584,-0.3834072844601023,0.16342251082473566,0.5118023254810453,1.2813600791020303
30030,51,311,2,16,2.8723132832820966,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,-1.2010104762057814,-0.15346033385887234,0.05423514992625197,0.4904758948970968,1.3074724826881616
30030,52,317,2,17,3.0518328634872276,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,-1.2473026822387485,-0.022262582181783924,-0.15432594107496106,0.45183552411074196,1.3357512645034173
30030,53,323,2,18,3.2313524436923586,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,-1.2114110769152424,0.009600296956785399,-0.42221087757565123,0.40649631264628383,1.3457749590153743
30030,54,329,2,19,3.4108720238974897,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,-1.0786288745110761,-0.01674152673750253,-0.6957845536872441,0.3561609728607078,1.3321739043328302
30030,55,335,2,20,3.5903916041026207,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,-0.8515594136348272,-0.032548640094936236,-0.9215997305305134,0.2930875848428053,1.2889760450159746
30030,56,341,2,21,3.7699111843077517,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,-0.5519779974832958,0.03478920961519443,-1.0594491891464834,0.20323010512476178,1.2122809323021961
30030,57,347,2,22,3.9494307645128823,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,-0.21749239800079187,0.2355352062476963,-1.0912354075719117,0.07210119878823854,1.139637255522834
30030,58,353,2,23,4.128950344718014,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,0.10632941098630824,0.5769551446711882,-1.023450768751308,-0.10847281952245558,1.184652274397868
30030,59,359,2,24,4.308469924923145,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,0.3763851671469614,1.0148218881074667,-0.8829024137825655,-0.3348773150128261,1.4363804325468688
30030,60,365,2,25,4.487989505128276,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,0.562260020083569,1.4602450354719807,-0.7072176881833063,-0.589383826852306,1.8154839706368522
30030,61,371,2,26,4.667509085333407,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,0.6534673889009373,1.8005861087579844,-0.5330911253865982,-0.8419720677646426,2.159220478383587
30030,62,377,2,27,4.847028665538538,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,0.6616890589224529,1.9290729541436127,-0.38578487548831375,-1.0561040245620803,2.3288066802458727
30030,63,383,2,28,5.026548245743669,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,0.617323981368394,1.7750373330093994,-0.27292625743397214,-1.1970782735448329,2.244845555164016
30030,64,389,2,29,5.2060678259488,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,0.5611920998412263,1.32625646336188,-0.18430529395731535,-1.2407737381276436,1.9098116897069475
30030,65,395,2,30,5.385587406153931,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,0.5335582537473762,0.6368412704182695,-0.09755676842678765,-1.180373758761861,1.4467379677361711
30030,66,401,2,31,5.565106986359062,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,0.563375052392979,-0.1820400064933029,0.012154723291424042,-1.0291188684508439,1.1873345764032603
30030,67,407,2,32,5.744626566564193,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,0.6605876813270896,-0.9866425245509164,0.16152951871243082,-0.818154789181822,1.4509681596954245
30030,68,413,2,33,5.924146146769324,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,0.8135125082659916,-1.6341712855079356,0.35097805342098537,-0.5898458011797306,1.9502364099350689
30030,69,419,2,34,6.103665726974455,1,143,1,0.04393835879146564,0,11,1,0.5711986642890533,13,1,0.483321946706122,,,,,,,0.9919252530298215,-2.0166453919072556,0.5615765151863591,-0.3881541139901376,2.348788228622446
30030,70,425,2,0,0.0,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,1.2313445547142432,-2.1023351863950883,0.7926162648723383,-0.33431086813610944,2.583800872411298
30030,71,431,2,1,0.17951958020513104,2,143,2,0.08787671758293128,1,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,1.3547127906813963,-1.8594983404995848,0.9216601873710369,-0.2910870057271495,2.4954298165735893
30030,72,437,2,2,0.35903916041026207,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,1.376064862318374,-1.4124115629704277,0.9582414513353311,-0.31762198989538876,2.215303892481165
30030,73,443,2,3,0.5385587406153931,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,1.2805548243304816,-0.8887889534428237,0.8849377324606921,-0.3938693646765804,1.8352150633213167
30030,74,449,2,4,0.7180783208205241,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,1.0779303814825307,-0.4223577115687003,0.7067209214346566,-0.4875111621859413,1.4413332501173908
30030,75,455,2,5,0.8975979010256552,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,0.7990302885471591,-0.11940923628993397,0.4521807423679423,-0.5620920990475226,1.0831079906025876
30030,76,461,2,6,1.0771174812307862,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,0.4868643812813095,-0.03389384801058932,0.16828635551128726,-0.5859506359504955,0.780925197387982
30030,77,467,2,7,1.2566370614359172,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,0.18494047465232244,-0.15738738558061005,-0.09019736276697563,-0.5396811259429892,0.5986359914453323
30030,78,473,2,8,1.4361566416410483,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,-0.07379017077162506,-0.42606388007373486,-0.2739729822242658,-0.42029744847017964,0.6623341750094076
30030,79,479,2,9,1.6156762218461793,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,-0.2742569482166319,-0.7421015533155935,-0.3516511395180351,-0.2411836375377854,0.8987545048670451
30030,80,485,2,10,1.7951958020513104,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,-0.420894864897268,-1.0030475889087869,-0.3179907632343503,-0.028054278733375827,1.1336499111146414
30030,81,491,2,11,1.9747153822564412,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,-0.5332936524683466,-1.1306507853769177,-0.1956246582657506,0.18780802327484372,1.2791849665957093
30030,82,497,2,12,2.1542349624615724,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,-0.6373462058023369,-1.0910801704153228,-0.029674663847120097,0.37710377557452557,1.3189973341713646
30030,83,503,2,13,2.3337545426667035,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,-0.7546796089764027,-0.9011324598093183,0.12343613639013512,0.5188078679260558,1.2907281301326288
30030,84,509,2,14,2.5132741228718345,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,-0.89364140406964,-0.6191997311445334,0.21010310563731524,0.6036094149679253,1.2611466635381414
30030,85,515,2,15,2.6927937030769655,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,-1.0446451370227425,-0.32421439039525457,0.19292903223236574,0.6337940209937917,1.27879431722628
30030,86,521,2,16,2.8723132832820966,2,143,2,0.08787671758293128,1,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,-1.1813883417415165,-0.08923560287058441,0.059919264413998544,0.6199152086997098,1.33847920829857
30030,87,527,2,17,3.0518328634872276,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,-1.2677150510773518,0.042191964835024166,-0.17284516554452894,0.5755177246223864,1.403558946119235
30030,88,533,2,18,3.2313524436923586,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,-1.2682058388679491,0.06969904094611472,-0.46562872459093796,0.511693763207491,1.4463210648114042
30030,89,539,2,19,3.4108720238974897,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,-1.1594302926567044,0.035597774440285605,-0.7652377702867514,0.4332307886520024,1.4556179328328527
30030,90,545,2,20,3.5903916041026207,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,-0.9385257009953164,0.010317304659345794,-1.01816640389792,0.3375612469228832,1.425323598224185
30030,91,551,2,21,3.7699111843077517,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,-0.6264581412423549,0.06809961681846868,-1.1831539624538725,0.2168172374959969,1.3579213430406576
30030,92,557,2,22,3.9494307645128823,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,-0.26478940748995056,0.2602841748362966,-1.2398843122309162,0.062298026392322826,1.295783714127401
30030,93,563,2,23,4.128950344718014,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,0.09339603513695514,0.5943792309301209,-1.1917158658775686,-0.13012877458279182,1.3413164028293725
30030,94,569,2,24,4.308469924923145,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,0.39607372510571326,1.0255882815177222,-1.0620437197200145,-0.35551478280096316,1.5694054104317123
30030,95,575,2,25,4.487989505128276,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,0.6049977276357391,1.4639503427497373,-0.8856732524868073,-0.5978221137591343,1.9107541041043141
30030,96,581,2,26,4.667509085333407,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,0.7050728574357221,1.795753397586849,-0.6979271931150577,-0.8313284278246498,2.213609568337685
30030,97,587,2,27,4.847028665538538,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,0.7077652056655497,1.9136745996917774,-0.5247437513547869,-1.0253527986568083,2.343029326780936
30030,98,593,2,28,5.026548245743669,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,0.6475426671570146,1.7473995204180217,-0.376613271539198,-1.15119690449285,2.222567987477398
30030,99,599,2,29,5.2060678259488,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,0.5722400758145075,1.2860692702485381,-0.24797715139861357,-1.1894698392968128,1.8595063964553489
30030,100,605,2,30,5.385587406153931,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,0.5299125437144062,0.5859463223427445,-0.12203893660412078,-1.1357430527917713,1.3888650692796247
30030,101,611,2,31,5.565106986359062,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,0.5557095177500124,-0.23936686988487527,0.02069668978780712,-1.0028415445194947,1.1714218210784928
30030,102,617,2,32,5.744626566564193,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,0.662299533429613,-1.0440640526339742,0.19296048765844542,-0.8189307566452869,1.4955239055129037
30030,103,623,2,33,5.924146146769324,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,0.8364015036877471,-1.684284931205618,0.39341365863059347,-0.6216762834623832,2.019316446987482
30030,104,629,2,34,6.103665726974455,2,143,2,0.08787671758293128,0,11,2,1.1423973285781066,13,2,0.966643893412244,,,,,,,1.0423038742364457,-2.052388762414956,0.6039424371008927,-0.44982792634966323,2.4219390225583517
30030,105,635,2,0,0.0,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,1.3027422540742735,-2.106444263833123,0.8255757898361338,-0.41022355190639526,2.642745459647645
30030,106,641,2,1,0.17951958020513104,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,1.442278621598175,-1.843733039097872,0.942759978587916,-0.38391883774257707,2.5525887238215454
30030,107,647,2,2,0.35903916041026207,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,1.4662349271107036,-1.3800515728531666,0.9695054683504898,-0.4176941246472806,2.2734987222649123
30030,108,653,2,3,0.5385587406153931,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,1.3583105384537228,-0.8454006992601012,0.892602891608059,-0.4925268906830203,1.8971116259558536
30030,109,659,2,4,0.7180783208205241,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,1.1309663162636656,-0.3745281025002632,0.7193626098650154,-0.5784657433730921,1.5071367850375903
30030,110,665,2,5,0.8975979010256552,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,0.8212618313762393,-0.07328110538876519,0.4783406987197306,-0.6417984375208319,1.1491545477168488
30030,111,671,2,6,1.0771174812307862,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,0.4802551545191644,0.006142280434440559,0.21420511596820863,-0.6530374890646381,0.8384655836001635
30030,112,677,2,7,1.2566370614359172,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,0.1590954061604524,-0.12524203902280287,-0.02219166896901119,-0.5937499296929517,0.6277167878764784
30030,113,683,2,8,1.4361566416410483,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,-0.10419197207427348,-0.40083502651428243,-0.1860605504011127,-0.4605874733307425,0.6467488187311935
30030,114,689,2,9,1.6156762218461793,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,-0.2935021471315422,-0.7205372554273745,-0.25002176311971325,-0.2656283874358886,0.8592943436767866
30030,115,695,2,10,1.7951958020513104,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,-0.41663703687168746,-0.9806369726151503,-0.2114591453680947,-0.0331135736602316,1.0867597579379646
30030,116,701,2,11,1.9747153822564412,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,-0.5000897345191911,-1.1028851591272808,-0.09378614174845831,0.20641892638364767,1.2320105642193666
30030,117,707,2,12,2.1542349624615724,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,-0.5783322035466619,-1.054626152109429,0.0588822455751008,0.4229728108625161,1.276353233217663
30030,118,713,2,13,2.3337545426667035,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,-0.6809003123622096,-0.8546265465911599,0.19240202413785817,0.5931134868307477,1.2580993270271468
30030,119,719,2,14,2.5132741228718345,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,-0.8211982297587239,-0.5634896310541451,0.2559301838126752,0.7037045720921538,1.2460286837124535
30030,120,725,2,15,2.6927937030769655,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,-0.9904323210707054,-0.26203035683095127,0.2145021751056717,0.7526105900746665,1.2892051713905208
30030,121,731,2,16,2.8723132832820966,3,143,3,0.1318150763743969,0,11,3,1.7135959928671598,13,3,1.4499658401183662,,,,,,,-1.1585805783785317,-0.024430039291063195,0.057639652618300403,0.7465049415357452,1.3796730557298498
